apteryx_haastii ENSAHAG00000005908
apteryx_owenii ENSAOWG00000008663
apteryx_rowi ENSARWG00000012547
dromaius_novaehollandiae ENSDNVG00000007138
anser_brachyrhynchus ENSABRG00000018152
anas_platyrhynchos ENSAPLG00000004917
gallus_gallus ENSGALG00000042051
meleagris_gallopavo ENSMGAG00000002874
coturnix_japonica ENSCJPG00005010568
numida_meleagris ENSNMEG00000005267
calidris_pygmaea ENSCPGG00000004612
calidris_pugnax ENSCPUG00000016247
melopsittacus_undulatus ENSMUNG00000002859
serinus_canaria ENSSCAG00000005718
junco_hyemalis ENSJHYG00000012309
lonchura_striata ENSLSDG00000000931
taeniopygia_guttata ENSTGUG00000000164
parus_major ENSPMJG00000003499
cyanistes_caeruleus ENSCCEG00000008299
ficedula_albicollis ENSFALG00000001922
manacus_vitellinus ENSMVIG00005019474
lepidothrix_coronata ENSLCOG00000012075
zonotrichia_albicollis ENSZALG00000009368
crocodylus_porosus ENSCPRG00005002936
gopherus_agassizii ENSGAGG00000020614
chelonoidis_abingdonii ENSCABG00000021612
chrysemys_picta ENSCPBG00000015402
pelodiscus_sinensis ENSPSIG00000017295
sphenodon_punctatus ENSSPUG00000012835
pogona_vitticeps ENSPVIG00000011211
anolis_carolinensis ENSACAG00000002296
salvator_merianae ENSSMRG00000017006
notechis_scutatus ENSNSUG00000000269
nothoprocta_perdicaria ENSNPEG00000007976
phascolarctos_cinereus ENSPCIG00000037247
phascolarctos_cinereus ENSPCIG00000025954
vombatus_ursinus ENSVURG00010011526
sarcophilus_harrisii ENSSHAG00000010781
monodelphis_domestica ENSMODG00000014043
loxodonta_africana ENSLAFG00000003303
procavia_capensis ENSPCAG00000006230
echinops_telfairi ENSETEG00000006721
choloepus_hoffmanni ENSCHOG00000012436
dasypus_novemcinctus ENSDNOG00000001337
pteropus_vampyrus ENSPVAG00000004211
myotis_lucifugus ENSMLUG00000010072
equus_caballus ENSECAG00000009721
equus_asinus ENSEASG00005008173
ursus_americanus ENSUAMG00000025542
ursus_maritimus ENSUMAG00000004095
ailuropoda_melanoleuca ENSAMEG00000012781
neovison_vison ENSNVIG00000022105
mustela_putorius ENSMPUG00000015045
canis_lupus ENSCAFG00020014806
canis_lupus ENSCAFG00000013392
vulpes_vulpes ENSVVUG00000003511
panthera_tigris ENSPTIG00000015030
panthera_pardus ENSPPRG00000008991
felis_catus ENSFCAG00000019287
bos_indicus ENSBIXG00005021314
bos_indicus ENSBIXG00000009850
bos_taurus ENSBTAG00000002948
bos_mutus ENSBMUG00000015495
bison_bison ENSBBBG00000003831
ovis_aries ENSOARG00000005054
capra_hircus ENSCHIG00000018558
tursiops_truncatus ENSTTRG00000015870
sus_scrofa ENSSSCG00000011332
vicugna_pacos ENSVPAG00000010426
sorex_araneus ENSSARG00000006587
erinaceus_europaeus ENSEEUG00000000735
chinchilla_lanigera ENSCLAG00000014681
octodon_degus ENSODEG00000012216
cavia_porcellus ENSCPOG00000008215
cavia_aperea ENSCAPG00000008261
heterocephalus_glaber ENSHGLG00000012883
heterocephalus_glaber ENSHGLG00100012607
fukomys_damarensis ENSFDAG00000019543
ictidomys_tridecemlineatus ENSSTOG00000022116
urocitellus_parryii ENSUPAG00010016281
spermophilus_dauricus ENSSDAG00000004205
marmota_marmota ENSMMMG00000006267
castor_canadensis ENSCCNG00000008205
dipodomys_ordii ENSDORG00000014190
mus_musculus ENSMUSG00000044791
mus_spretus MGP_SPRETEiJ_G0033882
mus_spicilegus ENSMSIG00000024689
mus_caroli MGP_CAROLIEiJ_G0032734
mus_pahari MGP_PahariEiJ_G0015601
rattus_norvegicus ENSRNOG00000020915
meriones_unguiculatus ENSMUGG00000010752
cricetulus_griseus ENSCGRG00001005038
cricetulus_griseus ENSCGRG00015017403
cricetulus_griseus ENSCGRG00000007307
mesocricetus_auratus ENSMAUG00000013516
peromyscus_maniculatus ENSPEMG00000018817
microtus_ochrogaster ENSMOCG00000007000
nannospalax_galili ENSNGAG00000015267
jaculus_jaculus ENSJJAG00000022758
ochotona_princeps ENSOPRG00000005216
oryctolagus_cuniculus ENSOCUG00000002839
pan_paniscus ENSPPAG00000027015
pan_troglodytes ENSPTRG00000014866
homo_sapiens ENSG00000181555
gorilla_gorilla ENSGGOG00000022300
pongo_abelii ENSPPYG00000013922
nomascus_leucogenys ENSNLEG00000006252
piliocolobus_tephrosceles ENSPTEG00000006963
colobus_angolensis ENSCANG00000043868
rhinopithecus_bieti ENSRBIG00000038909
rhinopithecus_roxellana ENSRROG00000029515
mandrillus_leucophaeus ENSMLEG00000035263
cercocebus_atys ENSCATG00000043683
papio_anubis ENSPANG00000009321
theropithecus_gelada ENSTGEG00000010886
macaca_fascicularis ENSMFAG00000001601
macaca_mulatta ENSMMUG00000021117
macaca_nemestrina ENSMNEG00000019476
chlorocebus_sabaeus ENSCSAG00000016130
saimiri_boliviensis ENSSBOG00000018044
cebus_capucinus ENSCCAG00000028878
callithrix_jacchus ENSCJAG00000002303
aotus_nancymaae ENSANAG00000030649
carlito_syrichta ENSTSYG00000011573
prolemur_simus ENSPSMG00000005047
microcebus_murinus ENSMICG00000038231
propithecus_coquereli ENSPCOG00000004126
otolemur_garnettii ENSOGAG00000016827
tupaia_belangeri ENSTBEG00000015707
xenopus_tropicalis ENSXETG00000007897
latimeria_chalumnae ENSLACG00000007137
denticeps_clupeoides ENSDCDG00000021073
clupea_harengus ENSCHAG00000010089
ictalurus_punctatus ENSIPUG00000001189
pygocentrus_nattereri ENSPNAG00000000666
electrophorus_electricus ENSEEEG00000013290
lates_calcarifer ENSLCAG00010012981
mastacembelus_armatus ENSMAMG00000012020
pundamilia_nyererei ENSPNYG00000016617
haplochromis_burtoni ENSHBUG00000016287
astatotilapia_calliptera ENSACLG00000005502
maylandia_zebra ENSMZEG00005014801
oreochromis_niloticus ENSONIG00000003077
neolamprologus_brichardi ENSNBRG00000015062
amphilophus_citrinellus ENSACIG00000014991
stegastes_partitus ENSSPAG00000006781
poecilia_reticulata ENSPREG00000020789
xiphophorus_couchianus ENSXCOG00000019738
gambusia_affinis ENSGAFG00000007206
oryzias_latipes ENSORLG00015020050
hippocampus_comes ENSHCOG00000014975
