mastacembelus_armatus ENSMAMG00000015804
seriola_dumerili ENSSDUG00000012233
periophthalmus_magnuspinnatus ENSPMGG00000000761
monopterus_albus ENSMALG00000016611
acanthochromis_polyacanthus ENSAPOG00000017900
amphiprion_ocellaris ENSAOCG00000021548
kryptolebias_marmoratus ENSKMAG00000011181
astatotilapia_calliptera ENSACLG00000008775
maylandia_zebra ENSMZEG00005015169
haplochromis_burtoni ENSHBUG00000014163
gadus_morhua ENSGMOG00000018430
astyanax_mexicanus ENSAMXG00000036485
ictalurus_punctatus ENSIPUG00000013363
scleropages_formosus ENSSFOG00015000597
lepisosteus_oculatus ENSLOCG00000001077
lonchura_striata_domestica ENSLSDG00000002477
serinus_canaria ENSSCAG00000013939
manacus_vitellinus ENSMVIG00005001677
parus_major ENSPMJG00000012960
cyanistes_caeruleus ENSCCEG00000001261
