pogona_vitticeps ENSPVIG00000015969
anolis_carolinensis ENSACAG00000012177
notechis_scutatus ENSNSUG00000008066
salvator_merianae ENSSMRG00000020875
sphenodon_punctatus ENSSPUG00000013885
apteryx_haastii ENSAHAG00000016115
apteryx_owenii ENSAOWG00000015131
apteryx_rowi ENSARWG00000015659
dromaius_novaehollandiae ENSDNVG00000015491
nothoprocta_perdicaria ENSNPEG00000001657
anser_brachyrhynchus ENSABRG00000020229
anas_platyrhynchos_platyrhynchos ENSAPLG00000001478
gallus_gallus ENSGALG00000026007
meleagris_gallopavo ENSMGAG00000015779
coturnix_japonica ENSCJPG00005020310
numida_meleagris ENSNMEG00000007693
taeniopygia_guttata ENSTGUG00000004256
lonchura_striata_domestica ENSLSDG00000003153
junco_hyemalis ENSJHYG00000007502
zonotrichia_albicollis ENSZALG00000003449
serinus_canaria ENSSCAG00000005101
ficedula_albicollis ENSFALG00000015268
cyanistes_caeruleus ENSCCEG00000024259
parus_major ENSPMJG00000009463
manacus_vitellinus ENSMVIG00005001391
lepidothrix_coronata ENSLCOG00000012562
calidris_pugnax ENSCPUG00000011101
calidris_pygmaea ENSCPGG00000007123
melopsittacus_undulatus ENSMUNG00000008283
crocodylus_porosus ENSCPRG00005002539
gopherus_agassizii ENSGAGG00000021100
chelonoidis_abingdonii ENSCABG00000002676
chrysemys_picta_bellii ENSCPBG00000023330
pelodiscus_sinensis ENSPSIG00000000012
notamacropus_eugenii ENSMEUG00000013145
sarcophilus_harrisii ENSSHAG00000018894
phascolarctos_cinereus ENSPCIG00000030139
monodelphis_domestica ENSMODG00000023342
loxodonta_africana ENSLAFG00000027684
procavia_capensis ENSPCAG00000000141
echinops_telfairi ENSETEG00000004019
ursus_maritimus ENSUMAG00000020613
ursus_americanus ENSUAMG00000028193
ailuropoda_melanoleuca ENSAMEG00000019109
mustela_putorius_furo ENSMPUG00000019223
neovison_vison ENSNVIG00000016204
vulpes_vulpes ENSVVUG00000026142
canis_lupus_dingo ENSCAFG00020023027
panthera_pardus ENSPPRG00000021650
panthera_pardus ENSPPRG00000021639
panthera_tigris_altaica ENSPTIG00000005843
felis_catus ENSFCAG00000024940
equus_asinus_asinus ENSEASG00005007520
equus_caballus ENSECAG00000003118
bos_taurus ENSBTAG00000010601
bos_mutus ENSBMUG00000000836
bison_bison_bison ENSBBBG00000024142
capra_hircus ENSCHIG00000013790
ovis_aries ENSOARG00000019081
sus_scrofa ENSSSCG00000005666
myotis_lucifugus ENSMLUG00000008768
castor_canadensis ENSCCNG00000002196
dipodomys_ordii ENSDORG00000016017
cricetulus_griseus_chok1gshd ENSCGRG00001009570
cricetulus_griseus_crigri ENSCGRG00000018752
cricetulus_griseus_crigri-picr ENSCGRG00015015992
mesocricetus_auratus ENSMAUG00000008066
peromyscus_maniculatus_bairdii ENSPEMG00000007139
microtus_ochrogaster ENSMOCG00000002814
mus_musculus ENSMUSG00000075419
mus_spicilegus ENSMSIG00000004119
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024307
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023390
mus_pahari MGP_PahariEiJ_G0024847
rattus_norvegicus ENSRNOG00000016989
meriones_unguiculatus ENSMUGG00000009686
nannospalax_galili ENSNGAG00000017040
jaculus_jaculus ENSJJAG00000012440
chinchilla_lanigera ENSCLAG00000017527
octodon_degus ENSODEG00000020510
heterocephalus_glaber_male ENSHGLG00100020730
heterocephalus_glaber_female ENSHGLG00000021075
cavia_porcellus ENSCPOG00000004082
cavia_aperea ENSCAPG00000008005
spermophilus_dauricus ENSSDAG00000001672
urocitellus_parryii ENSUPAG00010017872
ictidomys_tridecemlineatus ENSSTOG00000019536
marmota_marmota_marmota ENSMMMG00000013371
oryctolagus_cuniculus ENSOCUG00000000321
rhinopithecus_bieti ENSRBIG00000009633
rhinopithecus_roxellana ENSRROG00000025535
colobus_angolensis_palliatus ENSCANG00000014765
piliocolobus_tephrosceles ENSPTEG00000005711
macaca_fascicularis ENSMFAG00000042699
macaca_mulatta ENSMMUG00000011755
macaca_nemestrina ENSMNEG00000024878
papio_anubis ENSPANG00000003223
cercocebus_atys ENSCATG00000017895
theropithecus_gelada ENSTGEG00000017293
mandrillus_leucophaeus ENSMLEG00000027811
chlorocebus_sabaeus ENSCSAG00000019710
gorilla_gorilla ENSGGOG00000004805
homo_sapiens ENSG00000175283
pan_troglodytes ENSPTRG00000042778
pan_troglodytes ENSPTRG00000029053
pan_paniscus ENSPPAG00000016072
pongo_abelii ENSPPYG00000019669
nomascus_leucogenys ENSNLEG00000019000
cebus_capucinus ENSCCAG00000005576
saimiri_boliviensis_boliviensis ENSSBOG00000019671
callithrix_jacchus ENSCJAG00000020248
aotus_nancymaae ENSANAG00000012512
propithecus_coquereli ENSPCOG00000013396
microcebus_murinus ENSMICG00000005845
prolemur_simus ENSPSMG00000020148
otolemur_garnettii ENSOGAG00000025919
dasypus_novemcinctus ENSDNOG00000011846
xenopus_tropicalis ENSXETG00000024754
latimeria_chalumnae ENSLACG00000016014
paramormyrops_kingsleyae ENSPKIG00000025330
scleropages_formosus ENSSFOG00015002380
takifugu_rubripes ENSTRUG00000018325
tetraodon_nigroviridis ENSTNIG00000018757
hippocampus_comes ENSHCOG00000001512
mola_mola ENSMMOG00000004554
cynoglossus_semilaevis ENSCSEG00000015361
poecilia_formosa ENSPFOG00000020426
poecilia_latipinna ENSPLAG00000013269
poecilia_mexicana ENSPMEG00000022555
poecilia_reticulata ENSPREG00000001115
xiphophorus_couchianus ENSXCOG00000001458
xiphophorus_maculatus ENSXMAG00000019587
gambusia_affinis ENSGAFG00000013326
cyprinodon_variegatus ENSCVAG00000015379
fundulus_heteroclitus ENSFHEG00000008351
kryptolebias_marmoratus ENSKMAG00000010614
oryzias_latipes ENSORLG00020008533
oryzias_latipes ENSORLG00000022279
oryzias_latipes_asm223469v1 ENSORLG00015015553
oryzias_melastigma ENSOMEG00000011020
seriola_dumerili ENSSDUG00000014448
seriola_lalandi_dorsalis ENSSLDG00000001575
scophthalmus_maximus ENSSMAG00000009434
periophthalmus_magnuspinnatus ENSPMGG00000004716
amphiprion_percula ENSAPEG00000021930
amphiprion_ocellaris ENSAOCG00000016310
acanthochromis_polyacanthus ENSAPOG00000023235
stegastes_partitus ENSSPAG00000005217
maylandia_zebra ENSMZEG00005002745
astatotilapia_calliptera ENSACLG00000027875
haplochromis_burtoni ENSHBUG00000008248
pundamilia_nyererei ENSPNYG00000003907
neolamprologus_brichardi ENSNBRG00000007387
oreochromis_niloticus ENSONIG00000007387
amphilophus_citrinellus ENSACIG00000015640
mastacembelus_armatus ENSMAMG00000018058
monopterus_albus ENSMALG00000005357
anabas_testudineus ENSATEG00000013104
labrus_bergylta ENSLBEG00000023453
labrus_bergylta ENSLBEG00000014933
gadus_morhua ENSGMOG00000020327
esox_lucius ENSELUG00000022101
pygocentrus_nattereri ENSPNAG00000023550
astyanax_mexicanus ENSAMXG00000026354
ictalurus_punctatus ENSIPUG00000007099
danio_rerio ENSDARG00000076991
lepisosteus_oculatus ENSLOCG00000017343
eptatretus_burgeri ENSEBUG00000013988
drosophila_melanogaster FBgn0034141
caenorhabditis_elegans_strain_n2 WBGene00044233
saccharomyces_cerevisiae YMR013C
