pogona_vitticeps ENSPVIG00000008473
anolis_carolinensis ENSACAG00000012342
notechis_scutatus ENSNSUG00000004632
salvator_merianae ENSSMRG00000020568
sphenodon_punctatus ENSSPUG00000007075
nothoprocta_perdicaria ENSNPEG00000007148
lonchura_striata_domestica ENSLSDG00000004175
gopherus_agassizii ENSGAGG00000003824
tupaia_belangeri ENSTBEG00000009850
sorex_araneus ENSSARG00000006895
sarcophilus_harrisii ENSSHAG00000000785
castor_canadensis ENSCCNG00000029689
dipodomys_ordii ENSDORG00000014147
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030761
mus_musculus ENSMUSG00000038670
mus_spicilegus ENSMSIG00000010119
mus_pahari MGP_PahariEiJ_G0012888
rattus_norvegicus ENSRNOG00000019627
meriones_unguiculatus ENSMUGG00000009351
meriones_unguiculatus ENSMUGG00000009619
peromyscus_maniculatus_bairdii ENSPEMG00000010095
microtus_ochrogaster ENSMOCG00000000740
cricetulus_griseus_chok1gshd ENSCGRG00001014393
cricetulus_griseus_crigri-picr ENSCGRG00015020207
cricetulus_griseus_crigri ENSCGRG00000016894
mesocricetus_auratus ENSMAUG00000020517
nannospalax_galili ENSNGAG00000008948
jaculus_jaculus ENSJJAG00000009702
chinchilla_lanigera ENSCLAG00000006097
octodon_degus ENSODEG00000016496
heterocephalus_glaber_female ENSHGLG00000005077
heterocephalus_glaber_male ENSHGLG00100018073
fukomys_damarensis ENSFDAG00000018537
cavia_porcellus ENSCPOG00000020962
cavia_aperea ENSCAPG00000000403
spermophilus_dauricus ENSSDAG00000011470
marmota_marmota_marmota ENSMMMG00000006998
ictidomys_tridecemlineatus ENSSTOG00000027837
urocitellus_parryii ENSUPAG00010015210
ochotona_princeps ENSOPRG00000011193
tursiops_truncatus ENSTTRG00000002422
sus_scrofa ENSSSCG00000003218
bos_mutus ENSBMUG00000009689
bos_taurus ENSBTAG00000020080
bison_bison_bison ENSBBBG00000009673
ovis_aries ENSOARG00000013964
capra_hircus ENSCHIG00000009912
equus_caballus ENSECAG00000020407
equus_asinus_asinus ENSEASG00005009512
ursus_americanus ENSUAMG00000014023
ursus_maritimus ENSUMAG00000010003
ailuropoda_melanoleuca ENSAMEG00000013010
canis_lupus_familiaris ENSCAFG00000002982
canis_lupus_dingo ENSCAFG00020019488
vulpes_vulpes ENSVVUG00000013179
neovison_vison ENSNVIG00000016858
mustela_putorius_furo ENSMPUG00000001807
panthera_pardus ENSPPRG00000001448
panthera_tigris_altaica ENSPTIG00000020636
felis_catus ENSFCAG00000000329
carlito_syrichta ENSTSYG00000032777
dasypus_novemcinctus ENSDNOG00000036015
pteropus_vampyrus ENSPVAG00000010659
pan_paniscus ENSPPAG00000030346
pan_troglodytes ENSPTRG00000044699
homo_sapiens ENSG00000086967
gorilla_gorilla ENSGGOG00000005580
pongo_abelii ENSPPYG00000010283
papio_anubis ENSPANG00000017258
theropithecus_gelada ENSTGEG00000001854
cercocebus_atys ENSCATG00000029293
macaca_fascicularis ENSMFAG00000001470
macaca_mulatta ENSMMUG00000006715
chlorocebus_sabaeus ENSCSAG00000002162
rhinopithecus_roxellana ENSRROG00000044046
rhinopithecus_bieti ENSRBIG00000029032
piliocolobus_tephrosceles ENSPTEG00000019748
macaca_nemestrina ENSMNEG00000039262
mandrillus_leucophaeus ENSMLEG00000032074
colobus_angolensis_palliatus ENSCANG00000000322
cebus_capucinus ENSCCAG00000033983
saimiri_boliviensis_boliviensis ENSSBOG00000021788
callithrix_jacchus ENSCJAG00000007794
aotus_nancymaae ENSANAG00000033238
prolemur_simus ENSPSMG00000018222
propithecus_coquereli ENSPCOG00000014805
microcebus_murinus ENSMICG00000002203
