cynoglossus_semilaevis ENSCSEG00000016035
periophthalmus_magnuspinnatus ENSPMGG00000007552
takifugu_rubripes ENSTRUG00000013649
oryzias_latipes ENSORLG00020017158
oryzias_latipes ENSORLG00000023201
oryzias_latipes ENSORLG00015007640
oryzias_melastigma ENSOMEG00000022726
gouania_willdenowi ENSGWIG00000013897
mastacembelus_armatus ENSMAMG00000019299
monopterus_albus ENSMALG00000002216
anabas_testudineus ENSATEG00000011800
betta_splendens ENSBSLG00000020973
seriola_dumerili ENSSDUG00000006691
seriola_lalandi ENSSLDG00000012074
scophthalmus_maximus ENSSMAG00000012702
lates_calcarifer ENSLCAG00010024530
cottoperca_gobio ENSCGOG00000008790
gasterosteus_aculeatus ENSGACG00000003634
labrus_bergylta ENSLBEG00000001526
larimichthys_crocea ENSLCRG00005020485
mola_mola ENSMMOG00000009372
fundulus_heteroclitus ENSFHEG00000022072
cyprinodon_variegatus ENSCVAG00000017203
xiphophorus_maculatus ENSXMAG00000028457
gambusia_affinis ENSGAFG00000013959
poecilia_formosa ENSPFOG00000004831
poecilia_latipinna ENSPLAG00000019423
poecilia_mexicana ENSPMEG00000020015
poecilia_reticulata ENSPREG00000013831
kryptolebias_marmoratus ENSKMAG00000017758
astatotilapia_calliptera ENSACLG00000006603
maylandia_zebra ENSMZEG00005004102
haplochromis_burtoni ENSHBUG00000014140
pundamilia_nyererei ENSPNYG00000019652
neolamprologus_brichardi ENSNBRG00000012723
oreochromis_niloticus ENSONIG00000010443
amphilophus_citrinellus ENSACIG00000010915
amphiprion_ocellaris ENSAOCG00000005911
amphiprion_percula ENSAPEG00000016931
acanthochromis_polyacanthus ENSAPOG00000010866
stegastes_partitus ENSSPAG00000021206
parambassis_ranga ENSPRNG00000025892
hippocampus_comes ENSHCOG00000001585
gadus_morhua ENSGMOG00000016121
hucho_hucho ENSHHUG00000040794
esox_lucius ENSELUG00000002866
clupea_harengus ENSCHAG00000010485
denticeps_clupeoides ENSDCDG00000018162
astyanax_mexicanus ENSAMXG00005002745
astyanax_mexicanus ENSAMXG00000037112
pygocentrus_nattereri ENSPNAG00000020366
electrophorus_electricus ENSEEEG00000009349
ictalurus_punctatus ENSIPUG00000006573
danio_rerio ENSDARG00000062083
scleropages_formosus ENSSFOG00015017911
paramormyrops_kingsleyae ENSPKIG00000024878
lepisosteus_oculatus ENSLOCG00000001966
erpetoichthys_calabaricus ENSECRG00000017247
anolis_carolinensis ENSACAG00000014937
pogona_vitticeps ENSPVIG00000021053
sphenodon_punctatus ENSSPUG00000017505
chrysemys_picta ENSCPBG00000017614
gopherus_agassizii ENSGAGG00000008497
pelodiscus_sinensis ENSPSIG00000009694
gallus_gallus ENSGALG00000008750
meleagris_gallopavo ENSMGAG00000002093
numida_meleagris ENSNMEG00000001478
anser_brachyrhynchus ENSABRG00000019814
anas_platyrhynchos ENSAPLG00000027230
serinus_canaria ENSSCAG00000010198
lonchura_striata ENSLSDG00000004110
parus_major ENSPMJG00000014496
cyanistes_caeruleus ENSCCEG00000023167
zonotrichia_albicollis ENSZALG00000010388
junco_hyemalis ENSJHYG00000016551
ficedula_albicollis ENSFALG00000005486
lepidothrix_coronata ENSLCOG00000014618
manacus_vitellinus ENSMVIG00005009034
manacus_vitellinus ENSMVIG00005008993
melopsittacus_undulatus ENSMUNG00000002210
calidris_pygmaea ENSCPGG00000005089
apteryx_owenii ENSAOWG00000009480
apteryx_rowi ENSARWG00000018687
apteryx_haastii ENSAHAG00000015540
dromaius_novaehollandiae ENSDNVG00000019162
nothoprocta_perdicaria ENSNPEG00000005370
equus_caballus ENSECAG00000011855
equus_asinus ENSEASG00005013946
erinaceus_europaeus ENSEEUG00000001106
ailuropoda_melanoleuca ENSAMEG00000016169
ursus_maritimus ENSUMAG00000023509
canis_lupus ENSCAFG00000019400
canis_lupus ENSCAFG00020003395
vulpes_vulpes ENSVVUG00000028866
neovison_vison ENSNVIG00000013124
mustela_putorius ENSMPUG00000015267
panthera_pardus ENSPPRG00000000832
panthera_tigris ENSPTIG00000010143
felis_catus ENSFCAG00000003591
bos_taurus ENSBTAG00000038691
bos_mutus ENSBMUG00000025770
bison_bison ENSBBBG00000015125
ovis_aries ENSOARG00000000793
capra_hircus ENSCHIG00000026556
tursiops_truncatus ENSTTRG00000010804
sus_scrofa ENSSSCG00000031630
pteropus_vampyrus ENSPVAG00000009349
myotis_lucifugus ENSMLUG00000001747
propithecus_coquereli ENSPCOG00000016304
microcebus_murinus ENSMICG00000042053
prolemur_simus ENSPSMG00000005166
otolemur_garnettii ENSOGAG00000009423
homo_sapiens ENSG00000148399
gorilla_gorilla ENSGGOG00000006394
pan_troglodytes ENSPTRG00000021603
pan_paniscus ENSPPAG00000033565
macaca_mulatta ENSMMUG00000019609
macaca_fascicularis ENSMFAG00000002348
macaca_nemestrina ENSMNEG00000008954
papio_anubis ENSPANG00000034908
mandrillus_leucophaeus ENSMLEG00000027737
chlorocebus_sabaeus ENSCSAG00000016848
rhinopithecus_roxellana ENSRROG00000034245
rhinopithecus_bieti ENSRBIG00000024926
cercocebus_atys ENSCATG00000001113
colobus_angolensis ENSCANG00000032663
cebus_capucinus ENSCCAG00000033475
saimiri_boliviensis ENSSBOG00000035907
callithrix_jacchus ENSCJAG00000013422
aotus_nancymaae ENSANAG00000034177
ictidomys_tridecemlineatus ENSSTOG00000014742
urocitellus_parryii ENSUPAG00010012668
marmota_marmota ENSMMMG00000007615
cavia_porcellus ENSCPOG00000000569
mus_musculus ENSMUSG00000026975
mus_spicilegus ENSMSIG00000024801
mus_spretus MGP_SPRETEiJ_G0024160
mus_pahari MGP_PahariEiJ_G0024701
rattus_norvegicus ENSRNOG00000008102
meriones_unguiculatus ENSMUGG00000000079
cricetulus_griseus ENSCGRG00000009600
cricetulus_griseus ENSCGRG00015006470
cricetulus_griseus ENSCGRG00001002276
mesocricetus_auratus ENSMAUG00000017456
microtus_ochrogaster ENSMOCG00000008115
jaculus_jaculus ENSJJAG00000020182
castor_canadensis ENSCCNG00000009897
carlito_syrichta ENSTSYG00000030175
oryctolagus_cuniculus ENSOCUG00000017571
loxodonta_africana ENSLAFG00000018048
procavia_capensis ENSPCAG00000002740
echinops_telfairi ENSETEG00000019203
dasypus_novemcinctus ENSDNOG00000037396
vombatus_ursinus ENSVURG00010008139
phascolarctos_cinereus ENSPCIG00000006219
notamacropus_eugenii ENSMEUG00000011705
sarcophilus_harrisii ENSSHAG00000010501
monodelphis_domestica ENSMODG00000017170
ornithorhynchus_anatinus ENSOANG00000002731
latimeria_chalumnae ENSLACG00000015054
callorhinchus_milii ENSCMIG00000002489
eptatretus_burgeri ENSEBUG00000014087
ciona_intestinalis ENSCING00000014782
drosophila_melanogaster FBgn0029892
