sarcophilus_harrisii ENSSHAG00000016939
phascolarctos_cinereus ENSPCIG00000002329
notamacropus_eugenii ENSMEUG00000004775
monodelphis_domestica ENSMODG00000011919
mus_spicilegus ENSMSIG00000021502
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030043
mus_musculus ENSMUSG00000045291
mus_pahari MGP_PahariEiJ_G0022757
mus_spicilegus ENSMSIG00000004442
rattus_norvegicus ENSRNOG00000023261
meriones_unguiculatus ENSMUGG00000006623
peromyscus_maniculatus_bairdii ENSPEMG00000013160
microtus_ochrogaster ENSMOCG00000006042
cricetulus_griseus_crigri-picr ENSCGRG00015004118
cricetulus_griseus_chok1gshd ENSCGRG00001005473
cricetulus_griseus_crigri ENSCGRG00000010729
mesocricetus_auratus ENSMAUG00000001886
nannospalax_galili ENSNGAG00000005804
jaculus_jaculus ENSJJAG00000013240
dipodomys_ordii ENSDORG00000025781
myotis_lucifugus ENSMLUG00000023752
myotis_lucifugus ENSMLUG00000028786
tupaia_belangeri ENSTBEG00000013178
cricetulus_griseus_crigri ENSCGRG00000016402
cricetulus_griseus_crigri-picr ENSCGRG00015026128
cricetulus_griseus_chok1gshd ENSCGRG00001016386
mesocricetus_auratus ENSMAUG00000015749
peromyscus_maniculatus_bairdii ENSPEMG00000000725
microtus_ochrogaster ENSMOCG00000022702
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033382
mus_musculus ENSMUSG00000032307
mus_spicilegus ENSMSIG00000004566
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032242
mus_pahari MGP_PahariEiJ_G0015109
rattus_norvegicus ENSRNOG00000014529
meriones_unguiculatus ENSMUGG00000015671
nannospalax_galili ENSNGAG00000019001
jaculus_jaculus ENSJJAG00000009354
castor_canadensis ENSCCNG00000004053
oryctolagus_cuniculus ENSOCUG00000022720
oryctolagus_cuniculus ENSOCUG00000021719
pan_troglodytes ENSPTRG00000047158
pan_paniscus ENSPPAG00000033982
pongo_abelii ENSPPYG00000006886
theropithecus_gelada ENSTGEG00000005060
cebus_capucinus ENSCCAG00000022075
ochotona_princeps ENSOPRG00000001523
microcebus_murinus ENSMICG00000014850
propithecus_coquereli ENSPCOG00000016810
prolemur_simus ENSPSMG00000024681
otolemur_garnettii ENSOGAG00000004420
propithecus_coquereli ENSPCOG00000002434
rhinopithecus_roxellana ENSRROG00000033142
rhinopithecus_bieti ENSRBIG00000041771
colobus_angolensis_palliatus ENSCANG00000042823
piliocolobus_tephrosceles ENSPTEG00000025538
macaca_fascicularis ENSMFAG00000006846
macaca_mulatta ENSMMUG00000009160
macaca_nemestrina ENSMNEG00000033957
papio_anubis ENSPANG00000015898
theropithecus_gelada ENSTGEG00000028834
cercocebus_atys ENSCATG00000031599
chlorocebus_sabaeus ENSCSAG00000014642
pan_troglodytes ENSPTRG00000007308
pan_paniscus ENSPPAG00000027457
homo_sapiens ENSG00000140367
pongo_abelii ENSPPYG00000006670
cebus_capucinus ENSCCAG00000033637
callithrix_jacchus ENSCJAG00000040362
aotus_nancymaae ENSANAG00000031994
carlito_syrichta ENSTSYG00000005103
ictidomys_tridecemlineatus ENSSTOG00000003216
urocitellus_parryii ENSUPAG00010023596
spermophilus_dauricus ENSSDAG00000015209
marmota_marmota_marmota ENSMMMG00000001430
sorex_araneus ENSSARG00000004758
erinaceus_europaeus ENSEEUG00000001587
equus_asinus_asinus ENSEASG00005015640
equus_caballus ENSECAG00000009617
mustela_putorius_furo ENSMPUG00000017352
neovison_vison ENSNVIG00000015148
ursus_americanus ENSUAMG00000020473
canis_lupus_familiaris ENSCAFG00000018157
canis_lupus_dingo ENSCAFG00020003551
panthera_pardus ENSPPRG00000010290
felis_catus ENSFCAG00000023643
bos_mutus ENSBMUG00000002712
bos_taurus ENSBTAG00000004024
bison_bison_bison ENSBBBG00000010406
ovis_aries ENSOARG00000001259
capra_hircus ENSCHIG00000023009
tursiops_truncatus ENSTTRG00000003199
ursus_maritimus ENSUMAG00000017803
vulpes_vulpes ENSVVUG00000019844
panthera_tigris_altaica ENSPTIG00000008605
vicugna_pacos ENSVPAG00000009669
nomascus_leucogenys ENSNLEG00000008130
gorilla_gorilla ENSGGOG00000001079
mandrillus_leucophaeus ENSMLEG00000041300
saimiri_boliviensis_boliviensis ENSSBOG00000028322
chinchilla_lanigera ENSCLAG00000005988
octodon_degus ENSODEG00000014347
cavia_porcellus ENSCPOG00000004328
cavia_aperea ENSCAPG00000006516
heterocephalus_glaber_male ENSHGLG00100018473
heterocephalus_glaber_female ENSHGLG00000001918
fukomys_damarensis ENSFDAG00000007575
pteropus_vampyrus ENSPVAG00000008160
dasypus_novemcinctus ENSDNOG00000044800
choloepus_hoffmanni ENSCHOG00000003625
loxodonta_africana ENSLAFG00000011825
echinops_telfairi ENSETEG00000010163
ornithorhynchus_anatinus ENSOANG00000006967
gopherus_agassizii ENSGAGG00000011321
chelonoidis_abingdonii ENSCABG00000002400
chrysemys_picta_bellii ENSCPBG00000024260
pelodiscus_sinensis ENSPSIG00000016348
crocodylus_porosus ENSCPRG00005008213
sphenodon_punctatus ENSSPUG00000016214
junco_hyemalis ENSJHYG00000015529
lonchura_striata_domestica ENSLSDG00000015743
parus_major ENSPMJG00000008460
ficedula_albicollis ENSFALG00000010677
calidris_pygmaea ENSCPGG00000018739
coturnix_japonica ENSCJPG00005008047
numida_meleagris ENSNMEG00000011747
anser_brachyrhynchus ENSABRG00000004028
melopsittacus_undulatus ENSMUNG00000012579
calidris_pugnax ENSCPUG00000014812
gallus_gallus ENSGALG00000046862
meleagris_gallopavo ENSMGAG00000003497
anas_platyrhynchos_platyrhynchos ENSAPLG00000015808
serinus_canaria ENSSCAG00000012648
zonotrichia_albicollis ENSZALG00000016534
cyanistes_caeruleus ENSCCEG00000023615
lepidothrix_coronata ENSLCOG00000015628
manacus_vitellinus ENSMVIG00005014005
apteryx_rowi ENSARWG00000014619
apteryx_haastii ENSAHAG00000002589
apteryx_owenii ENSAOWG00000014579
nothoprocta_perdicaria ENSNPEG00000000073
dromaius_novaehollandiae ENSDNVG00000009119
pogona_vitticeps ENSPVIG00000006544
notechis_scutatus ENSNSUG00000019641
salvator_merianae ENSSMRG00000000898
xenopus_tropicalis ENSXETG00000015330
latimeria_chalumnae ENSLACG00000009558
paramormyrops_kingsleyae ENSPKIG00000000827
scleropages_formosus ENSSFOG00015006574
scleropages_formosus ENSSFOG00015003713
paramormyrops_kingsleyae ENSPKIG00000015423
poecilia_formosa ENSPFOG00000012373
poecilia_mexicana ENSPMEG00000016724
poecilia_latipinna ENSPLAG00000007527
poecilia_reticulata ENSPREG00000015788
xiphophorus_maculatus ENSXMAG00000007426
xiphophorus_couchianus ENSXCOG00000016465
gambusia_affinis ENSGAFG00000014523
fundulus_heteroclitus ENSFHEG00000009617
kryptolebias_marmoratus ENSKMAG00000000876
oryzias_latipes ENSORLG00020012062
oryzias_latipes_asm223469v1 ENSORLG00015005284
oryzias_latipes ENSORLG00000004875
oryzias_melastigma ENSOMEG00000014436
mola_mola ENSMMOG00000012729
seriola_lalandi_dorsalis ENSSLDG00000007721
seriola_dumerili ENSSDUG00000021744
scophthalmus_maximus ENSSMAG00000010888
monopterus_albus ENSMALG00000008377
mastacembelus_armatus ENSMAMG00000000899
anabas_testudineus ENSATEG00000015161
labrus_bergylta ENSLBEG00000013884
gasterosteus_aculeatus ENSGACG00000006341
amphiprion_ocellaris ENSAOCG00000005737
amphiprion_percula ENSAPEG00000000509
acanthochromis_polyacanthus ENSAPOG00000011165
stegastes_partitus ENSSPAG00000001195
cyprinodon_variegatus ENSCVAG00000009509
astatotilapia_calliptera ENSACLG00000006615
maylandia_zebra ENSMZEG00005004576
pundamilia_nyererei ENSPNYG00000021634
haplochromis_burtoni ENSHBUG00000003344
neolamprologus_brichardi ENSNBRG00000002697
oreochromis_niloticus ENSONIG00000008410
amphilophus_citrinellus ENSACIG00000017400
takifugu_rubripes ENSTRUG00000005684
tetraodon_nigroviridis ENSTNIG00000013711
cynoglossus_semilaevis ENSCSEG00000012891
hippocampus_comes ENSHCOG00000017098
periophthalmus_magnuspinnatus ENSPMGG00000006607
gadus_morhua ENSGMOG00000005445
esox_lucius ENSELUG00000005576
pygocentrus_nattereri ENSPNAG00000014661
astyanax_mexicanus ENSAMXG00000001026
ictalurus_punctatus ENSIPUG00000017516
danio_rerio ENSDARG00000013990
takifugu_rubripes ENSTRUG00000003621
tetraodon_nigroviridis ENSTNIG00000011965
mola_mola ENSMMOG00000000007
scophthalmus_maximus ENSSMAG00000008259
fundulus_heteroclitus ENSFHEG00000022381
cyprinodon_variegatus ENSCVAG00000019182
poecilia_mexicana ENSPMEG00000009761
poecilia_formosa ENSPFOG00000001847
poecilia_latipinna ENSPLAG00000003031
poecilia_reticulata ENSPREG00000004809
xiphophorus_couchianus ENSXCOG00000013949
xiphophorus_maculatus ENSXMAG00000000030
gambusia_affinis ENSGAFG00000013001
kryptolebias_marmoratus ENSKMAG00000017749
oryzias_latipes ENSORLG00000013097
oryzias_latipes ENSORLG00020021737
oryzias_latipes_asm223469v1 ENSORLG00015020352
oryzias_melastigma ENSOMEG00000014827
seriola_lalandi_dorsalis ENSSLDG00000001767
seriola_dumerili ENSSDUG00000005137
labrus_bergylta ENSLBEG00000009995
monopterus_albus ENSMALG00000012252
mastacembelus_armatus ENSMAMG00000002507
anabas_testudineus ENSATEG00000001864
amphiprion_ocellaris ENSAOCG00000019917
amphiprion_percula ENSAPEG00000008499
acanthochromis_polyacanthus ENSAPOG00000007977
stegastes_partitus ENSSPAG00000001465
maylandia_zebra ENSMZEG00005007595
haplochromis_burtoni ENSHBUG00000002140
pundamilia_nyererei ENSPNYG00000012217
astatotilapia_calliptera ENSACLG00000015303
oreochromis_niloticus ENSONIG00000002694
neolamprologus_brichardi ENSNBRG00000011034
amphilophus_citrinellus ENSACIG00000016204
gasterosteus_aculeatus ENSGACG00000016555
cynoglossus_semilaevis ENSCSEG00000012448
hippocampus_comes ENSHCOG00000020801
periophthalmus_magnuspinnatus ENSPMGG00000011403
gadus_morhua ENSGMOG00000001027
esox_lucius ENSELUG00000016867
pygocentrus_nattereri ENSPNAG00000029984
astyanax_mexicanus ENSAMXG00000005530
ictalurus_punctatus ENSIPUG00000010992
danio_rerio ENSDARG00000100766
lepisosteus_oculatus ENSLOCG00000014289
