mus_spicilegus ENSMSIG00000020485
mus_musculus ENSMUSG00000018920
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017468
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016632
mus_pahari MGP_PahariEiJ_G0017763
rattus_norvegicus ENSRNOG00000026647
meriones_unguiculatus ENSMUGG00000022744
cricetulus_griseus_crigri ENSCGRG00000014202
cricetulus_griseus_crigri-picr ENSCGRG00015006107
cricetulus_griseus_chok1gshd ENSCGRG00001012105
microtus_ochrogaster ENSMOCG00000017370
peromyscus_maniculatus_bairdii ENSPEMG00000007217
nannospalax_galili ENSNGAG00000001487
jaculus_jaculus ENSJJAG00000012250
dipodomys_ordii ENSDORG00000028122
urocitellus_parryii ENSUPAG00010002248
marmota_marmota_marmota ENSMMMG00000017580
spermophilus_dauricus ENSSDAG00000005377
ictidomys_tridecemlineatus ENSSTOG00000009339
chinchilla_lanigera ENSCLAG00000007478
cavia_porcellus ENSCPOG00000032022
heterocephalus_glaber_female ENSHGLG00000012483
oryctolagus_cuniculus ENSOCUG00000027827
ochotona_princeps ENSOPRG00000012798
rhinopithecus_roxellana ENSRROG00000031874
rhinopithecus_bieti ENSRBIG00000031772
piliocolobus_tephrosceles ENSPTEG00000037990
colobus_angolensis_palliatus ENSCANG00000039202
theropithecus_gelada ENSTGEG00000018798
papio_anubis ENSPANG00000024346
cercocebus_atys ENSCATG00000038150
macaca_nemestrina ENSMNEG00000041861
macaca_fascicularis ENSMFAG00000031064
mandrillus_leucophaeus ENSMLEG00000032464
macaca_mulatta ENSMMUG00000004891
chlorocebus_sabaeus ENSCSAG00000013087
pan_troglodytes ENSPTRG00000008603
pan_paniscus ENSPPAG00000024953
homo_sapiens ENSG00000161921
gorilla_gorilla ENSGGOG00000005476
pongo_abelii ENSPPYG00000029894
nomascus_leucogenys ENSNLEG00000029255
cebus_capucinus ENSCCAG00000027738
saimiri_boliviensis_boliviensis ENSSBOG00000023565
callithrix_jacchus ENSCJAG00000012099
aotus_nancymaae ENSANAG00000008092
carlito_syrichta ENSTSYG00000032581
prolemur_simus ENSPSMG00000003097
propithecus_coquereli ENSPCOG00000013475
microcebus_murinus ENSMICG00000001646
otolemur_garnettii ENSOGAG00000024709
otolemur_garnettii ENSOGAG00000005435
tupaia_belangeri ENSTBEG00000012386
myotis_lucifugus ENSMLUG00000002543
pteropus_vampyrus ENSPVAG00000004011
equus_asinus_asinus ENSEASG00005017868
equus_caballus ENSECAG00000018406
tursiops_truncatus ENSTTRG00000007623
sus_scrofa ENSSSCG00000017920
ovis_aries ENSOARG00000007683
capra_hircus ENSCHIG00000019133
bos_mutus ENSBMUG00000004924
bos_taurus ENSBTAG00000031998
bison_bison_bison ENSBBBG00000014175
erinaceus_europaeus ENSEEUG00000005679
sorex_araneus ENSSARG00000011281
ursus_americanus ENSUAMG00000005429
ailuropoda_melanoleuca ENSAMEG00000016126
neovison_vison ENSNVIG00000019992
canis_lupus_dingo ENSCAFG00020011136
canis_lupus_familiaris ENSCAFG00000015892
vulpes_vulpes ENSVVUG00000027510
felis_catus ENSFCAG00000029038
loxodonta_africana ENSLAFG00000028811
echinops_telfairi ENSETEG00000008857
procavia_capensis ENSPCAG00000016394
choloepus_hoffmanni ENSCHOG00000004772
dasypus_novemcinctus ENSDNOG00000038102
phascolarctos_cinereus ENSPCIG00000017343
ornithorhynchus_anatinus ENSOANG00000007582
