chrysemys_picta_bellii ENSCPBG00000010783
crocodylus_porosus ENSCPRG00005018290
pogona_vitticeps ENSPVIG00000014413
notechis_scutatus ENSNSUG00000013422
coturnix_japonica ENSCJPG00005018307
numida_meleagris ENSNMEG00000011993
anas_platyrhynchos_platyrhynchos ENSAPLG00000027496
anas_platyrhynchos_platyrhynchos ENSAPLG00000029615
serinus_canaria ENSSCAG00000002626
vulpes_vulpes ENSVVUG00000016263
canis_lupus_dingo ENSCAFG00020020650
vulpes_vulpes ENSVVUG00000003938
canis_lupus_dingo ENSCAFG00020015609
vulpes_vulpes ENSVVUG00000014481
felis_catus ENSFCAG00000014078
choloepus_hoffmanni ENSCHOG00000001741
echinops_telfairi ENSETEG00000007390
gambusia_affinis ENSGAFG00000017689
poecilia_reticulata ENSPREG00000005381
astatotilapia_calliptera ENSACLG00000023111
