paramormyrops_kingsleyae ENSPKIG00000002646
scleropages_formosus ENSSFOG00015018401
haplochromis_burtoni ENSHBUG00000016289
pundamilia_nyererei ENSPNYG00000002413
astatotilapia_calliptera ENSACLG00000016935
maylandia_zebra ENSMZEG00005007486
neolamprologus_brichardi ENSNBRG00000017717
oreochromis_niloticus ENSONIG00000019773
amphilophus_citrinellus ENSACIG00000006089
periophthalmus_magnuspinnatus ENSPMGG00000010419
monopterus_albus ENSMALG00000018717
tetraodon_nigroviridis ENSTNIG00000012912
takifugu_rubripes ENSTRUG00000019664
mola_mola ENSMMOG00000003037
labrus_bergylta ENSLBEG00000025111
mastacembelus_armatus ENSMAMG00000004789
anabas_testudineus ENSATEG00000009576
seriola_dumerili ENSSDUG00000008727
seriola_lalandi_dorsalis ENSSLDG00000019533
cynoglossus_semilaevis ENSCSEG00000001195
poecilia_mexicana ENSPMEG00000012264
gambusia_affinis ENSGAFG00000002741
acanthochromis_polyacanthus ENSAPOG00000011038
fundulus_heteroclitus ENSFHEG00000017446
cyprinodon_variegatus ENSCVAG00000006268
poecilia_latipinna ENSPLAG00000021431
poecilia_formosa ENSPFOG00000004574
poecilia_reticulata ENSPREG00000016396
xiphophorus_couchianus ENSXCOG00000003368
xiphophorus_maculatus ENSXMAG00000017354
kryptolebias_marmoratus ENSKMAG00000007808
oryzias_latipes ENSORLG00020006218
oryzias_latipes ENSORLG00000002990
oryzias_latipes_asm223469v1 ENSORLG00015005074
oryzias_melastigma ENSOMEG00000007528
amphiprion_ocellaris ENSAOCG00000010824
amphiprion_percula ENSAPEG00000002862
stegastes_partitus ENSSPAG00000023067
hippocampus_comes ENSHCOG00000015007
scophthalmus_maximus ENSSMAG00000008444
gasterosteus_aculeatus ENSGACG00000014487
gadus_morhua ENSGMOG00000017953
esox_lucius ENSELUG00000019002
pygocentrus_nattereri ENSPNAG00000011265
ictalurus_punctatus ENSIPUG00000001965
danio_rerio ENSDARG00000045144
lepisosteus_oculatus ENSLOCG00000007770
lepisosteus_oculatus ENSLOCG00000007745
pteropus_vampyrus ENSPVAG00000000538
pteropus_vampyrus ENSPVAG00000000539
pteropus_vampyrus ENSPVAG00000010233
pteropus_vampyrus ENSPVAG00000012504
myotis_lucifugus ENSMLUG00000027635
myotis_lucifugus ENSMLUG00000027489
ursus_americanus ENSUAMG00000002318
ursus_americanus ENSUAMG00000002320
ursus_maritimus ENSUMAG00000020979
ailuropoda_melanoleuca ENSAMEG00000006871
canis_lupus_familiaris ENSCAFG00000032615
canis_lupus_dingo ENSCAFG00020009306
canis_lupus_familiaris ENSCAFG00000029904
canis_lupus_dingo ENSCAFG00020009307
vulpes_vulpes ENSVVUG00000013465
neovison_vison ENSNVIG00000014642
neovison_vison ENSNVIG00000014637
mustela_putorius_furo ENSMPUG00000016045
felis_catus ENSFCAG00000040903
felis_catus ENSFCAG00000032622
panthera_pardus ENSPPRG00000019943
panthera_pardus ENSPPRG00000023370
panthera_pardus ENSPPRG00000023303
panthera_tigris_altaica ENSPTIG00000015920
capra_hircus ENSCHIG00000024771
capra_hircus ENSCHIG00000019220
ovis_aries ENSOARG00000010944
bos_taurus ENSBTAG00000051412
bos_mutus ENSBMUG00000024501
bison_bison_bison ENSBBBG00000003803
tursiops_truncatus ENSTTRG00000012085
tursiops_truncatus ENSTTRG00000012084
sus_scrofa ENSSSCG00000007978
vicugna_pacos ENSVPAG00000011899
equus_caballus ENSECAG00000038247
equus_caballus ENSECAG00000031859
equus_asinus_asinus ENSEASG00005017903
equus_asinus_asinus ENSEASG00005017901
propithecus_coquereli ENSPCOG00000027038
propithecus_coquereli ENSPCOG00000022494
microcebus_murinus ENSMICG00000033168
microcebus_murinus ENSMICG00000031772
microcebus_murinus ENSMICG00000035490
prolemur_simus ENSPSMG00000002071
saimiri_boliviensis_boliviensis ENSSBOG00000025868
cebus_capucinus ENSCCAG00000024429
callithrix_jacchus ENSCJAG00000011647
callithrix_jacchus ENSCJAG00000046264
aotus_nancymaae ENSANAG00000035925
pan_troglodytes ENSPTRG00000049822
pan_troglodytes ENSPTRG00000043560
pan_paniscus ENSPPAG00000027365
pan_paniscus ENSPPAG00000035441
gorilla_gorilla ENSGGOG00000027953
pan_troglodytes ENSPTRG00000047721
homo_sapiens ENSG00000188536
homo_sapiens ENSG00000206172
nomascus_leucogenys ENSNLEG00000028784
nomascus_leucogenys ENSNLEG00000007986
pongo_abelii ENSPPYG00000006899
rhinopithecus_roxellana ENSRROG00000041519
rhinopithecus_roxellana ENSRROG00000036851
rhinopithecus_bieti ENSRBIG00000037001
piliocolobus_tephrosceles ENSPTEG00000011123
piliocolobus_tephrosceles ENSPTEG00000011157
colobus_angolensis_palliatus ENSCANG00000032403
