lepisosteus_oculatus ENSLOCG00000012198
paramormyrops_kingsleyae ENSPKIG00000018294
ictalurus_punctatus ENSIPUG00000003156
astyanax_mexicanus ENSAMXG00000038623
danio_rerio ENSDARG00000077012
esox_lucius ENSELUG00000021129
scleropages_formosus ENSSFOG00015002887
paramormyrops_kingsleyae ENSPKIG00000000226
seriola_dumerili ENSSDUG00000013967
seriola_lalandi_dorsalis ENSSLDG00000005749
anabas_testudineus ENSATEG00000008860
amphiprion_percula ENSAPEG00000016986
amphiprion_ocellaris ENSAOCG00000006816
acanthochromis_polyacanthus ENSAPOG00000006396
stegastes_partitus ENSSPAG00000008899
gasterosteus_aculeatus ENSGACG00000005536
mastacembelus_armatus ENSMAMG00000012438
monopterus_albus ENSMALG00000009588
neolamprologus_brichardi ENSNBRG00000009453
neolamprologus_brichardi ENSNBRG00000009441
astatotilapia_calliptera ENSACLG00000022252
maylandia_zebra ENSMZEG00005007328
haplochromis_burtoni ENSHBUG00000004455
pundamilia_nyererei ENSPNYG00000003896
oreochromis_niloticus ENSONIG00000019485
amphilophus_citrinellus ENSACIG00000011004
tetraodon_nigroviridis ENSTNIG00000005642
takifugu_rubripes ENSTRUG00000000960
mola_mola ENSMMOG00000002503
labrus_bergylta ENSLBEG00000020676
scophthalmus_maximus ENSSMAG00000010796
cynoglossus_semilaevis ENSCSEG00000000097
xiphophorus_couchianus ENSXCOG00000013737
xiphophorus_maculatus ENSXMAG00000015293
gambusia_affinis ENSGAFG00000012679
poecilia_formosa ENSPFOG00000000233
poecilia_mexicana ENSPMEG00000016989
poecilia_latipinna ENSPLAG00000020574
poecilia_reticulata ENSPREG00000002433
fundulus_heteroclitus ENSFHEG00000004270
cyprinodon_variegatus ENSCVAG00000017533
kryptolebias_marmoratus ENSKMAG00000006541
oryzias_latipes ENSORLG00020017089
oryzias_latipes ENSORLG00000017636
oryzias_latipes_asm223469v1 ENSORLG00015013662
oryzias_melastigma ENSOMEG00000012006
hippocampus_comes ENSHCOG00000013033
periophthalmus_magnuspinnatus ENSPMGG00000022663
esox_lucius ENSELUG00000013924
pygocentrus_nattereri ENSPNAG00000015574
pygocentrus_nattereri ENSPNAG00000003597
astyanax_mexicanus ENSAMXG00000041156
ictalurus_punctatus ENSIPUG00000007404
danio_rerio ENSDARG00000013274
xiphophorus_maculatus ENSXMAG00000002337
xiphophorus_couchianus ENSXCOG00000014847
gambusia_affinis ENSGAFG00000016825
poecilia_mexicana ENSPMEG00000009268
poecilia_formosa ENSPFOG00000019121
poecilia_latipinna ENSPLAG00000014990
poecilia_reticulata ENSPREG00000010442
fundulus_heteroclitus ENSFHEG00000008111
cyprinodon_variegatus ENSCVAG00000002085
oryzias_latipes_asm223469v1 ENSORLG00015016545
oryzias_latipes ENSORLG00000020641
oryzias_latipes ENSORLG00020007626
oryzias_melastigma ENSOMEG00000011486
amphiprion_ocellaris ENSAOCG00000020871
amphiprion_percula ENSAPEG00000001758
acanthochromis_polyacanthus ENSAPOG00000019698
stegastes_partitus ENSSPAG00000005937
kryptolebias_marmoratus ENSKMAG00000010510
pundamilia_nyererei ENSPNYG00000020891
astatotilapia_calliptera ENSACLG00000009996
maylandia_zebra ENSMZEG00005001254
haplochromis_burtoni ENSHBUG00000023862
neolamprologus_brichardi ENSNBRG00000014676
oreochromis_niloticus ENSONIG00000001077
amphilophus_citrinellus ENSACIG00000021637
mastacembelus_armatus ENSMAMG00000017620
monopterus_albus ENSMALG00000009112
seriola_dumerili ENSSDUG00000002220
seriola_lalandi_dorsalis ENSSLDG00000023001
anabas_testudineus ENSATEG00000003645
mola_mola ENSMMOG00000004159
mola_mola ENSMMOG00000004160
labrus_bergylta ENSLBEG00000015557
gasterosteus_aculeatus ENSGACG00000016472
takifugu_rubripes ENSTRUG00000024250
tetraodon_nigroviridis ENSTNIG00000013021
scophthalmus_maximus ENSSMAG00000010015
cynoglossus_semilaevis ENSCSEG00000003535
hippocampus_comes ENSHCOG00000008501
periophthalmus_magnuspinnatus ENSPMGG00000021723
gadus_morhua ENSGMOG00000012412
neolamprologus_brichardi ENSNBRG00000023589
pygocentrus_nattereri ENSPNAG00000011752
xenopus_tropicalis ENSXETG00000019631
pogona_vitticeps ENSPVIG00000004308
notechis_scutatus ENSNSUG00000012571
anolis_carolinensis ENSACAG00000014186
salvator_merianae ENSSMRG00000013011
sphenodon_punctatus ENSSPUG00000014306
apteryx_owenii ENSAOWG00000006159
apteryx_rowi ENSARWG00000017571
apteryx_haastii ENSAHAG00000013928
dromaius_novaehollandiae ENSDNVG00000008004
nothoprocta_perdicaria ENSNPEG00000007265
gallus_gallus ENSGALG00000042112
coturnix_japonica ENSCJPG00005006941
meleagris_gallopavo ENSMGAG00000011171
numida_meleagris ENSNMEG00000006836
anser_brachyrhynchus ENSABRG00000004380
anas_platyrhynchos_platyrhynchos ENSAPLG00000015915
melopsittacus_undulatus ENSMUNG00000002581
parus_major ENSPMJG00000009527
cyanistes_caeruleus ENSCCEG00000021479
ficedula_albicollis ENSFALG00000006190
lonchura_striata_domestica ENSLSDG00000010000
taeniopygia_guttata ENSTGUG00000003296
serinus_canaria ENSSCAG00000014077
junco_hyemalis ENSJHYG00000010106
zonotrichia_albicollis ENSZALG00000004389
melopsittacus_undulatus ENSMUNG00000006875
lepidothrix_coronata ENSLCOG00000001897
manacus_vitellinus ENSMVIG00005000707
calidris_pygmaea ENSCPGG00000004568
calidris_pugnax ENSCPUG00000017044
crocodylus_porosus ENSCPRG00005012689
gopherus_agassizii ENSGAGG00000020894
chelonoidis_abingdonii ENSCABG00000006372
chelonoidis_abingdonii ENSCABG00000004453
chrysemys_picta_bellii ENSCPBG00000016145
pelodiscus_sinensis ENSPSIG00000018060
notamacropus_eugenii ENSMEUG00000011104
phascolarctos_cinereus ENSPCIG00000020928
sarcophilus_harrisii ENSSHAG00000008442
monodelphis_domestica ENSMODG00000020716
equus_caballus ENSECAG00000006472
equus_asinus_asinus ENSEASG00005010796
sus_scrofa ENSSSCG00000028420
echinops_telfairi ENSETEG00000007347
panthera_tigris_altaica ENSPTIG00000012109
canis_lupus_dingo ENSCAFG00020003381
sorex_araneus ENSSARG00000007821
heterocephalus_glaber_male ENSHGLG00100019753
heterocephalus_glaber_male ENSHGLG00100001119
heterocephalus_glaber_female ENSHGLG00000012940
heterocephalus_glaber_female ENSHGLG00000020417
heterocephalus_glaber_male ENSHGLG00100002928
octodon_degus ENSODEG00000003254
octodon_degus ENSODEG00000017723
octodon_degus ENSODEG00000003786
heterocephalus_glaber_female ENSHGLG00000001482
heterocephalus_glaber_male ENSHGLG00100005548
heterocephalus_glaber_female ENSHGLG00000005432
heterocephalus_glaber_male ENSHGLG00100000337
cavia_porcellus ENSCPOG00000032402
octodon_degus ENSODEG00000001981
cavia_aperea ENSCAPG00000007055
chinchilla_lanigera ENSCLAG00000004478
fukomys_damarensis ENSFDAG00000006384
nannospalax_galili ENSNGAG00000018806
pan_troglodytes ENSPTRG00000050078
pan_paniscus ENSPPAG00000036513
gorilla_gorilla ENSGGOG00000036744
colobus_angolensis_palliatus ENSCANG00000037561
pan_paniscus ENSPPAG00000043652
pan_troglodytes ENSPTRG00000016301
callithrix_jacchus ENSCJAG00000007151
aotus_nancymaae ENSANAG00000021761
macaca_mulatta ENSMMUG00000011066
rhinopithecus_bieti ENSRBIG00000039027
rhinopithecus_roxellana ENSRROG00000034046
saimiri_boliviensis_boliviensis ENSSBOG00000029564
cebus_capucinus ENSCCAG00000028844
callithrix_jacchus ENSCJAG00000042502
aotus_nancymaae ENSANAG00000035121
aotus_nancymaae ENSANAG00000026335
ochotona_princeps ENSOPRG00000002289
macaca_fascicularis ENSMFAG00000041112
chlorocebus_sabaeus ENSCSAG00000004122
cercocebus_atys ENSCATG00000037138
mandrillus_leucophaeus ENSMLEG00000021575
piliocolobus_tephrosceles ENSPTEG00000037365
gorilla_gorilla ENSGGOG00000004718
gorilla_gorilla ENSGGOG00000037188
homo_sapiens ENSG00000151247
nomascus_leucogenys ENSNLEG00000008242
pongo_abelii ENSPPYG00000014944
theropithecus_gelada ENSTGEG00000025562
aotus_nancymaae ENSANAG00000018148
cebus_capucinus ENSCCAG00000030617
gorilla_gorilla ENSGGOG00000022832
pan_troglodytes ENSPTRG00000047631
nomascus_leucogenys ENSNLEG00000032897
rhinopithecus_bieti ENSRBIG00000029493
rhinopithecus_roxellana ENSRROG00000038555
colobus_angolensis_palliatus ENSCANG00000029719
macaca_mulatta ENSMMUG00000044965
macaca_fascicularis ENSMFAG00000044259
macaca_nemestrina ENSMNEG00000041253
mandrillus_leucophaeus ENSMLEG00000019103
papio_anubis ENSPANG00000032953
cricetulus_griseus_crigri ENSCGRG00000003497
cricetulus_griseus_chok1gshd ENSCGRG00001010956
nannospalax_galili ENSNGAG00000010965
jaculus_jaculus ENSJJAG00000016761
heterocephalus_glaber_male ENSHGLG00100018835
heterocephalus_glaber_female ENSHGLG00000009694
nomascus_leucogenys ENSNLEG00000014006
ursus_maritimus ENSUMAG00000004901
ursus_americanus ENSUAMG00000013297
bison_bison_bison ENSBBBG00000005843
mustela_putorius_furo ENSMPUG00000019106
vulpes_vulpes ENSVVUG00000007754
bos_taurus ENSBTAG00000009522
capra_hircus ENSCHIG00000009550
microcebus_murinus ENSMICG00000001482
otolemur_garnettii ENSOGAG00000028084
marmota_marmota_marmota ENSMMMG00000007798
spermophilus_dauricus ENSSDAG00000004923
castor_canadensis ENSCCNG00000028848
canis_lupus_dingo ENSCAFG00020005788
vulpes_vulpes ENSVVUG00000023056
pteropus_vampyrus ENSPVAG00000011253
prolemur_simus ENSPSMG00000001120
prolemur_simus ENSPSMG00000025581
otolemur_garnettii ENSOGAG00000001131
urocitellus_parryii ENSUPAG00010017529
dipodomys_ordii ENSDORG00000002901
jaculus_jaculus ENSJJAG00000020659
jaculus_jaculus ENSJJAG00000023428
jaculus_jaculus ENSJJAG00000024105
fukomys_damarensis ENSFDAG00000007715
propithecus_coquereli ENSPCOG00000025451
propithecus_coquereli ENSPCOG00000010012
marmota_marmota_marmota ENSMMMG00000019359
procavia_capensis ENSPCAG00000002392
carlito_syrichta ENSTSYG00000010862
microcebus_murinus ENSMICG00000029015
ictidomys_tridecemlineatus ENSSTOG00000002230
tupaia_belangeri ENSTBEG00000015375
panthera_pardus ENSPPRG00000019904
