pogona_vitticeps ENSPVIG00000019360
anolis_carolinensis ENSACAG00000012352
salvator_merianae ENSSMRG00000022592
sphenodon_punctatus ENSSPUG00000007557
pelodiscus_sinensis ENSPSIG00000006221
gopherus_agassizii ENSGAGG00000022247
chrysemys_picta_bellii ENSCPBG00000015703
chelonoidis_abingdonii ENSCABG00000019032
crocodylus_porosus ENSCPRG00005005798
pan_troglodytes ENSPTRG00000021686
pan_paniscus ENSPPAG00000029891
homo_sapiens ENSG00000087842
gorilla_gorilla ENSGGOG00000002791
pongo_abelii ENSPPYG00000020144
nomascus_leucogenys ENSNLEG00000009370
theropithecus_gelada ENSTGEG00000016400
papio_anubis ENSPANG00000009044
mandrillus_leucophaeus ENSMLEG00000039142
cercocebus_atys ENSCATG00000017482
macaca_fascicularis ENSMFAG00000032499
macaca_nemestrina ENSMNEG00000009266
macaca_mulatta ENSMMUG00000015740
chlorocebus_sabaeus ENSCSAG00000014964
rhinopithecus_roxellana ENSRROG00000023999
rhinopithecus_bieti ENSRBIG00000030187
colobus_angolensis_palliatus ENSCANG00000004335
piliocolobus_tephrosceles ENSPTEG00000003012
cebus_capucinus ENSCCAG00000030423
callithrix_jacchus ENSCJAG00000004204
saimiri_boliviensis_boliviensis ENSSBOG00000018573
aotus_nancymaae ENSANAG00000024366
carlito_syrichta ENSTSYG00000002475
propithecus_coquereli ENSPCOG00000019503
prolemur_simus ENSPSMG00000003834
microcebus_murinus ENSMICG00000003180
tupaia_belangeri ENSTBEG00000008256
oryctolagus_cuniculus ENSOCUG00000017770
ochotona_princeps ENSOPRG00000002304
tursiops_truncatus ENSTTRG00000006770
sus_scrofa ENSSSCG00000012136
capra_hircus ENSCHIG00000012844
ovis_aries ENSOARG00000020073
vicugna_pacos ENSVPAG00000010184
bos_mutus ENSBMUG00000020220
bos_taurus ENSBTAG00000009477
ovis_aries ENSOARG00000012151
capra_hircus ENSCHIG00000014069
erinaceus_europaeus ENSEEUG00000005883
sorex_araneus ENSSARG00000001131
myotis_lucifugus ENSMLUG00000017700
pteropus_vampyrus ENSPVAG00000012497
ursus_maritimus ENSUMAG00000005750
ursus_americanus ENSUAMG00000010849
ailuropoda_melanoleuca ENSAMEG00000017092
neovison_vison ENSNVIG00000020300
mustela_putorius_furo ENSMPUG00000002647
canis_lupus_familiaris ENSCAFG00000011975
canis_lupus_dingo ENSCAFG00020003547
vulpes_vulpes ENSVVUG00000009565
panthera_pardus ENSPPRG00000000909
panthera_tigris_altaica ENSPTIG00000020904
felis_catus ENSFCAG00000010486
equus_caballus ENSECAG00000013700
equus_asinus_asinus ENSEASG00005000495
loxodonta_africana ENSLAFG00000004702
procavia_capensis ENSPCAG00000011953
echinops_telfairi ENSETEG00000008150
octodon_degus ENSODEG00000004376
cavia_porcellus ENSCPOG00000004034
chinchilla_lanigera ENSCLAG00000001630
heterocephalus_glaber_male ENSHGLG00100004471
heterocephalus_glaber_female ENSHGLG00000001220
fukomys_damarensis ENSFDAG00000009863
urocitellus_parryii ENSUPAG00010013104
ictidomys_tridecemlineatus ENSSTOG00000006526
marmota_marmota_marmota ENSMMMG00000004863
peromyscus_maniculatus_bairdii ENSPEMG00000014083
microtus_ochrogaster ENSMOCG00000000446
cricetulus_griseus_chok1gshd ENSCGRG00001022899
cricetulus_griseus_crigri-picr ENSCGRG00015015825
cricetulus_griseus_crigri ENSCGRG00000006372
mesocricetus_auratus ENSMAUG00000022013
mus_musculus ENSMUSG00000031379
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033560
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034731
mus_spicilegus ENSMSIG00000009149
mus_pahari MGP_PahariEiJ_G0032100
rattus_norvegicus ENSRNOG00000003674
nannospalax_galili ENSNGAG00000011399
jaculus_jaculus ENSJJAG00000020678
dipodomys_ordii ENSDORG00000013583
dasypus_novemcinctus ENSDNOG00000024952
otolemur_garnettii ENSOGAG00000003304
notamacropus_eugenii ENSMEUG00000005019
phascolarctos_cinereus ENSPCIG00000019501
monodelphis_domestica ENSMODG00000017232
sarcophilus_harrisii ENSSHAG00000001293
ornithorhynchus_anatinus ENSOANG00000002586
xenopus_tropicalis ENSXETG00000022439
latimeria_chalumnae ENSLACG00000015355
xiphophorus_maculatus ENSXMAG00000001928
xiphophorus_couchianus ENSXCOG00000000598
poecilia_mexicana ENSPMEG00000024282
poecilia_formosa ENSPFOG00000016817
poecilia_latipinna ENSPLAG00000020302
poecilia_reticulata ENSPREG00000019690
gambusia_affinis ENSGAFG00000008531
fundulus_heteroclitus ENSFHEG00000010292
cyprinodon_variegatus ENSCVAG00000009617
kryptolebias_marmoratus ENSKMAG00000018444
oryzias_latipes_asm223469v1 ENSORLG00015019148
oryzias_latipes ENSORLG00020019864
oryzias_melastigma ENSOMEG00000012476
astatotilapia_calliptera ENSACLG00000020708
maylandia_zebra ENSMZEG00005006175
haplochromis_burtoni ENSHBUG00000023134
pundamilia_nyererei ENSPNYG00000000325
haplochromis_burtoni ENSHBUG00000018260
neolamprologus_brichardi ENSNBRG00000020691
oreochromis_niloticus ENSONIG00000003398
amphilophus_citrinellus ENSACIG00000002823
amphiprion_ocellaris ENSAOCG00000000104
amphiprion_percula ENSAPEG00000024590
acanthochromis_polyacanthus ENSAPOG00000015330
stegastes_partitus ENSSPAG00000014971
takifugu_rubripes ENSTRUG00000017038
mola_mola ENSMMOG00000018620
gasterosteus_aculeatus ENSGACG00000015118
mastacembelus_armatus ENSMAMG00000010248
monopterus_albus ENSMALG00000013634
labrus_bergylta ENSLBEG00000025448
anabas_testudineus ENSATEG00000016072
seriola_dumerili ENSSDUG00000002403
seriola_lalandi_dorsalis ENSSLDG00000023527
scophthalmus_maximus ENSSMAG00000013208
hippocampus_comes ENSHCOG00000020340
gadus_morhua ENSGMOG00000008249
esox_lucius ENSELUG00000011914
astyanax_mexicanus ENSAMXG00000008593
pygocentrus_nattereri ENSPNAG00000013437
danio_rerio ENSDARG00000056638
scleropages_formosus ENSSFOG00015002657
paramormyrops_kingsleyae ENSPKIG00000021380
lepisosteus_oculatus ENSLOCG00000007757
petromyzon_marinus ENSPMAG00000000952
ciona_savignyi ENSCSAVG00000007432
