gallus_gallus ENSGALG00000043684
coturnix_japonica ENSCJPG00005013734
numida_meleagris ENSNMEG00000005283
anas_platyrhynchos_platyrhynchos ENSAPLG00000015241
anser_brachyrhynchus ENSABRG00000010627
apteryx_rowi ENSARWG00000013167
apteryx_owenii ENSAOWG00000008957
apteryx_haastii ENSAHAG00000018724
dromaius_novaehollandiae ENSDNVG00000001803
nothoprocta_perdicaria ENSNPEG00000001875
calidris_pygmaea ENSCPGG00000003169
calidris_pugnax ENSCPUG00000015211
gopherus_agassizii ENSGAGG00000004780
chelonoidis_abingdonii ENSCABG00000000199
chrysemys_picta_bellii ENSCPBG00000022150
pelodiscus_sinensis ENSPSIG00000006897
crocodylus_porosus ENSCPRG00005009191
anolis_carolinensis ENSACAG00000017497
anolis_carolinensis ENSACAG00000013643
pogona_vitticeps ENSPVIG00000017360
salvator_merianae ENSSMRG00000013451
sphenodon_punctatus ENSSPUG00000004585
notechis_scutatus ENSNSUG00000009380
pteropus_vampyrus ENSPVAG00000017707
myotis_lucifugus ENSMLUG00000009962
cricetulus_griseus_chok1gshd ENSCGRG00001010424
cricetulus_griseus_crigri ENSCGRG00000001336
cricetulus_griseus_crigri-picr ENSCGRG00015027614
mesocricetus_auratus ENSMAUG00000001436
microtus_ochrogaster ENSMOCG00000012233
peromyscus_maniculatus_bairdii ENSPEMG00000012445
mus_spicilegus ENSMSIG00000014458
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031776
mus_musculus ENSMUSG00000025487
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030665
mus_pahari MGP_PahariEiJ_G0013865
rattus_norvegicus ENSRNOG00000014109
meriones_unguiculatus ENSMUGG00000011689
nannospalax_galili ENSNGAG00000005799
jaculus_jaculus ENSJJAG00000010677
dipodomys_ordii ENSDORG00000027164
dipodomys_ordii ENSDORG00000000155
castor_canadensis ENSCCNG00000017819
heterocephalus_glaber_female ENSHGLG00000017609
heterocephalus_glaber_male ENSHGLG00100000140
fukomys_damarensis ENSFDAG00000013409
chinchilla_lanigera ENSCLAG00000007334
octodon_degus ENSODEG00000015037
cavia_porcellus ENSCPOG00000003592
spermophilus_dauricus ENSSDAG00000003031
urocitellus_parryii ENSUPAG00010002425
marmota_marmota_marmota ENSMMMG00000007306
ictidomys_tridecemlineatus ENSSTOG00000015055
tupaia_belangeri ENSTBEG00000001153
oryctolagus_cuniculus ENSOCUG00000004610
pan_paniscus ENSPPAG00000043612
pan_troglodytes ENSPTRG00000003106
gorilla_gorilla ENSGGOG00000013153
pongo_abelii ENSPPYG00000019968
macaca_fascicularis ENSMFAG00000032216
macaca_mulatta ENSMMUG00000011511
chlorocebus_sabaeus ENSCSAG00000011249
rhinopithecus_roxellana ENSRROG00000043994
colobus_angolensis_palliatus ENSCANG00000042812
