pogona_vitticeps ENSPVIG00000019915
anolis_carolinensis ENSACAG00000026791
salvator_merianae ENSSMRG00000002480
phascolarctos_cinereus ENSPCIG00000031267
phascolarctos_cinereus ENSPCIG00000033993
monodelphis_domestica ENSMODG00000007972
phascolarctos_cinereus ENSPCIG00000020940
cricetulus_griseus_chok1gshd ENSCGRG00001017492
cricetulus_griseus_crigri-picr ENSCGRG00015024249
cricetulus_griseus_crigri ENSCGRG00000011175
mesocricetus_auratus ENSMAUG00000019889
peromyscus_maniculatus_bairdii ENSPEMG00000000664
microtus_ochrogaster ENSMOCG00000006912
mus_musculus ENSMUSG00000078787
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030495
mus_spicilegus ENSMSIG00000027014
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029397
mus_pahari MGP_PahariEiJ_G0012634
rattus_norvegicus ENSRNOG00000028891
meriones_unguiculatus ENSMUGG00000013085
nannospalax_galili ENSNGAG00000022474
ictidomys_tridecemlineatus ENSSTOG00000025347
spermophilus_dauricus ENSSDAG00000002058
marmota_marmota_marmota ENSMMMG00000019862
urocitellus_parryii ENSUPAG00010022418
oryctolagus_cuniculus ENSOCUG00000020957
microcebus_murinus ENSMICG00000038359
prolemur_simus ENSPSMG00000022169
otolemur_garnettii ENSOGAG00000032352
equus_caballus ENSECAG00000002197
equus_asinus_asinus ENSEASG00005005242
ovis_aries ENSOARG00000007062
ursus_maritimus ENSUMAG00000019820
ursus_americanus ENSUAMG00000013809
ailuropoda_melanoleuca ENSAMEG00000012196
neovison_vison ENSNVIG00000011955
mustela_putorius_furo ENSMPUG00000017674
canis_lupus_dingo ENSCAFG00020014844
canis_lupus_familiaris ENSCAFG00000023820
vulpes_vulpes ENSVVUG00000005609
panthera_pardus ENSPPRG00000018638
panthera_tigris_altaica ENSPTIG00000016422
loxodonta_africana ENSLAFG00000032062
chrysemys_picta_bellii ENSCPBG00000009761
xenopus_tropicalis ENSXETG00000002602
