ursus_americanus ENSUAMG00000026617
mustela_putorius_furo ENSMPUG00000001195
equus_caballus ENSECAG00000031005
pan_troglodytes ENSPTRG00000047959
nomascus_leucogenys ENSNLEG00000034621
rhinopithecus_roxellana ENSRROG00000036183
mandrillus_leucophaeus ENSMLEG00000036251
cercocebus_atys ENSCATG00000042410
rhinopithecus_bieti ENSRBIG00000044295
pan_paniscus ENSPPAG00000030679
gorilla_gorilla ENSGGOG00000041787
otolemur_garnettii ENSOGAG00000034695
prolemur_simus ENSPSMG00000005374
eptatretus_burgeri ENSEBUG00000008382
