geneTreeID 	  nbLeaves  	  NbSharedLeaves 	 AU_TreeBest  	 AU_Ensembl 	 AU_ReconstructEnsembl  	 AU_Isosel 	 TreeBestPassTest   	 EnsemblTreePassTest 	 ReconstructEnsemblTreePassTest 	 au_isosel_pass_test 	 TreeBestBetter   	 EnsemblBetter 	 ReconstructEnsemblBetter 	 REC_TreeBest  	  REC_Ensembl 	 REC_ReconstructEnsembl 	 RecIsosel  	 Treebest_REC_is_best	 	 Ensembl_REC_is_best 	Ensembl_REC_reconstruct_is_best  	 Isosel_REC_is_best 
ENSGT00860000136165	6	100.0	0.459	0.541	0.459	0.459	1	1	1	1	0	1	0	4	4	4	4	0	0	0	0
ENSGT00940000158488	4	25.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	3	3	3	3	0	0	0	0
ENSGT00940000169600	3	66.67	0.44	0.501	0.71	0.44	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0
ENSGT00940000163110	16	31.25	0.965	0.041	0.065	2e-42	1	0	1	0	1	0	0	13	13	13	12	0	0	0	1
ENSGT00390000004452	10	90.0	0.587	0.571	0.587	0.587	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0
ENSGT00740000117046	5	100.0	0.995	0.006	0.995	0.995	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0
ENSGT00480000043246	5	100.0	0.242	0.401	0.242	0.242	1	1	1	1	0	1	0	4	4	4	4	0	0	0	0
ENSGT00910000148238	8	100.0	0.315	0.835	0.315	0.315	1	1	1	1	0	1	0	6	6	6	6	0	0	0	0
ENSGT00940000162554	9	100.0	0.479	0.492	0.479	0.479	1	1	1	1	0	1	0	7	7	7	7	0	0	0	0
ENSGT00940000160433	8	100.0	0.768	0.013	0.768	0.768	1	0	1	1	0	0	0	5	5	5	5	0	0	0	0
ENSGT00940000159954	10	90.0	0.714	0.0001	0.307	0.307	1	0	1	1	1	0	0	8	8	8	8	0	0	0	0
ENSGT00670000099476	3	100.0	0.493	0.468	0.493	0.493	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0
ENSGT00940000172903	12	100.0	0.659	0.709	0.216	0.163	1	1	1	1	0	1	0	10	10	10	10	0	0	0	0
ENSGT00410000028303	5	100.0	0.536	0.126	0.553	0.536	1	1	1	1	0	0	1	4	4	4	4	0	0	0	0
ENSGT00390000014590	6	50.0	0.082	0.542	1e-06	0.622	1	1	0	1	0	0	0	3	3	3	3	0	0	0	0
ENSGT00390000005328	3	100.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0
ENSGT00940000164149	28	89.29	2e-07	2e-48	7e-83	3e-07	0	0	0	0	0	0	0	20	19	21	20	0	1	0	0
ENSGT00940000157680	8	25.0	0.549	0.534	2e-05	0.006	1	1	0	0	1	0	0	2	3	2	3	0	0	0	0
ENSGT00860000135738	6	100.0	0.62	0.593	0.62	0.62	1	1	1	1	0	0	0	4	4	4	4	0	0	0	0
ENSGT00390000001511	3	66.67	0.472	0.508	0.508	0.472	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0
ENSGT00940000161662	4	50.0	0.524	0.001	0.001	0.001	1	0	0	0	1	0	0	3	3	3	3	0	0	0	0
ENSGT00530000068397	5	60.0	0.617	0.668	0.168	0.617	1	1	1	1	0	1	0	4	4	4	4	0	0	0	0
