PETROMYZONMARINUS	petromyzon_marinus
EPTATRETUSBURGERI	eptatretus_burgeri
VOMBATUSURSINUS	vombatus_ursinus
NOTAMACROPUSEUGENII	notamacropus_eugenii
SARCOPHILUSHARRISII	sarcophilus_harrisii
MONODELPHISDOMESTICA	monodelphis_domestica
NOMASCUSLEUCOGENYS	nomascus_leucogenys
NOMASCUSLEUCOGENYS	nomascus_leucogenys
CASTORCANADENSIS	castor_canadensis
CASTORCANADENSIS	castor_canadensis
PANPANISCUS	pan_paniscus
PANTROGLODYTES	pan_troglodytes
NOMASCUSLEUCOGENYS	nomascus_leucogenys
MANDRILLUSLEUCOPHAEUS	mandrillus_leucophaeus
PAPIOANUBIS	papio_anubis
CERCOCEBUSATYS	cercocebus_atys
MACACAFASCICULARIS	macaca_fascicularis
MACACANEMESTRINA	macaca_nemestrina
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
RHINOPITHECUSBIETI	rhinopithecus_bieti
COLOBUSANGOLENSIS	colobus_angolensis
MACACAFASCICULARIS	macaca_fascicularis
SAIMIRIBOLIVIENSIS	saimiri_boliviensis
CEBUSCAPUCINUS	cebus_capucinus
AOTUSNANCYMAAE	aotus_nancymaae
CARLITOSYRICHTA	carlito_syrichta
MICROCEBUSMURINUS	microcebus_murinus
MESOCRICETUSAURATUS	mesocricetus_auratus
MESOCRICETUSAURATUS	mesocricetus_auratus
MUSSPICILEGUS	mus_spicilegus
UROCITELLUSPARRYII	urocitellus_parryii
SAIMIRIBOLIVIENSIS	saimiri_boliviensis
SAIMIRIBOLIVIENSIS	saimiri_boliviensis
CALLITHRIXJACCHUS	callithrix_jacchus
CEBUSCAPUCINUS	cebus_capucinus
AOTUSNANCYMAAE	aotus_nancymaae
CEBUSCAPUCINUS	cebus_capucinus
SAIMIRIBOLIVIENSIS	saimiri_boliviensis
CALLITHRIXJACCHUS	callithrix_jacchus
AOTUSNANCYMAAE	aotus_nancymaae
GORILLAGORILLA	gorilla_gorilla
PANTROGLODYTES	pan_troglodytes
PANPANISCUS	pan_paniscus
HOMOSAPIENS	homo_sapiens
PANTROGLODYTES	pan_troglodytes
GORILLAGORILLA	gorilla_gorilla
PONGOABELII	pongo_abelii
CERCOCEBUSATYS	cercocebus_atys
MANDRILLUSLEUCOPHAEUS	mandrillus_leucophaeus
MACACANEMESTRINA	macaca_nemestrina
MACACAMULATTA	macaca_mulatta
THEROPITHECUSGELADA	theropithecus_gelada
PAPIOANUBIS	papio_anubis
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
RHINOPITHECUSBIETI	rhinopithecus_bieti
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
MACACAFASCICULARIS	macaca_fascicularis
MACACANEMESTRINA	macaca_nemestrina
MACACAMULATTA	macaca_mulatta
CHLOROCEBUSSABAEUS	chlorocebus_sabaeus
PAPIOANUBIS	papio_anubis
COLOBUSANGOLENSIS	colobus_angolensis
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
THEROPITHECUSGELADA	theropithecus_gelada
CERCOCEBUSATYS	cercocebus_atys
CERCOCEBUSATYS	cercocebus_atys
PONGOABELII	pongo_abelii
RHINOPITHECUSBIETI	rhinopithecus_bieti
TUPAIABELANGERI	tupaia_belangeri
EQUUSCABALLUS	equus_caballus
PTEROPUSVAMPYRUS	pteropus_vampyrus
VICUGNAPACOS	vicugna_pacos
CARLITOSYRICHTA	carlito_syrichta
CARLITOSYRICHTA	carlito_syrichta
CARLITOSYRICHTA	carlito_syrichta
ORYCTOLAGUSCUNICULUS	oryctolagus_cuniculus
SOREXARANEUS	sorex_araneus
PEROMYSCUSMANICULATUS	peromyscus_maniculatus
MICROTUSOCHROGASTER	microtus_ochrogaster
CRICETULUSGRISEUS	cricetulus_griseus
CRICETULUSGRISEUS	cricetulus_griseus
MUSSPICILEGUS	mus_spicilegus
MUSSPRETUS	mus_spretus
MUSMUSCULUS	mus_musculus
MUSCAROLI	mus_caroli
RATTUSNORVEGICUS	rattus_norvegicus
MERIONESUNGUICULATUS	meriones_unguiculatus
NANNOSPALAXGALILI	nannospalax_galili
NANNOSPALAXGALILI	nannospalax_galili
JACULUSJACULUS	jaculus_jaculus
JACULUSJACULUS	jaculus_jaculus
JACULUSJACULUS	jaculus_jaculus
JACULUSJACULUS	jaculus_jaculus
JACULUSJACULUS	jaculus_jaculus
DIPODOMYSORDII	dipodomys_ordii
DIPODOMYSORDII	dipodomys_ordii
CANISLUPUS	canis_lupus
CANISLUPUS	canis_lupus
VULPESVULPES	vulpes_vulpes
NEOVISONVISON	neovison_vison
BOSINDICUS	bos_indicus
BOSINDICUS	bos_indicus
BOSTAURUS	bos_taurus
BOSMUTUS	bos_mutus
BISONBISON	bison_bison
CAPRAHIRCUS	capra_hircus
OVISARIES	ovis_aries
TURSIOPSTRUNCATUS	tursiops_truncatus
MICROCEBUSMURINUS	microcebus_murinus
PROPITHECUSCOQUERELI	propithecus_coquereli
OTOLEMURGARNETTII	otolemur_garnettii
SUSSCROFA	sus_scrofa
DASYPUSNOVEMCINCTUS	dasypus_novemcinctus
PROLEMURSIMUS	prolemur_simus
PANTHERAPARDUS	panthera_pardus
PANTHERATIGRIS	panthera_tigris
FELISCATUS	felis_catus
URSUSAMERICANUS	ursus_americanus
