PETROMYZONMARINUS	petromyzon_marinus
EPTATRETUSBURGERI	eptatretus_burgeri
ASTATOTILAPIACALLIPTERA	astatotilapia_calliptera
DANIORERIO	danio_rerio
NOTECHISSCUTATUS	notechis_scutatus
ANOLISCAROLINENSIS	anolis_carolinensis
TAENIOPYGIAGUTTATA	taeniopygia_guttata
CALIDRISPUGNAX	calidris_pugnax
NOTHOPROCTAPERDICARIA	nothoprocta_perdicaria
CASTORCANADENSIS	castor_canadensis
DIPODOMYSORDII	dipodomys_ordii
NANNOSPALAXGALILI	nannospalax_galili
RATTUSNORVEGICUS	rattus_norvegicus
HETEROCEPHALUSGLABER	heterocephalus_glaber
FUKOMYSDAMARENSIS	fukomys_damarensis
CHINCHILLALANIGERA	chinchilla_lanigera
OCTODONDEGUS	octodon_degus
OTOLEMURGARNETTII	otolemur_garnettii
PANTHERATIGRIS	panthera_tigris
FELISCATUS	felis_catus
EQUUSCABALLUS	equus_caballus
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
CIONAINTESTINALIS	ciona_intestinalis
