Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0817)   P(D|M,rr[2]=0.3797)   P(D|M,rr[3]=0.9373)   P(D|M,rr[4]=2.6013)   Posterior mean        
1      0.0145384       0.021822              0.0181807             0.0130044             0.0051466             0.589184              
2      0.0401862       0.0515774             0.0466133             0.0388313             0.023723              0.746652              
3      0.0145384       0.021822              0.0181807             0.0130044             0.0051466             0.589184              
4      0.0564047       0.076302              0.0671493             0.053323              0.0288446             0.694731              
5      0.000115108     1.29121e-05           5.65634e-05           0.000125743           0.000265212           1.80327               
6      0.00585145      0.000813193           0.00341781            0.00705216            0.0121226             1.68798               
7      0.000445532     4.07722e-05           0.00018568            0.000442346           0.00111333            1.89915               
8      0.0102592       0.0118923             0.0112808             0.0102231             0.00764061            0.84589               
9      0.0290326       0.0403792             0.0351024             0.0271857             0.0134631             0.664173              
10     0.00277609      0.00034845            0.00149843            0.00321354            0.00604393            1.74089               
11     0.0772017       0.0965506             0.0880599             0.0748301             0.0493661             0.776795              
12     0.00277609      0.00034845            0.00149843            0.00321354            0.00604393            1.74089               
13     0.00096401      0.000115798           0.000500751           0.00108777            0.00215173            1.76772               
14     0.000837448     2.9087e-05            0.000205096           0.000714472           0.00240114            2.08848               
15     0.000176957     8.55187e-06           4.4895e-05            0.000133087           0.000521294           2.11707               
16     0.0772017       0.0965506             0.0880599             0.0748301             0.0493661             0.776795              
17     0.00277609      0.00034845            0.00149843            0.00321354            0.00604393            1.74089               
18     0.000714537     6.27644e-05           0.000291194           0.00070945            0.00179474            1.90658               
19     0.0404118       0.0584094             0.0494315             0.0366844             0.0171218             0.633882              
20     0.0378048       0.0434433             0.0413406             0.0376955             0.0287398             0.855311              
21     0.00284997      0.000440436           0.00180345            0.00356128            0.00559473            1.63266               
22     8.53325e-05     5.83447e-06           2.82142e-05           7.41793e-05           0.000233102           2.01296               
23     0.0475138       0.0662075             0.0568076             0.0436203             0.02342               0.677632              
24     0.00444499      0.000722548           0.00294497            0.00573585            0.0083766             1.59412               
25     0.000216474     1.63496e-05           8.098e-05             0.000211257           0.000557308           1.93997               
26     0.0401862       0.0515774             0.0466133             0.0388313             0.023723              0.746652              
27     0.027721        0.0391347             0.0337621             0.0257666             0.0122204             0.648943              
28     0.00161444      0.000196039           0.000847446           0.00183697            0.00357732            1.75993               
29     0.0479281       0.056399              0.0531261             0.047574              0.0346133             0.83151               
30     0.0324302       0.0411962             0.0374486             0.0314894             0.0195865             0.75586               
31     0.0421534       0.0543505             0.0490055             0.0406582             0.0245993             0.742215              
32     0.0421534       0.0543505             0.0490055             0.0406582             0.0245993             0.742215              
33     0.000572754     3.44066e-05           0.000177563           0.000498946           0.0015801             2.02888               
34     0.0269066       0.033367              0.0306775             0.0263298             0.0172519             0.779836              
35     0.0475138       0.0662075             0.0568076             0.0436203             0.02342               0.677632              
36     0.0772017       0.0965506             0.0880599             0.0748301             0.0493661             0.776795              
37     0.027721        0.0391347             0.0337621             0.0257666             0.0122204             0.648943              
38     0.0378048       0.0434433             0.0413406             0.0376955             0.0287398             0.855311              
39     0.0479281       0.056399              0.0531261             0.047574              0.0346133             0.83151               
40     0.0378048       0.0434433             0.0413406             0.0376955             0.0287398             0.855311              
41     0.00161444      0.000196039           0.000847446           0.00183697            0.00357732            1.75993               
42     0.0479281       0.056399              0.0531261             0.047574              0.0346133             0.83151               
43     0.00383071      0.000664484           0.00267466            0.00508566            0.00689805            1.55196               
44     0.0401862       0.0515774             0.0466133             0.0388313             0.023723              0.746652              
45     0.0421534       0.0543505             0.0490055             0.0406582             0.0245993             0.742215              
46     0.0475138       0.0662075             0.0568076             0.0436203             0.02342               0.677632              
47     0.000734494     9.70241e-05           0.000412929           0.000869397           0.00155862            1.71343               
48     0.0475138       0.0662075             0.0568076             0.0436203             0.02342               0.677632              
49     0.0404118       0.0584094             0.0494315             0.0366844             0.0171218             0.633882              
50     0.0404118       0.0584094             0.0494315             0.0366844             0.0171218             0.633882              
51     0.0420903       0.0593614             0.0504858             0.0382433             0.0202705             0.668773              
52     0.0404118       0.0584094             0.0494315             0.0366844             0.0171218             0.633882              
53     0.0404118       0.0584094             0.0494315             0.0366844             0.0171218             0.633882              
54     0.055941        0.055941              0.055941              0.055941              0.055941              1                     
55     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
56     0.057337        0.057337              0.057337              0.057337              0.057337              1                     
57     0.079066        0.079066              0.079066              0.079066              0.079066              1                     
58     0.079066        0.079066              0.079066              0.079066              0.079066              1                     
59     0.00241358      0.000300522           0.00129511            0.00278695            0.00527172            1.74448               
60     0.027721        0.0391347             0.0337621             0.0257666             0.0122204             0.648943              
61     0.0378048       0.0434433             0.0413406             0.0376955             0.0287398             0.855311              
62     0.000877659     0.0001389             0.000570622           0.00112514            0.00167598            1.6072                
63     0.00232774      0.000289958           0.00125841            0.00272266            0.00503995            1.73599               
64     0.0269066       0.033367              0.0306775             0.0263298             0.0172519             0.779836              
65     0.00203357      0.000325433           0.00132901            0.00260043            0.00387941            1.60555               
66     0.00375824      0.000380638           0.00173325            0.00404983            0.00886923            1.83307               
67     0.0546192       0.0696439             0.0631036             0.0528423             0.032887              0.753989              
68     0.0772017       0.0965506             0.0880599             0.0748301             0.0493661             0.776795              
69     0.0365455       0.0511806             0.0442661             0.0340235             0.016712              0.65913               
70     0.0564047       0.076302              0.0671493             0.053323              0.0288446             0.694731              
71     0.00161444      0.000196039           0.000847446           0.00183697            0.00357732            1.75993               
72     0.0324302       0.0411962             0.0374486             0.0314894             0.0195865             0.75586               
73     0.0479281       0.056399              0.0531261             0.047574              0.0346133             0.83151               
74     0.0479281       0.056399              0.0531261             0.047574              0.0346133             0.83151               
75     0.027721        0.0391347             0.0337621             0.0257666             0.0122204             0.648943              
76     0.0475138       0.0662075             0.0568076             0.0436203             0.02342               0.677632              
77     0.0421534       0.0543505             0.0490055             0.0406582             0.0245993             0.742215              
78     0.0365455       0.0511806             0.0442661             0.0340235             0.016712              0.65913               
79     0.0421534       0.0543505             0.0490055             0.0406582             0.0245993             0.742215              
80     0.0421534       0.0543505             0.0490055             0.0406582             0.0245993             0.742215              
81     0.000514644     7.8181e-05            0.000320949           0.000636998           0.00102245            1.64433               
82     0.0479281       0.056399              0.0531261             0.047574              0.0346133             0.83151               
83     0.000949682     0.000111332           0.00048475            0.00106392            0.00213873            1.77791               
84     0.027721        0.0391347             0.0337621             0.0257666             0.0122204             0.648943              
85     0.0564047       0.076302              0.0671493             0.053323              0.0288446             0.694731              
86     0.00383071      0.000664484           0.00267466            0.00508566            0.00689805            1.55196               
87     0.04404         0.04404               0.04404               0.04404               0.04404               1                     
88     0.041977        0.041977              0.041977              0.041977              0.041977              1                     
89     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
