Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0085)   P(D|M,rr[2]=0.1317)   P(D|M,rr[3]=0.6500)   P(D|M,rr[4]=3.2098)   Posterior mean        
1      0.0160614       0.0228428             0.0213387             0.0160387             0.00402547            0.41017               
2      0.038617        0.0439838             0.0431813             0.039967              0.0273358             0.775454              
3      0.069147        0.069147              0.069147              0.069147              0.069147              1                     
4      0.055941        0.055941              0.055941              0.055941              0.055941              1                     
5      1.7159e-09      1.66748e-16           6.05848e-13           6.99508e-11           6.79304e-09           3.1834                
6      0.000151848     2.96825e-06           4.38599e-05           0.000181049           0.000379516           2.20884               
7      0.0437326       0.0609296             0.057208              0.0439867             0.0128061             0.444469              
8      0.0504464       0.0688646             0.0649304             0.0509035             0.0170871             0.48107               
9      0.0101678       0.0129026             0.0124171             0.0105686             0.00478293            0.589292              
10     0.0504464       0.0688646             0.0649304             0.0509035             0.0170871             0.48107               
11     0.0437326       0.0609296             0.057208              0.0439867             0.0128061             0.444469              
12     0.0168255       0.0222802             0.0212297             0.0173355             0.00645647            0.519722              
13     0.000116478     1.31451e-06           2.00149e-05           9.3592e-05            0.000350992           2.55429               
14     0.038617        0.0439838             0.0431813             0.039967              0.0273358             0.775454              
15     0.0797117       0.0988402             0.0954408             0.0825194             0.0420465             0.633568              
16     0.0105021       0.0120496             0.0118161             0.0108831             0.00725941            0.762567              
17     0.049923        0.0644069             0.0616907             0.0515406             0.0220539             0.565693              
18     0.0568456       0.0714014             0.0687955             0.0589101             0.0282753             0.610071              
19     7.37034e-05     9.23485e-07           1.39784e-05           6.38104e-05           0.000216101           2.49974               
20     0.0011227       2.62628e-05           0.00038334            0.00150541            0.0025758             2.0702                
21     0.0437326       0.0609296             0.057208              0.0439867             0.0128061             0.444469              
22     0.049923        0.0644069             0.0616907             0.0515406             0.0220539             0.565693              
23     0.0491459       0.0572485             0.0559876             0.0509945             0.0323529             0.736858              
24     0.000816288     1.24988e-05           0.000187007           0.00081415            0.0022515             2.38294               
25     0.0437326       0.0609296             0.057208              0.0439867             0.0128061             0.444469              
26     0.0568456       0.0714014             0.0687955             0.0589101             0.0282753             0.610071              
27     7.5006e-05      1.06416e-06           1.59716e-05           7.0492e-05            0.000212496           2.43311               
28     0.038617        0.0439838             0.0431813             0.039967              0.0273358             0.775454              
29     9.99179e-05     1.43981e-06           2.16113e-05           9.53428e-05           0.000281278           2.42114               
30     0.0437326       0.0609296             0.057208              0.0439867             0.0128061             0.444469              
31     0.0298839       0.0406111             0.0384307             0.0304989             0.00999495            0.479474              
32     0.038617        0.0439838             0.0431813             0.039967              0.0273358             0.775454              
33     0.0437326       0.0609296             0.057208              0.0439867             0.0128061             0.444469              
34     0.0797117       0.0988402             0.0954408             0.0825194             0.0420465             0.633568              
35     0.0491459       0.0572485             0.0559876             0.0509945             0.0323529             0.736858              
36     0.0101678       0.0129026             0.0124171             0.0105686             0.00478293            0.589292              
37     0.0298839       0.0406111             0.0384307             0.0304989             0.00999495            0.479474              
38     0.000126476     1.40351e-06           2.13796e-05           0.0001002             0.000382922           2.5638                
39     0.038617        0.0439838             0.0431813             0.039967              0.0273358             0.775454              
40     0.0491459       0.0572485             0.0559876             0.0509945             0.0323529             0.736858              
41     0.0797117       0.0988402             0.0954408             0.0825194             0.0420465             0.633568              
42     0.0491459       0.0572485             0.0559876             0.0509945             0.0323529             0.736858              
43     0.038617        0.0439838             0.0431813             0.039967              0.0273358             0.775454              
44     0.0597556       0.0788024             0.0751025             0.0614386             0.0236791             0.529256              
45     0.0797117       0.0988402             0.0954408             0.0825194             0.0420465             0.633568              
46     0.0392195       0.0530857             0.0502703             0.0400295             0.0134926             0.487013              
47     6.27741e-05     8.94857e-07           1.34242e-05           5.91408e-05           0.000177637           2.43088               
48     2.51483e-05     3.30071e-07           4.98458e-06           2.25339e-05           7.27445e-05           2.47331               
49     0.0298839       0.0406111             0.0384307             0.0304989             0.00999495            0.479474              
50     0.038617        0.0439838             0.0431813             0.039967              0.0273358             0.775454              
51     0.000179653     2.87547e-06           4.28982e-05           0.000184585           0.000488255           2.35569               
52     0.0568456       0.0714014             0.0687955             0.0589101             0.0282753             0.610071              
53     0.0597556       0.0788024             0.0751025             0.0614386             0.0236791             0.529256              
54     0.0419243       0.0529118             0.0509338             0.0434436             0.0204081             0.601702              
55     0.0105021       0.0120496             0.0118161             0.0108831             0.00725941            0.762567              
56     0.0597556       0.0788024             0.0751025             0.0614386             0.0236791             0.529256              
57     0.0160614       0.0228428             0.0213387             0.0160387             0.00402547            0.41017               
58     0.0311183       0.0418245             0.0396886             0.0318693             0.0110908             0.497283              
59     0.0011227       2.62628e-05           0.00038334            0.00150541            0.0025758             2.0702                
60     0.038617        0.0439838             0.0431813             0.039967              0.0273358             0.775454              
61     0.0437326       0.0609296             0.057208              0.0439867             0.0128061             0.444469              
62     0.038617        0.0439838             0.0431813             0.039967              0.0273358             0.775454              
63     0.0491459       0.0572485             0.0559876             0.0509945             0.0323529             0.736858              
64     0.0597556       0.0788024             0.0751025             0.0614386             0.0236791             0.529256              
65     0.0437326       0.0609296             0.057208              0.0439867             0.0128061             0.444469              
66     0.0797117       0.0988402             0.0954408             0.0825194             0.0420465             0.633568              
67     0.0337747       0.042197              0.0407136             0.0350554             0.0171326             0.618069              
68     0.0168255       0.0222802             0.0212297             0.0173355             0.00645647            0.519722              
69     0.0440286       0.0557897             0.0536567             0.0455983             0.0210696             0.595129              
70     0.000170996     3.33293e-06           4.92544e-05           0.000203427           0.00042797            2.21119               
71     0.038617        0.0439838             0.0431813             0.039967              0.0273358             0.775454              
72     3.4221e-05      4.85896e-07           7.31604e-06           3.26289e-05           9.6453e-05            2.42371               
73     0.000213468     3.3785e-06            5.04395e-05           0.000217679           0.000582374           2.36269               
74     0.0440286       0.0557897             0.0536567             0.0455983             0.0210696             0.595129              
75     2.30625e-05     3.78658e-07           5.65034e-06           2.43008e-05           6.19201e-05           2.33378               
76     0.0101678       0.0129026             0.0124171             0.0105686             0.00478293            0.589292              
77     0.0298839       0.0406111             0.0384307             0.0304989             0.00999495            0.479474              
78     0.00139514      2.29014e-05           0.000341668           0.00146846            0.00374754            2.33459               
79     0.0437326       0.0609296             0.057208              0.0439867             0.0128061             0.444469              
80     0.0797117       0.0988402             0.0954408             0.0825194             0.0420465             0.633568              
81     0.038617        0.0439838             0.0431813             0.039967              0.0273358             0.775454              
82     0.0437326       0.0609296             0.057208              0.0439867             0.0128061             0.444469              
83     1.27413e-06     6.72372e-11           1.55393e-08           3.36188e-07           4.74471e-06           3.03147               
84     0.0491459       0.0572485             0.0559876             0.0509945             0.0323529             0.736858              
85     0.0437327       0.0609296             0.057208              0.0439868             0.0128062             0.444472              
86     0.0797119       0.0988402             0.0954409             0.0825196             0.0420468             0.63357               
87     0.0440286       0.0557897             0.0536567             0.0455983             0.0210698             0.595131              
88     0.0337747       0.042197              0.0407136             0.0350554             0.0171327             0.618071              
89     0.038617        0.0439838             0.0431814             0.039967              0.0273359             0.775455              
90     0.038617        0.0439838             0.0431814             0.039967              0.0273359             0.775455              
91     0.0437327       0.0609296             0.057208              0.0439868             0.0128062             0.444472              
92     0.0491459       0.0572485             0.0559876             0.0509946             0.032353              0.73686               
93     0.0101678       0.0129026             0.0124171             0.0105686             0.00478296            0.589294              
94     0.0437327       0.0609296             0.057208              0.0439868             0.0128062             0.444472              
95     0.0437327       0.0609296             0.057208              0.0439868             0.0128062             0.444472              
96     0.000166877     2.11749e-06           3.2025e-05            0.000145721           0.000487646           2.49311               
Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0085)   P(D|M,rr[2]=0.1316)   P(D|M,rr[3]=0.6498)   P(D|M,rr[4]=3.2100)   Posterior mean        
1      0.0160611       0.0228429             0.0213395             0.0160388             0.0040231             0.41                  
2      0.038616        0.0439839             0.0431817             0.0399671             0.0273313             0.775354              
3      0.069147        0.069147              0.069147              0.069147              0.069147              1                     
4      0.055941        0.055941              0.055941              0.055941              0.055941              1                     
5      1.7132e-09      1.65694e-16           6.0344e-13            6.97694e-11           6.78242e-09           3.18371               
6      0.000151881     2.96527e-06           4.38511e-05           0.000181093           0.000379616           2.20905               
7      0.0437316       0.06093               0.0572098             0.0439869             0.0127997             0.444304              
8      0.0504453       0.0688649             0.0649323             0.0509037             0.01708               0.480915              
9      0.0101675       0.0129027             0.0124174             0.0105686             0.00478127            0.589136              
10     0.0504453       0.0688649             0.0649323             0.0509037             0.01708               0.480915              
11     0.0437316       0.06093               0.0572098             0.0439869             0.0127997             0.444304              
12     0.0168249       0.0222803             0.0212302             0.0173356             0.00645371            0.519555              
13     0.000116526     1.31318e-06           2.00106e-05           9.36148e-05           0.000351167           2.55465               
