Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0000)   P(D|M,rr[2]=0.0000)   P(D|M,rr[3]=0.0001)   P(D|M,rr[4]=3.9999)   Posterior mean        
1      0.0207073       0.022951              0.022951              0.0229506             0.0139767             0.674978              
2      0.0732534       0.079066              0.079066              0.079065              0.0558166             0.761977              
3      1.61754e-06     1.02013e-19           1.02013e-19           1.00778e-14           6.47015e-06           3.99986               
4      0.0556007       0.061197              0.061197              0.061196              0.0388127             0.698076              
5      0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
6      0.0525026       0.055941              0.055941              0.0559404             0.0421881             0.803551              
7      0.0551891       0.057337              0.057337              0.0573367             0.0487457             0.883255              
8      0.0673662       0.071586              0.071586              0.0715853             0.0547074             0.812098              
9      0.0632144       0.069147              0.069147              0.069146              0.0454178             0.718484              
10     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
11     0.0386527       0.041977              0.041977              0.0419764             0.0286805             0.742017              
12     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
13     0.0324088       0.034155              0.034155              0.0341547             0.0271707             0.838379              
14     0.0602762       0.0646                0.0646                0.0645993             0.0473055             0.784823              
15     0.0386527       0.041977              0.041977              0.0419764             0.0286805             0.742017              
16     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
17     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
18     0.0324088       0.034155              0.034155              0.0341547             0.0271707             0.838379              
19     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
20     0.0551891       0.057337              0.057337              0.0573367             0.0487457             0.883255              
21     0.00070817      2.2861e-10            2.2861e-10            1.30063e-07           0.00283255            3.99968               
22     0.0673662       0.071586              0.071586              0.0715853             0.0547074             0.812098              
23     0.0324088       0.034155              0.034155              0.0341547             0.0271707             0.838379              
24     0.042654        0.04404               0.04404               0.0440398             0.0384964             0.902531              
25     0.0602762       0.0646                0.0646                0.0645993             0.0473055             0.784823              
26     0.0551891       0.057337              0.057337              0.0573367             0.0487457             0.883255              
27     0.0732534       0.079066              0.079066              0.079065              0.0558166             0.761977              
28     0.049855        0.053052              0.053052              0.0530515             0.0402645             0.807642              
29     0.0324088       0.034155              0.034155              0.0341547             0.0271707             0.838379              
30     0.0398836       0.042302              0.042302              0.0423016             0.0326289             0.818112              
31     0.0525026       0.055941              0.055941              0.0559404             0.0421881             0.803551              
32     0.0556007       0.061197              0.061197              0.061196              0.0388127             0.698076              
33     0.0525026       0.055941              0.055941              0.0559404             0.0421881             0.803551              
34     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
35     0.0602762       0.0646                0.0646                0.0645993             0.0473055             0.784823              
36     0.0732534       0.079066              0.079066              0.079065              0.0558166             0.761977              
37     0.0732534       0.079066              0.079066              0.079065              0.0558166             0.761977              
38     0.0398836       0.042302              0.042302              0.0423016             0.0326289             0.818112              
39     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
40     0.0602762       0.0646                0.0646                0.0645993             0.0473055             0.784823              
41     0.0386527       0.041977              0.041977              0.0419764             0.0286805             0.742017              
42     0.0602762       0.0646                0.0646                0.0645993             0.0473055             0.784823              
43     0.049855        0.053052              0.053052              0.0530515             0.0402645             0.807642              
44     0.0632144       0.069147              0.069147              0.069146              0.0454178             0.718484              
45     0.0602762       0.0646                0.0646                0.0645993             0.0473055             0.784823              
46     0.049855        0.053052              0.053052              0.0530515             0.0402645             0.807642              
47     0.042654        0.04404               0.04404               0.0440398             0.0384964             0.902531              
48     0.0673662       0.071586              0.071586              0.0715853             0.0547074             0.812098              
49     0.0602762       0.0646                0.0646                0.0645993             0.0473055             0.784823              
50     0.0565769       0.062157              0.062157              0.062156              0.0398377             0.704147              
51     0.0602762       0.0646                0.0646                0.0645993             0.0473055             0.784823              
52     0.00034863      1.20486e-10           1.20486e-10           6.85482e-08           0.00139445            3.99966               
53     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
54     0.0565769       0.062157              0.062157              0.062156              0.0398377             0.704147              
55     0.0732534       0.079066              0.079066              0.079065              0.0558166             0.761977              
56     0.0525026       0.055941              0.055941              0.0559404             0.0421881             0.803551              
57     0.0551891       0.057337              0.057337              0.0573367             0.0487457             0.883255              
58     0.0673662       0.071586              0.071586              0.0715853             0.0547074             0.812098              
59     0.0398836       0.042302              0.042302              0.0423016             0.0326289             0.818112              
60     0.0632144       0.069147              0.069147              0.069146              0.0454178             0.718484              
61     0.0565769       0.062157              0.062157              0.062156              0.0398377             0.704147              
62     0.0602762       0.0646                0.0646                0.0645993             0.0473055             0.784823              
63     0.0673662       0.071586              0.071586              0.0715853             0.0547074             0.812098              
64     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
65     0.0673662       0.071586              0.071586              0.0715853             0.0547074             0.812098              
66     0.0732534       0.079066              0.079066              0.079065              0.0558166             0.761977              
67     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
68     0.0324088       0.034155              0.034155              0.0341547             0.0271707             0.838379              
69     0.0398836       0.042302              0.042302              0.0423016             0.0326289             0.818112              
70     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
71     0.0525026       0.055941              0.055941              0.0559404             0.0421881             0.803551              
72     0.0602762       0.0646                0.0646                0.0645993             0.0473055             0.784823              
73     0.0324088       0.034155              0.034155              0.0341547             0.0271707             0.838379              
74     0.0525026       0.055941              0.055941              0.0559404             0.0421881             0.803551              
75     0.0732534       0.079066              0.079066              0.079065              0.0558166             0.761977              
76     0.0207073       0.022951              0.022951              0.0229506             0.0139767             0.674978              
77     0.0602762       0.0646                0.0646                0.0645993             0.0473055             0.784823              
78     8.80739e-05     8.51764e-11           8.51764e-11           1.64967e-08           0.000352279           3.99967               
79     0.0525026       0.055941              0.055941              0.0559404             0.0421881             0.803551              
80     0.0324088       0.034155              0.034155              0.0341547             0.0271707             0.838379              
81     0.0324088       0.034155              0.034155              0.0341547             0.0271707             0.838379              
82     0.0564027       0.061197              0.061197              0.0611962             0.0420205             0.745021              
83     0.000411108     3.983e-10             3.983e-10             7.13659e-08           0.00164436            3.99969               
84     0.0503503       0.053052              0.053052              0.0530516             0.0422458             0.839044              
85     0.0609362       0.0646                0.0646                0.0645994             0.0499454             0.819643              
86     0.0680223       0.071586              0.071586              0.0715854             0.0573319             0.842847              
Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0000)   P(D|M,rr[2]=0.0000)   P(D|M,rr[3]=0.0001)   P(D|M,rr[4]=3.9999)   Posterior mean        
1      0.0206631       0.022951              0.022951              0.0229507             0.0137999             0.667859              
2      0.0731265       0.079066              0.079066              0.0790654             0.0553088             0.756351              
3      8.42757e-07     4.33095e-20           4.33095e-20           2.02426e-15           3.37103e-06           3.99991               
4      0.0554846       0.061197              0.061197              0.0611963             0.038348              0.691156              
5      0.0934379       0.099081              0.099081              0.0990804             0.0765094             0.818831              
6      0.0524247       0.055941              0.055941              0.0559406             0.0418762             0.798794              
7      0.0551386       0.057337              0.057337              0.0573368             0.0485436             0.880397              
8      0.0672696       0.071586              0.071586              0.0715855             0.0543209             0.807515              
9      0.0630836       0.069147              0.069147              0.0691463             0.0448941             0.711669              
10     0.0934379       0.099081              0.099081              0.0990804             0.0765094             0.818831              
11     0.0385824       0.041977              0.041977              0.0419766             0.0283991             0.736071              
12     0.0934379       0.099081              0.099081              0.0990804             0.0765094             0.818831              
13     0.0323685       0.034155              0.034155              0.0341548             0.0270091             0.834431              
14     0.0601795       0.0646                0.0646                0.0645995             0.0469184             0.779647              
15     0.0385824       0.041977              0.041977              0.0419766             0.0283991             0.736071              
16     0.0934379       0.099081              0.099081              0.0990804             0.0765094             0.818831              
17     0.0934379       0.099081              0.099081              0.0990804             0.0765094             0.818831              
18     0.0323685       0.034155              0.034155              0.0341548             0.0270091             0.834431              
19     0.0934379       0.099081              0.099081              0.0990804             0.0765094             0.818831              
20     0.0551386       0.057337              0.057337              0.0573368             0.0485436             0.880397              
21     0.000738204     2.2861e-10            2.2861e-10            8.88986e-08           0.00295272            3.99979               
22     0.0672696       0.071586              0.071586              0.0715855             0.0543209             0.807515              
23     0.0323685       0.034155              0.034155              0.0341548             0.0270091             0.834431              
24     0.0426213       0.04404               0.04404               0.0440399             0.0383654             0.900148              
25     0.0601795       0.0646                0.0646                0.0645995             0.0469184             0.779647              
26     0.0551386       0.057337              0.057337              0.0573368             0.0485436             0.880397              
27     0.0731265       0.079066              0.079066              0.0790654             0.0553088             0.756351              
28     0.0497824       0.053052              0.053052              0.0530517             0.0399738             0.802976              
29     0.0323685       0.034155              0.034155              0.0341548             0.0270091             0.834431              
30     0.0398287       0.042302              0.042302              0.0423017             0.032409              0.813715              
31     0.0524247       0.055941              0.055941              0.0559406             0.0418762             0.798794              
32     0.0554846       0.061197              0.061197              0.0611963             0.038348              0.691156              
33     0.0524247       0.055941              0.055941              0.0559406             0.0418762             0.798794              
34     0.0934379       0.099081              0.099081              0.0990804             0.0765094             0.818831              
35     0.0601795       0.0646                0.0646                0.0645995             0.0469184             0.779647              
36     0.0731265       0.079066              0.079066              0.0790654             0.0553088             0.756351              
37     0.0731265       0.079066              0.079066              0.0790654             0.0553088             0.756351              
38     0.0398287       0.042302              0.042302              0.0423017             0.032409              0.813715              
39     0.0934379       0.099081              0.099081              0.0990804             0.0765094             0.818831              
40     0.0601795       0.0646                0.0646                0.0645995             0.0469184             0.779647              
41     0.0385824       0.041977              0.041977              0.0419766             0.0283991             0.736071              
42     0.0601795       0.0646                0.0646                0.0645995             0.0469184             0.779647              
43     0.0497824       0.053052              0.053052              0.0530517             0.0399738             0.802976              
44     0.0630836       0.069147              0.069147              0.0691463             0.0448941             0.711669              
45     0.0601795       0.0646                0.0646                0.0645995             0.0469184             0.779647              
46     0.0497824       0.053052              0.053052              0.0530517             0.0399738             0.802976              
47     0.0426213       0.04404               0.04404               0.0440399             0.0383654             0.900148              
48     0.0672696       0.071586              0.071586              0.0715855             0.0543209             0.807515              
49     0.0601795       0.0646                0.0646                0.0645995             0.0469184             0.779647              
50     0.0564551       0.062157              0.062157              0.0621563             0.03935               0.697024              
51     0.0601795       0.0646                0.0646                0.0645995             0.0469184             0.779647              
52     0.000363276     1.20486e-10           1.20486e-10           4.68529e-08           0.00145306            3.99978               
53     0.0934379       0.099081              0.099081              0.0990804             0.0765094             0.818831              
54     0.0564551       0.062157              0.062157              0.0621563             0.03935               0.697024              
55     0.0731265       0.079066              0.079066              0.0790654             0.0553088             0.756351              
56     0.0524247       0.055941              0.055941              0.0559406             0.0418762             0.798794              
57     0.0551386       0.057337              0.057337              0.0573368             0.0485436             0.880397              
58     0.0672696       0.071586              0.071586              0.0715855             0.0543209             0.807515              
59     0.0398287       0.042302              0.042302              0.0423017             0.032409              0.813715              
60     0.0630836       0.069147              0.069147              0.0691463             0.0448941             0.711669              
61     0.0564551       0.062157              0.062157              0.0621563             0.03935               0.697024              
62     0.0601795       0.0646                0.0646                0.0645995             0.0469184             0.779647              
63     0.0672696       0.071586              0.071586              0.0715855             0.0543209             0.807515              
64     0.0934379       0.099081              0.099081              0.0990804             0.0765094             0.818831              
65     0.0672696       0.071586              0.071586              0.0715855             0.0543209             0.807515              
66     0.0731265       0.079066              0.079066              0.0790654             0.0553088             0.756351              
67     0.0934379       0.099081              0.099081              0.0990804             0.0765094             0.818831              
68     0.0323685       0.034155              0.034155              0.0341548             0.0270091             0.834431              
69     0.0398287       0.042302              0.042302              0.0423017             0.032409              0.813715              
70     0.0934379       0.099081              0.099081              0.0990804             0.0765094             0.818831              
71     0.0524247       0.055941              0.055941              0.0559406             0.0418762             0.798794              
72     0.0601795       0.0646                0.0646                0.0645995             0.0469184             0.779647              
73     0.0323685       0.034155              0.034155              0.0341548             0.0270091             0.834431              
74     0.0524247       0.055941              0.055941              0.0559406             0.0418762             0.798794              
75     0.0731265       0.079066              0.079066              0.0790654             0.0553088             0.756351              
76     0.0206631       0.022951              0.022951              0.0229507             0.0137999             0.667859              
77     0.0601795       0.0646                0.0646                0.0645995             0.0469184             0.779647              
78     8.86538e-05     8.51764e-11           8.51764e-11           1.08914e-08           0.000354604           3.99979               
79     0.0524247       0.055941              0.055941              0.0559406             0.0418762             0.798794              
80     0.0323685       0.034155              0.034155              0.0341548             0.0270091             0.834431              
81     0.0323685       0.034155              0.034155              0.0341548             0.0270091             0.834431              
82     0.0562892       0.061197              0.061197              0.0611965             0.0415665             0.738452              
83     0.000203586     1.9915e-10            1.9915e-10            2.19801e-08           0.00081432            3.9998                
84     0.0502815       0.053052              0.053052              0.0530517             0.0419704             0.834713              
85     0.0608441       0.0646                0.0646                0.0645996             0.0495767             0.814821              
86     0.067931        0.071586              0.071586              0.0715856             0.0569664             0.838597              
Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0000)   P(D|M,rr[2]=0.0000)   P(D|M,rr[3]=0.0001)   P(D|M,rr[4]=3.9999)   Posterior mean        
1      0.0207073       0.022951              0.022951              0.0229506             0.0139767             0.674978              
2      0.0732534       0.079066              0.079066              0.079065              0.0558166             0.761977              
3      1.61754e-06     1.02013e-19           1.02013e-19           1.00778e-14           6.47015e-06           3.99986               
4      0.0556007       0.061197              0.061197              0.061196              0.0388127             0.698076              
5      0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
6      0.0525026       0.055941              0.055941              0.0559404             0.0421881             0.803551              
7      0.0551891       0.057337              0.057337              0.0573367             0.0487457             0.883255              
8      0.0673662       0.071586              0.071586              0.0715853             0.0547074             0.812098              
9      0.0632144       0.069147              0.069147              0.069146              0.0454178             0.718484              
10     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
11     0.0386527       0.041977              0.041977              0.0419764             0.0286805             0.742017              
12     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
13     0.0324088       0.034155              0.034155              0.0341547             0.0271707             0.838379              
14     0.0602762       0.0646                0.0646                0.0645993             0.0473055             0.784823              
15     0.0386527       0.041977              0.041977              0.0419764             0.0286805             0.742017              
16     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
17     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
18     0.0324088       0.034155              0.034155              0.0341547             0.0271707             0.838379              
19     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
20     0.0551891       0.057337              0.057337              0.0573367             0.0487457             0.883255              
21     0.00070817      2.2861e-10            2.2861e-10            1.30063e-07           0.00283255            3.99968               
22     0.0673662       0.071586              0.071586              0.0715853             0.0547074             0.812098              
23     0.0324088       0.034155              0.034155              0.0341547             0.0271707             0.838379              
24     0.042654        0.04404               0.04404               0.0440398             0.0384964             0.902531              
25     0.0602762       0.0646                0.0646                0.0645993             0.0473055             0.784823              
26     0.0551891       0.057337              0.057337              0.0573367             0.0487457             0.883255              
27     0.0732534       0.079066              0.079066              0.079065              0.0558166             0.761977              
28     0.049855        0.053052              0.053052              0.0530515             0.0402645             0.807642              
29     0.0324088       0.034155              0.034155              0.0341547             0.0271707             0.838379              
30     0.0398836       0.042302              0.042302              0.0423016             0.0326289             0.818112              
31     0.0525026       0.055941              0.055941              0.0559404             0.0421881             0.803551              
32     0.0556007       0.061197              0.061197              0.061196              0.0388127             0.698076              
33     0.0525026       0.055941              0.055941              0.0559404             0.0421881             0.803551              
34     0.093568        0.099081              0.099081              0.0990801             0.0770298             0.823258              
