Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0271)   P(D|M,rr[2]=0.2284)   P(D|M,rr[3]=0.7930)   P(D|M,rr[4]=2.9515)   Posterior mean        
1      0.022951        0.022951              0.022951              0.022951              0.022951              1                     
2      0.042302        0.042302              0.042302              0.042302              0.042302              1                     
3      0.042302        0.042302              0.042302              0.042302              0.042302              1                     
4      0.099081        0.099081              0.099081              0.099081              0.099081              1                     
5      0.042302        0.042302              0.042302              0.042302              0.042302              1                     
6      0.069147        0.069147              0.069147              0.069147              0.069147              1                     
7      0.099081        0.099081              0.099081              0.099081              0.099081              1                     
8      0.042302        0.042302              0.042302              0.042302              0.042302              1                     
9      0.034155        0.034155              0.034155              0.034155              0.034155              1                     
10     0.042302        0.042302              0.042302              0.042302              0.042302              1                     
11     0.034155        0.034155              0.034155              0.034155              0.034155              1                     
12     0.042302        0.042302              0.042302              0.042302              0.042302              1                     
13     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
14     0.062157        0.062157              0.062157              0.062157              0.062157              1                     
15     0.053052        0.053052              0.053052              0.053052              0.053052              1                     
16     0.000387714     1.94227e-05           0.000160935           0.000495338           0.000875162           1.94287               
17     0.0322729       0.0645971             0.0408858             0.0171921             0.00641645            0.338215              
18     0.0018626       0.000148478           0.00111298            0.00275595            0.003433              1.68798               
19     0.0222074       0.040578              0.0301186             0.0146247             0.00350843            0.336954              
20     0.000672057     0.000108705           0.000669008           0.00108587            0.000824641           1.28366               
21     0.000672057     0.000108705           0.000669008           0.00108587            0.000824641           1.28366               
22     0.00142782      0.00015312            0.00112591            0.0023846             0.00204765            1.43504               
23     0.0222074       0.040578              0.0301186             0.0146247             0.00350843            0.336954              
24     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
25     0.099081        0.099081              0.099081              0.099081              0.099081              1                     
26     0.042302        0.042302              0.042302              0.042302              0.042302              1                     
27     0.062157        0.062157              0.062157              0.062157              0.062157              1                     
28     0.069147        0.069147              0.069147              0.069147              0.069147              1                     
29     0.012937        0.012937              0.012937              0.012937              0.012937              1                     
30     0.042302        0.042302              0.042302              0.042302              0.042302              1                     
31     0.069147        0.069147              0.069147              0.069147              0.069147              1                     
32     2.79185e-05     1.43695e-05           6.21705e-05           3.45773e-05           5.56829e-07           0.390902              
33     1.11878e-06     2.20582e-08           8.97775e-07           2.5681e-06            9.87163e-07           1.1521                
34     4.92009e-07     5.20283e-11           2.34538e-08           4.4464e-07            1.49989e-06           2.43129               
35     5.31999e-05     1.49972e-05           8.47058e-05           0.000100177           1.292e-05             0.645339              
36     6.59558e-05     3.73935e-06           3.25118e-05           0.000102305           0.000125268           1.73745               
37     8.60778e-07     6.4914e-09            3.40789e-07           1.77524e-06           1.3206e-06            1.56356               
38     5.76555e-06     1.08133e-08           7.03055e-07           6.12449e-06           1.62238e-05           2.29389               
39     3.0442e-06      3.13532e-08           1.52477e-06           6.64866e-06           3.97201e-06           1.42442               
40     1.78465e-06     2.40247e-10           9.88586e-08           1.5736e-06            5.46589e-06           2.43787               
41     1.05271e-06     3.59956e-09           2.07177e-07           1.40157e-06           2.5985e-06            2.09656               
42     2.45829e-06     8.09035e-09           4.66735e-07           3.18337e-06           6.17495e-06           2.12104               
43     1.07056e-08     5.2196e-13            2.31479e-10           4.72449e-09           3.78661e-08           2.69859               
44     0.00051148      7.15302e-05           0.00049411            0.000986455           0.000493825           1.15087               
45     7.63936e-07     3.78533e-09           2.10987e-07           1.28714e-06           1.55383e-06           1.85065               
46     0.00237229      0.000274493           0.00182088            0.00358034            0.00381344            1.52995               
47     0.00399415      0.000712224           0.004402              0.00690083            0.00396153            1.13851               
48     3.47997e-06     6.20338e-08           2.47172e-06           7.02892e-06           4.35721e-06           1.36499               
49     3.62403e-09     3.74978e-15           1.50192e-11           1.05874e-09           1.34224e-08           2.79102               
50     2.40062e-10     9.10738e-17           2.0363e-12            1.86412e-10           7.718e-10             2.52669               
51     0.0129908       0.0360607             0.0146173             0.00128379            1.32681e-06           0.102724              
52     7.47787e-10     1.21888e-14           3.3558e-11            9.99839e-10           1.95774e-09           2.19942               
53     0.00030161      6.80197e-05           0.000420026           0.000615929           0.000102464           0.736579              
54     0.000119358     9.00219e-05           0.000292224           9.33394e-05           1.84798e-06           0.311377              
55     1.76346e-06     5.72546e-08           2.10261e-06           4.4525e-06            4.41473e-07           0.753582              
56     1.19255e-05     2.76052e-06           1.695e-05             2.43932e-05           3.59834e-06           0.710886              
57     0.000577174     0.000159346           0.000916519           0.0011193             0.000113529           0.622148              
58     8.99016e-05     2.21896e-06           9.07846e-05           0.000244212           2.23906e-05           0.780136              
59     0.02172         0.0606755             0.0237779             0.00241116            1.56099e-05           0.103975              
60     0.0266771       0.0545675             0.0378573             0.013875              0.000408732           0.209308              
61     5.46331e-07     4.10849e-09           2.1673e-07            1.13429e-06           8.30196e-07           1.55557               
62     0.0137053       0.0373603             0.015866              0.00159272            2.13441e-06           0.107726              
63     3.12394e-05     3.68453e-06           2.86975e-05           6.63173e-05           2.62581e-05           1.09433               
64     0.0139372       0.0318429             0.0190448             0.00480436            5.67899e-05           0.164854              
65     0.000277497     0.00018106            0.000666988           0.000259449           2.49112e-06           0.333657              
66     0.00754834      0.0200791             0.00908242            0.00103103            7.82688e-07           0.113883              
67     0.0391207       0.0916675             0.0521954             0.0123518             0.000268386           0.159718              
68     0.0269339       0.0710512             0.0325211             0.00414736            1.60956e-05           0.117787              
69     0.0139372       0.0318429             0.0190448             0.00480436            5.67899e-05           0.164854              
70     0.000463111     0.000305238           0.00111974            0.000425079           2.38701e-06           0.32831               
71     0.000463111     0.000305238           0.00111974            0.000425079           2.38701e-06           0.32831               
