>0
ENSPTRT00000106924: ['no event', 76, 0]
ENSPTRT00000099106: ['no event', 76, 0]
ENSPTRT00000097098: ['no event', 76, 0]
ENSPTRT00000108660: ['exon skipping', 0, 0]
ENSPPAT00000030664: ['no event', 76, 0]
ENSPPAT00000030668: ['no event', 76, 0]
ENSPPAT00000030671: ['exon skipping', 0, 0]
ENST00000378097: ['no event', 76, 0]
ENST00000666163: ['no event', 76, 0]
ENST00000671676: ['no event', 76, 0]
ENST00000658883: ['no event', 76, 0]
ENST00000445501: ['no event', 76, 0]
ENST00000668706: ['no event', 76, 0]
ENST00000653262: ['no event', 76, 0]
ENST00000389632: ['exon skipping', 0, 0]
ENST00000341524: ['no event', 76, 0]
ENST00000462676: ['no event', 76, 0]
ENST00000428161: ['no event', 76, 0]
ENST00000352527: ['no event', 76, 0]
ENST00000663169: ['no event', 76, 0]
ENST00000656198: ['no event', 76, 0]
ENST00000602612: ['no event', 76, 0]
ENST00000666299: ['no event', 76, 0]
ENST00000652845: ['no event', 76, 0]
ENST00000655703: ['no event', 76, 0]
ENST00000669250: ['no event', 76, 0]
ENST00000164247: ['no event', 76, 0]
ENST00000668559: ['no event', 76, 0]
ENST00000378092: ['no event', 76, 0]
ENST00000472700: ['no event', 76, 0]
ENST00000378083: ['exon skipping', 0, 0]
ENST00000662147: ['exon skipping', 0, 0]
ENST00000458166: ['exon skipping', 0, 0]
ENST00000662363: ['exon skipping', 0, 0]
ENST00000655548: ['no event', 76, 0]
ENST00000378111: ['no event', 76, 0]
ENSNLET00000013176: ['no event', 76, 0]
ENSNLET00000035379: ['no event', 76, 0]
ENSNLET00000045043: ['exon skipping', 0, 0]
ENSPANT00000026409: ['no event', 76, 0]
ENSPANT00000057435: ['no event', 76, 0]
ENSPANT00000056465: ['exon skipping', 0, 0]
ENSMLET00000040176: ['no event', 76, 0]
ENSMLET00000040180: ['no event', 76, 0]
ENSMLET00000040191: ['no event', 76, 0]
ENSMLET00000040199: ['exon skipping', 0, 0]
ENSTGET00000021993: ['no event', 76, 0]
ENSTGET00000021998: ['no event', 76, 0]
ENSTGET00000022007: ['exon skipping', 0, 0]
ENSMFAT00000034808: ['no event', 76, 0]
ENSMFAT00000034814: ['exon skipping', 0, 0]
ENSMFAT00000034828: ['no event', 76, 0]
ENSMFAT00000034830: ['no event', 76, 0]
ENSMMUT00000060761: ['no event', 76, 0]
ENSMMUT00000064634: ['no event', 76, 0]
ENSMMUT00000061811: ['no event', 76, 0]
ENSMMUT00000023658: ['no event', 76, 0]
ENSMMUT00000047626: ['no event', 76, 0]
ENSMMUT00000047625: ['exon skipping', 0, 0]
ENSMNET00000005937: ['no event', 76, 0]
ENSMNET00000005940: ['no event', 76, 0]
ENSMNET00000005945: ['no event', 76, 0]
ENSMNET00000005948: ['exon skipping', 0, 0]
ENSMNET00000005953: ['no event', 76, 0]
ENSCATT00000052279: ['no event', 76, 0]
ENSCATT00000052280: ['no event', 76, 0]
ENSCATT00000052281: ['exon skipping', 0, 0]
ENSCATT00000052285: ['no event', 76, 0]
ENSRBIT00000041179: ['no event', 76, 0]
ENSRBIT00000041183: ['no event', 76, 0]
ENSRBIT00000041184: ['exon skipping', 0, 0]
ENSRBIT00000041193: ['no event', 76, 0]
ENSRBIT00000041194: ['no event', 76, 0]
ENSRROT00000067454: ['no event', 76, 0]
ENSRROT00000067457: ['no event', 76, 0]
ENSRROT00000067473: ['no event', 76, 0]
ENSRROT00000067484: ['no event', 76, 0]
ENSRROT00000067488: ['exon skipping', 0, 0]
ENSRROT00000067491: ['no event', 76, 0]
>1
ENSPTRT00000106924: ['no event', 41, 2]
ENSPTRT00000099106: ['exon skipping', 0, 0]
ENSPTRT00000097098: ['exon skipping', 0, 0]
ENSPTRT00000108660: ['exon skipping', 0, 0]
ENSPPAT00000030664: ['no event', 41, 2]
ENSPPAT00000030668: ['exon skipping', 0, 0]
ENSPPAT00000030671: ['exon skipping', 0, 0]
ENST00000378097: ['no event', 41, 2]
ENST00000666163: ['exon skipping', 0, 0]
ENST00000671676: ['no event', 41, 2]
