	ENSSMRT00000010692	ENSSMRT00000010675	ENSEBUT00000011231	ENSACAT00000030319	ENSEBUT00000026346	ENSACAT00000005416	ENSPVIT00000012520	ENSSMRT00000010680	ENSEBUT00000026333	ENSEBUT00000018189
ENSSMRT00000010692	1.0	1.0	0.4684194919442522	0.8707102952913008	0.4072497798649839	0.8719058334775835	0.8729455762228128	1.0	0.4072497798649839	0.5711382113821138
ENSSMRT00000010675	1.0	1.0	0.4684194919442522	0.8440612320177057	0.4049424319011514	0.8499838082901554	0.8434018657730278	1.0	0.4049424319011514	0.5711382113821138
ENSEBUT00000011231	0.4684194919442522	0.4684194919442522	1.0	0.4618081376819292	0.4795000762078952	0.4685183354749432	0.4650754288076049	0.4673486257491217	0.4795000762078952	0.4641025641025641
ENSACAT00000030319	0.8707102952913008	0.8440612320177057	0.4618081376819292	1.0	0.4083122718337546	1.0	0.8469184890656064	0.8354646206308609	0.4083122718337546	0.5616531165311653
ENSEBUT00000026346	0.4072497798649839	0.4049424319011514	0.4795000762078952	0.4083122718337546	1.0	0.4083122718337546	0.3979219320415613	0.4049424319011514	1.0	0.0
ENSACAT00000005416	0.8719058334775835	0.8499838082901554	0.4685183354749432	1.0	0.4083122718337546	1.0	0.8543111992071358	0.8433712816746236	0.4083122718337546	0.5616531165311653
ENSPVIT00000012520	0.8729455762228128	0.8434018657730278	0.4650754288076049	0.8469184890656064	0.3979219320415613	0.8543111992071358	1.0	0.8434018657730278	0.3979219320415613	0.0
ENSSMRT00000010680	1.0	1.0	0.4673486257491217	0.8354646206308609	0.4049424319011514	0.8433712816746236	0.8434018657730278	1.0	0.4049424319011514	0.0
ENSEBUT00000026333	0.4072497798649839	0.4049424319011514	0.4795000762078952	0.4083122718337546	1.0	0.4083122718337546	0.3979219320415613	0.4049424319011514	1.0	0.0
ENSEBUT00000018189	0.5711382113821138	0.5711382113821138	0.4641025641025641	0.5616531165311653	0.0	0.5616531165311653	0.0	0.0	0.0	1.0
