,ENSCINT00000036145,ENSSHAT00000014290,ENSVURT00010016572,ENSPCIT00000028093,ENSCHIT00000002956,ENSCHIT00000003020,ENSOART00000017469,R151.8.1,ENSCINT00000034826,ENSMODT00000020539,FBtr0070495,ENSVURT00010016582,FBtr0070496,ENSSHAT00000014289
ENSCINT00000036145,1.0,0.44121312837557125,0.43811881188118806,0.44018151815181517,0.36081721999270333,0.36081721999270333,0.36297109403585803,0.36989032901296115,0.11274509803921573,0.4288065843621399,0.31155778894472363,0.43811881188118806,0.31155778894472363,0.44121312837557125
ENSSHAT00000014290,0.44121312837557125,1.0,0.925207262354025,0.9227394011265936,0.6415502550815994,0.641996188021798,0.6368132489260683,0.3328306439451063,0.267910447761194,0.9061707018538974,0.41762717739838806,0.9246426494444614,0.41762717739838806,1.0
ENSVURT00010016572,0.43811881188118806,0.925207262354025,1.0,0.9694467619897005,0.647190596668775,0.6476586502807501,0.6434697855750487,0.3211334120425029,0.28026412325752026,0.9148849045014479,0.40687679083094563,1.0,0.40687679083094563,0.9230025490023732
ENSPCIT00000028093,0.44018151815181517,0.9227394011265936,0.9694467619897005,1.0,0.6495888678051865,0.6500688632270367,0.6437482595377332,0.3254654742706349,0.2840323767476085,0.9107085557597503,0.4065396932411933,0.968558486544098,0.4065396932411933,0.9194985828244163
ENSCHIT00000002956,0.36081721999270333,0.6415502550815994,0.647190596668775,0.6495888678051865,1.0,1.0,0.9691811303960837,0.3030457499681407,0.24434389140271495,0.6451612903225806,0.401516335782398,0.6460496982219563,0.401516335782398,0.6378414038791397
ENSCHIT00000003020,0.36081721999270333,0.641996188021798,0.6476586502807501,0.6500688632270367,1.0,1.0,0.9691811303960837,0.3030457499681407,0.24434389140271495,0.6463608433096726,0.4050452165635412,0.6465267530196207,0.4050452165635412,0.638263452409367
ENSOART00000017469,0.36297109403585803,0.6368132489260683,0.6434697855750487,0.6437482595377332,0.9691811303960837,0.9691811303960837,1.0,0.30094043887147337,0.24437299035369775,0.6433862433862434,0.40604229607250764,0.6428078250863061,0.40604229607250764,0.6320515323052899
R151.8.1,0.36989032901296115,0.3328306439451063,0.3211334120425029,0.3254654742706349,0.3030457499681407,0.3030457499681407,0.30094043887147337,1.0,0.3901273885350318,0.3209143535698382,0.30390362915523017,0.3211334120425029,0.30390362915523017,0.3328306439451063
ENSCINT00000034826,0.11274509803921573,0.267910447761194,0.28026412325752026,0.2840323767476085,0.24434389140271495,0.24434389140271495,0.24437299035369775,0.3901273885350318,1.0,0.2867981790591806,0.251685393258427,0.28026412325752026,0.251685393258427,0.267910447761194
ENSMODT00000020539,0.4288065843621399,0.9061707018538974,0.9148849045014479,0.9107085557597503,0.6451612903225806,0.6463608433096726,0.6433862433862434,0.3209143535698382,0.2867981790591806,1.0,0.39811225349738755,0.9129400427620682,0.39811225349738755,0.9024289831206258
FBtr0070495,0.31155778894472363,0.41762717739838806,0.40687679083094563,0.4065396932411933,0.401516335782398,0.4050452165635412,0.40604229607250764,0.30390362915523017,0.251685393258427,0.39811225349738755,1.0,0.40687679083094563,1.0,0.40712961402325976
ENSVURT00010016582,0.43811881188118806,0.9246426494444614,1.0,0.968558486544098,0.6460496982219563,0.6465267530196207,0.6428078250863061,0.3211334120425029,0.28026412325752026,0.9129400427620682,0.40687679083094563,1.0,0.40687679083094563,0.9223807656339558
FBtr0070496,0.31155778894472363,0.41762717739838806,0.40687679083094563,0.4065396932411933,0.401516335782398,0.4050452165635412,0.40604229607250764,0.30390362915523017,0.251685393258427,0.39811225349738755,1.0,0.40687679083094563,1.0,0.40712961402325976
ENSSHAT00000014289,0.44121312837557125,1.0,0.9230025490023732,0.9194985828244163,0.6378414038791397,0.638263452409367,0.6320515323052899,0.3328306439451063,0.267910447761194,0.9024289831206258,0.40712961402325976,0.9223807656339558,0.40712961402325976,1.0
