,ENSPKIT00000004420,ENSPKIT00000002793,ENSAMXT00000015708,ENSDCDT00000024991,ENSDCDT00000025220,ENSDCDT00000036993,ENSAMXT00000042770,ENSSFOT00015008791,ENSCHAT00000026330,ENSSFOT00015012388
ENSPKIT00000004420,1.0,0.628505124734094,0.6555700391055851,0.6828293182983085,0.6806064306064306,0.6817202093810941,0.6548432475884244,0.6316516931582584,0.7056524353577871,0.709972378321745
ENSPKIT00000002793,0.628505124734094,1.0,0.5596375945838311,0.5907875796833231,0.5855699561179712,0.5895614576899321,0.5587149556021151,0.5555179417738659,0.5998619193214321,0.6013182674199623
ENSAMXT00000015708,0.6555700391055851,0.5596375945838311,1.0,0.664444662288011,0.6842887473460721,0.6659142212189616,1.0,0.585794218215729,0.7356068940227356,0.6601275134870034
ENSDCDT00000024991,0.6828293182983085,0.5907875796833231,0.664444662288011,1.0,1.0,0.9982090677726458,0.6865779428453523,0.6257494477753235,0.747583796010693,0.700587084148728
ENSDCDT00000025220,0.6806064306064306,0.5855699561179712,0.6842887473460721,1.0,1.0,0.9980492813141684,0.6842887473460721,0.655511811023622,0.7528662420382166,0.6917808219178082
ENSDCDT00000036993,0.6817202093810941,0.5895614576899321,0.6659142212189616,0.9982090677726458,0.9980492813141684,1.0,0.6881520504080157,0.6239329750237117,0.7465513691579164,0.6994946890790966
ENSAMXT00000042770,0.6548432475884244,0.5587149556021151,1.0,0.6865779428453523,0.6842887473460721,0.6881520504080157,1.0,0.598329156223893,0.7351072645244453,0.6608935248966739
ENSSFOT00015008791,0.6316516931582584,0.5555179417738659,0.585794218215729,0.6257494477753235,0.655511811023622,0.6239329750237117,0.598329156223893,1.0,0.67468671679198,0.6371515975526852
ENSCHAT00000026330,0.7056524353577871,0.5998619193214321,0.7356068940227356,0.747583796010693,0.7528662420382166,0.7465513691579164,0.7351072645244453,0.67468671679198,1.0,0.727709661598823
ENSSFOT00015012388,0.709972378321745,0.6013182674199623,0.6601275134870034,0.700587084148728,0.6917808219178082,0.6994946890790966,0.6608935248966739,0.6371515975526852,0.727709661598823,1.0
