,ENSGAGT00000007975,ENSNMET00000034141,ENSMVIT00005016654,ENSCPGT00000023795,ENSCABT00000003559,ENSCPUT00000027032,ENSCPUT00000027033,ENSSCAT00000021520,ENSTGUT00000011679,ENSMGAT00000013098,ENSGALT00000015102,ENSFALT00000005775,ENSMUNT00000000890,ENSCCET00000018130,ENSLCOT00000017809,ENSZALT00000011090,ENSPMJT00000026186,ENSPMJT00000026187,ENSCABT00000003560,ENSCPRT00005030916,ENSCPRT00005030914,ENSNPET00000003742,ENSJHYT00000006427,ENSGAGT00000007980,ENSGAGT00000007982
ENSGAGT00000007975,1.0,0.7601299554647003,0.7636840380203213,0.7782711555959964,0.9772876892692561,0.7729013365370175,0.7763301550331174,0.7688610544713079,0.7656584052577401,0.7560749826429067,0.7589399165002723,0.7681375399825531,0.7866213151927438,0.7657034718684038,0.7693422859758889,0.7618164630599186,0.767864293254705,0.7686896958090889,0.9774624067061289,0.8112523364485982,0.8112523364485982,0.7395529640427599,0.7634889470622455,1.0,1.0
ENSNMET00000034141,0.7601299554647003,1.0,0.8955675197285936,0.8909410086676663,0.7654078493866509,0.8847313286607883,0.8848593089371628,0.8767953568673548,0.8818057345360825,0.9547217604686139,0.9550466497031382,0.8780228638428844,0.889864477953808,0.8713909801915065,0.8985328185328185,0.8662986253290436,0.8722874812456545,0.8727090969676774,0.7650591175263884,0.766828278272635,0.766828278272635,0.7807005447148866,0.8718822107460719,0.7601299554647003,0.7601299554647003
ENSMVIT00005016654,0.7636840380203213,0.8955675197285936,1.0,0.92019237723295,0.7687416826851988,0.9095419277827514,0.9093698115931567,0.9255966478411368,0.9289504128934456,0.8907457534031619,0.8891200408774043,0.9230629319752637,0.9155319552436942,0.9176197218894093,0.9917951077371367,0.9148580968280468,0.9184747115593934,0.9181838202907062,0.7691592261904762,0.76885020273035,0.76885020273035,0.7862083133602684,0.9185602617705871,0.7636840380203213,0.7636840380203213
ENSCPGT00000023795,0.7782711555959964,0.8909410086676663,0.92019237723295,1.0,0.7820673858430619,0.9809421205141541,0.9805867126833477,0.9073603138850541,0.906735137270393,0.8847886886264761,0.8869602950748535,0.9064654234090415,0.9199818484344274,0.9039597145237837,0.9221888884669426,0.9019081477182036,0.9059296555221502,0.9056015836938192,0.7829045211183819,0.7815254174259045,0.7815254174259045,0.8025366654131483,0.9050279329608939,0.7782711555959964,0.7782711555959964
ENSCABT00000003559,0.9772876892692561,0.7654078493866509,0.7687416826851988,0.7820673858430619,1.0,0.7749504043949336,0.7784714269882901,0.7718259840189405,0.7665914757212394,0.7581832902802945,0.7611835802196183,0.7700424275963844,0.7876170180379024,0.765542462413653,0.7744759986052459,0.7645537825059102,0.7682530298551582,0.7689114908574206,1.0,0.8132573599240266,0.8132573599240266,0.7409736451635696,0.7661052009456265,0.9772876892692561,0.9772876892692561
ENSCPUT00000027032,0.7729013365370175,0.8847313286607883,0.9095419277827514,0.9809421205141541,0.7749504043949336,1.0,1.0,0.9011470985155196,0.9007083486877124,0.879406084017383,0.8798673473189998,0.8998353046863303,0.9132405815225887,0.8983817318832455,0.9114995688641531,0.8989743973648749,0.9000037367811368,0.8995914043583535,0.7762672811059907,0.7813842654439109,0.7813842654439109,0.7953606609469336,0.9011079502919599,0.7729013365370175,0.7729013365370175
ENSCPUT00000027033,0.7763301550331174,0.8848593089371628,0.9093698115931567,0.9805867126833477,0.7784714269882901,1.0,1.0,0.9006672952781606,0.9000434422021247,0.8789902912621359,0.8796106003244998,0.8998334178315347,0.9132371819074228,0.8975953715422166,0.9112524610025746,0.8972622582747881,0.899164828807983,0.8987559458470545,0.7797687646380906,0.7790714976564244,0.7790714976564244,0.7975363558597092,0.8993264286231621,0.7763301550331174,0.7763301550331174
ENSSCAT00000021520,0.7688610544713079,0.8767953568673548,0.9255966478411368,0.9073603138850541,0.7718259840189405,0.9011470985155196,0.9006672952781606,1.0,0.9667950907574373,0.8694855092249483,0.8712579211887246,0.9557866414572955,0.9003641052871122,0.9557120557592478,0.9238051610932967,0.9596870585678583,0.9569084440572134,0.957102982224181,0.7742740134028295,0.7689290650330581,0.7689290650330581,0.7867370007535796,0.9644412191582002,0.7688610544713079,0.7688610544713079
ENSTGUT00000011679,0.7656584052577401,0.8818057345360825,0.9289504128934456,0.906735137270393,0.7665914757212394,0.9007083486877124,0.9000434422021247,0.9667950907574373,1.0,0.8767643648286617,0.8772090796664938,0.9570776255707762,0.9010152284263959,0.954932141020061,0.927379701617987,0.9553734061930783,0.9567625301633768,0.9562116902367693,0.7706552129340735,0.7673821840250906,0.7673821840250906,0.7891235283124649,0.9587330531990803,0.7656584052577401,0.7656584052577401
ENSMGAT00000013098,0.7560749826429067,0.9547217604686139,0.8907457534031619,0.8847886886264761,0.7581832902802945,0.879406084017383,0.8789902912621359,0.8694855092249483,0.8767643648286617,1.0,0.9616650987770461,0.8741822429906542,0.886878006466367,0.8701258229130147,0.8925534549657392,0.8629189021071456,0.8694737662135317,0.8692959968448037,0.7598926894701542,0.7622218677725496,0.7622218677725496,0.7794851107525305,0.8673803036200857,0.7560749826429067,0.7560749826429067
