	ENSLCOT00000012187	ENSOMET00000033154	ENSNSUT00000017931	ENSOMET00000028180	ENSSPUT00000013556	ENSGAGT00000010724	ENSABRT00000013602	ENSPKIT00000000626	ENSCABT00000018454	ENSIPUT00000019112	ENSNPET00000021229	ENSMAMT00000026235	ENSSPUT00000012634
ENSLCOT00000012187	1.0	0.5102222222222222	0.7659574468085106	0.5466666666666666	0.6308449548810501	0.7620192307692307	0.8043010752688172	0.6277573529411765	0.7613200306983884	0.7105263157894737	0.8009810791871058	0.6257777777777778	0.8017446471054719
ENSOMET00000033154	0.5102222222222222	1.0	0.5295124037639007	0.9226240538267452	0.6926713947990544	0.5333904109589042	0.507488986784141	0.5393566050650239	0.5444538526672311	0.5052015604681405	0.5008576329331046	0.784366576819407	0.5815789473684211
ENSNSUT00000017931	0.7659574468085106	0.5295124037639007	1.0	0.5543199315654406	0.6120077469335055	0.8389423076923077	0.7677261613691931	0.5446265938069217	0.8270308123249299	0.7307692307692307	0.8211508553654744	0.5467255334805003	0.861851332398317
ENSOMET00000028180	0.5466666666666666	0.9226240538267452	0.5543199315654406	1.0	0.7084318360914106	0.5039787798408488	0.5330396475770925	0.6563786008230452	0.5690093141405589	0.5790598290598291	0.5257289879931389	0.8212039532794251	0.6070175438596491
ENSSPUT00000013556	0.6308449548810501	0.6926713947990544	0.6120077469335055	0.7084318360914106	1.0	0.6097756410256411	0.6128500823723229	0.6631067961165048	0.5911242603550296	0.7104700854700855	0.5868603916614024	0.7449324324324325	0.5864705882352941
ENSGAGT00000010724	0.7620192307692307	0.5333904109589042	0.8389423076923077	0.5039787798408488	0.6097756410256411	1.0	0.7644230769230769	0.5706618962432916	0.9841395717684376	0.6948118006103764	0.8301282051282052	0.6292808219178082	0.8934294871794872
ENSABRT00000013602	0.8043010752688172	0.507488986784141	0.7677261613691931	0.5330396475770925	0.6128500823723229	0.7644230769230769	1.0	0.6129326047358834	0.7724028548770817	0.7079918032786885	0.7613314447592068	0.6528634361233481	0.7588187038556193
ENSPKIT00000000626	0.6277573529411765	0.5393566050650239	0.5446265938069217	0.6563786008230452	0.6631067961165048	0.5706618962432916	0.6129326047358834	1.0	0.5605658709106985	0.47934845840605	0.5730735163861824	0.745158002038736	0.606845513413506
ENSCABT00000018454	0.7613200306983884	0.5444538526672311	0.8270308123249299	0.5690093141405589	0.5911242603550296	0.9841395717684376	0.7724028548770817	0.5605658709106985	1.0	0.7058232931726908	0.7761290322580645	0.619813717188823	0.8757361601884571
ENSIPUT00000019112	0.7105263157894737	0.5052015604681405	0.7307692307692307	0.5790598290598291	0.7104700854700855	0.6948118006103764	0.7079918032786885	0.47934845840605	0.7058232931726908	1.0	0.6801181102362205	0.6399572649572649	0.7239958805355304
ENSNPET00000021229	0.8009810791871058	0.5008576329331046	0.8211508553654744	0.5257289879931389	0.5868603916614024	0.8301282051282052	0.7613314447592068	0.5730735163861824	0.7761290322580645	0.6801181102362205	1.0	0.6286449399656947	0.7909033480732786
ENSMAMT00000026235	0.6257777777777778	0.784366576819407	0.5467255334805003	0.8212039532794251	0.7449324324324325	0.6292808219178082	0.6528634361233481	0.745158002038736	0.619813717188823	0.6399572649572649	0.6286449399656947	1.0	0.6412280701754386
ENSSPUT00000012634	0.8017446471054719	0.5815789473684211	0.861851332398317	0.6070175438596491	0.5864705882352941	0.8934294871794872	0.7588187038556193	0.606845513413506	0.8757361601884571	0.7239958805355304	0.7909033480732786	0.6412280701754386	1.0
