	ENSCGOT00000036914	ENSLCRT00005005766	ENSMMOT00000003802	ENSLCRT00005004446	ENSLCRT00005005780	ENSMAMT00000033128	ENSBSLT00000004566	ENSBSLT00000004567	ENSBSLT00000004565	ENSBSLT00000004562	ENSBSLT00000004563	ENSSFOT00015009875	ENSCGOT00000036920	ENSMAMT00000033141	ENSLCRT00005005762	ENSLBET00000006341	ENSLCRT00005005747	ENSPKIT00000026165	ENSLBET00000007001	ENSLBET00000007080	ENSTRUT00000036760	ENSLCRT00005005768	ENSLCRT00005005769	ENSSDUT00000023234	ENSMALT00000018355	ENSLCRT00005005737	ENSLCRT00005004265	ENSMAMT00000033134	ENSSDUT00000023135	ENSLBET00000006670	ENSSDUT00000023179	ENSCGOT00000036908	ENSMALT00000018422	ENSATET00000020604	ENSBSLT00000004571	ENSBSLT00000004573	ENSBSLT00000004559	ENSMALT00000018390	ENSBSLT00000004557	ENSATET00000020568	ENSLCRT00005005776
ENSCGOT00000036914	1.0	0.8846858638743456	0.7766891462018068	0.8867847132016135	0.8883851912906107	0.8588332067830929	0.8101185166305594	0.8089091369273602	0.8066489904140323	0.8091680384956312	0.8053465346534654	0.7136322049405307	1.0	0.8588332067830929	0.8853448275862069	0.0	0.8848892663487293	0.7009127986016702	0.8530641116326925	0.8529893261737934	0.7582005623242737	0.8848892663487293	0.8862673160857739	0.895400544235747	0.8584911636156332	0.8862673160857739	0.8882725832012678	0.8588332067830929	0.8947101999493801	0.85171875	0.8947101999493801	1.0	0.857807953443259	0.8602252594279929	0.8087275951611882	0.8088973625675246	0.8089091369273602	0.8584911636156332	0.8089091369273602	0.8602252594279929	0.8808396789462852
ENSLCRT00005005766	0.8846858638743456	1.0	0.7872228704784131	1.0	1.0	0.8481100853509842	0.8050872349174646	0.8080319847237141	0.8007163790296321	0.8050862219125587	0.8035671100362757	0.6998090762226465	0.8812632857576678	0.8481100853509842	1.0	0.0	1.0	0.7023780034679217	0.8547889374090247	0.8526283240568955	0.7617295308187673	1.0	1.0	0.8843606724401426	0.8526095548064628	1.0	1.0	0.8481100853509842	0.8781861464320966	0.8436306152022132	0.8781861464320966	0.8812632857576678	0.8521909744931327	0.8467746617894676	0.8069133456078874	0.8045470992642625	0.8050862219125587	0.8526095548064628	0.8050862219125587	0.8467746617894676	0.990691823899371
ENSMMOT00000003802	0.7766891462018068	0.7872228704784131	1.0	0.7901531451714973	0.7853667904237613	0.767980911260084	0.7474358974358974	0.7472313854853911	0.7428792370150793	0.7479712230215827	0.7441694005368327	0.6340025270251298	0.7770110875206416	0.767980911260084	0.7881091273348654	0.0	0.7864145658263305	0.6208460994579307	0.7622231035068835	0.7604526503871352	0.7741610340329658	0.7864145658263305	0.7880664227413453	0.7700596615122367	0.7733886552233716	0.7880664227413453	0.7916259765625	0.767980911260084	0.7763150460477993	0.7459091504123576	0.7763150460477993	0.7770110875206416	0.7722529874672107	0.7718629013892052	0.7462739115127333	0.7450782132873371	0.7462001720676801	0.7733886552233716	0.7462001720676801	0.7718629013892052	0.7809698078682525
ENSLCRT00005004446	0.8867847132016135	1.0	0.7901531451714973	1.0	1.0	0.8550834120239219	0.8109515944606784	0.8093587521663779	0.8068779309364786	0.8105356352368305	0.8072717692003688	0.7161321206318813	0.887508261731659	0.8550834120239219	1.0	0.0	1.0	0.7001232285890326	0.8629790995769401	0.8616077429762065	0.7629851507233446	1.0	1.0	0.8836754025892012	0.8554953365263424	1.0	1.0	0.8550834120239219	0.8829713566257475	0.8648734177215189	0.8829713566257475	0.887508261731659	0.8579178506845776	0.8579792256846082	0.808616665615341	0.8082119900301719	0.8087614245193823	0.8554953365263424	0.8087614245193823	0.8579792256846082	0.9902988987939172
ENSLCRT00005005780	0.8883851912906107	1.0	0.7853667904237613	1.0	1.0	0.8490289716650748	0.8069048830111902	0.8123111286296151	0.8023470839260313	0.8084686405603311	0.8076412841602547	0.7096588573777229	0.8874233946176392	0.8490289716650748	1.0	0.0	1.0	0.7003725733708086	0.8562556604994178	0.8557400817187294	0.7598048655241031	1.0	1.0	0.8858939201391212	0.8545686087233365	1.0	1.0	0.8490289716650748	0.8815663801337154	0.8477726574500768	0.8815663801337154	0.8874233946176392	0.8540877271851519	0.8545049347341611	0.8118573473903423	0.8079013655044412	0.8084686405603311	0.8545686087233365	0.8084686405603311	0.8545049347341611	0.9905146446196244
ENSMAMT00000033128	0.8588332067830929	0.8481100853509842	0.767980911260084	0.8550834120239219	0.8490289716650748	1.0	0.8286387675327661	0.8268886191549621	0.8257224515719276	0.8311420612813369	0.827502597852442	0.705477044224144	0.8550052810702969	1.0	0.8465819225587253	0.0	0.8480748010918172	0.6884670316591288	0.8313803943983995	0.8291451244439101	0.7432513139034879	0.8480748010918172	0.8531780115954477	0.8882946022377967	0.8813164172630665	0.8502579866066527	0.8574567915899507	1.0	0.8872601853847812	0.8283806780992277	0.8854356091916019	0.8550052810702969	0.8821890778248506	0.8732823581560284	0.8262709441299251	0.82549718358432	0.8269454767319319	0.8802617713937109	0.8300791842933073	0.8757652923010241	0.8483043636805639
ENSBSLT00000004566	0.8101185166305594	0.8050872349174646	0.7474358974358974	0.8109515944606784	0.8069048830111902	0.8286387675327661	1.0	1.0	1.0	1.0	1.0	0.6852751965689778	0.8061363501747321	0.8286387675327661	0.8060011883541295	0.0	0.8050653690566922	0.6645958986731001	0.7967578873975946	0.7993298812062138	0.7400024310198128	0.8050653690566922	0.8067657611481291	0.8407244309371705	0.8300488365412237	0.8067657611481291	0.8127806138138877	0.8286387675327661	0.8372013261689722	0.7819817436168806	0.8372013261689722	0.8061363501747321	0.8295481151955045	0.8568219777688187	1.0	1.0	1.0	0.8300488365412237	1.0	0.8568219777688187	0.7980541197932502
ENSBSLT00000004567	0.8089091369273602	0.8080319847237141	0.7472313854853911	0.8093587521663779	0.8123111286296151	0.8268886191549621	1.0	1.0	1.0	1.0	1.0	0.6808647260273972	0.8063137906479944	0.8268886191549621	0.8062043575351561	0.0	0.8066730333054792	0.6697370015755666	0.7956028452178002	0.7973374613003096	0.7423812461443553	0.8066730333054792	0.8076592821569638	0.8370157100832447	0.8277437261477969	0.8076592821569638	0.8119505747833036	0.8268886191549621	0.8354881342297306	0.7835259338887396	0.8354881342297306	0.8063137906479944	0.8289002862595419	0.8561746987951807	1.0	1.0	1.0	0.8277437261477969	1.0	0.8561746987951807	0.8026422891490828
ENSBSLT00000004565	0.8066489904140323	0.8007163790296321	0.7428792370150793	0.8068779309364786	0.8023470839260313	0.8257224515719276	1.0	1.0	1.0	1.0	1.0	0.6852751965689778	0.8026795823374009	0.8257224515719276	0.8016752407334125	0.0	0.8007017999870037	0.6744545149378987	0.7944669105847615	0.7971994858959616	0.7329733378332771	0.8007017999870037	0.8027185199169341	0.8363736871199557	0.8267546642974997	0.8027185199169341	0.8090603796861079	0.8257224515719276	0.8328599381430285	0.7819817436168806	0.8328599381430285	0.8026795823374009	0.8261320204702987	0.857579423187114	1.0	1.0	1.0	0.8267546642974997	1.0	0.857579423187114	0.7927184137510996
ENSBSLT00000004562	0.8091680384956312	0.8050862219125587	0.7479712230215827	0.8105356352368305	0.8084686405603311	0.8311420612813369	1.0	1.0	1.0	1.0	1.0	0.6805457373109006	0.8058360732738374	0.8311420612813369	0.8051061827166304	0.0	0.803997908071358	0.6638755980861244	0.7967064493917834	0.7984547594615803	0.7404014224579591	0.803997908071358	0.810057407816295	0.8401877238483388	0.8324233983286908	0.8064243924392439	0.8131137541933516	0.8282323547782636	0.8403524326720603	0.7819086267836104	0.8372867954365751	0.8058360732738374	0.8293362754776146	0.8563218390804598	1.0	1.0	1.0	0.8304651559039019	1.0	0.8590487886569164	0.7992585389570925
