	ENSAPET00000018704	ENSACIT00000030691	ENSAPOT00000020766	ENSNBRT00000030760	ENSONIT00000018810	ENSSPAT00000031596	ENSORLT00000037502	ENSPRNT00000039112	ENSTRUT00000034211	ENSAOCT00000007595	ENSMZET00005027168	ENSTRUT00000049746	ENSORLT00000012053	ENSPNYT00000019011	ENSACLT00000037744	ENSHBUT00000026493
ENSAPET00000018704	1.0	0.7610619469026548	0.9112104758862984	0.7051948051948052	0.7329329962073325	0.7557417752948479	0.4763469119579501	0.6573957016434893	0.559009227780476	0.9807510255601136	0.7221871049304678	0.5403981264637002	0.4763469119579501	0.7288242730720607	0.7243994943109987	0.7288242730720607
ENSACIT00000030691	0.7610619469026548	1.0	0.7438518045352922	0.8547540983606557	0.8754789272030651	0.712911235257604	0.4886101023440079	0.7289214126630608	0.5648372996600292	0.7683811928053014	0.8609693877551021	0.5427400468384075	0.4886101023440079	0.8668365721567378	0.8629263627669748	0.8668365721567378
ENSAPOT00000020766	0.9112104758862984	0.7438518045352922	1.0	0.6980327868852461	0.7173427020121367	0.7368916797488226	0.4699035583638178	0.6413286489939316	0.5291005291005291	0.9269537480063796	0.7115937400191632	0.5150462962962963	0.4699035583638178	0.7183008623442989	0.7138294474608751	0.7183008623442989
ENSNBRT00000030760	0.7051948051948052	0.8547540983606557	0.6980327868852461	1.0	0.9204322200392928	0.6750718161506544	0.481531684174856	0.6758259731763167	0.5412474849094567	0.7183144246353322	0.9414650098103337	0.5197841726618705	0.481531684174856	0.9474028095393662	0.9434455704478588	0.9474028095393662
ENSONIT00000018810	0.7329329962073325	0.8754789272030651	0.7173427020121367	0.9204322200392928	1.0	0.7011173184357542	0.4829976890062727	0.6916958320076361	0.5502671199611462	0.7456610918270747	0.9508928571428572	0.5292740046838408	0.4829976890062727	0.9566741000318572	0.9528211667197959	0.9566741000318572
ENSSPAT00000031596	0.7557417752948479	0.712911235257604	0.7368916797488226	0.6750718161506544	0.7011173184357542	1.0	0.436310867462109	0.6536312849162011	0.5909745559289487	0.7635009310986964	0.6908752327746741	0.5983654407472271	0.436310867462109	0.6945996275605214	0.6902545003103663	0.6945996275605214
ENSORLT00000037502	0.4763469119579501	0.4886101023440079	0.4699035583638178	0.481531684174856	0.4829976890062727	0.436310867462109	1.0	0.4364476724991746	0.38513841670713933	0.4873563218390804	0.4889402443050512	0.3624121779859485	1.0	0.4879498184219214	0.4876196764608782	0.4879498184219214
ENSPRNT00000039112	0.6573957016434893	0.7289214126630608	0.6413286489939316	0.6758259731763167	0.6916958320076361	0.6536312849162011	0.4364476724991746	1.0	0.5507527926177757	0.6658251814452508	0.6815144766146993	0.5286885245901639	0.4364476724991746	0.6881959910913139	0.6837416481069042	0.6881959910913139
ENSTRUT00000034211	0.559009227780476	0.5648372996600292	0.5291005291005291	0.5412474849094567	0.5502671199611462	0.5909745559289487	0.38513841670713933	0.5507527926177757	1.0	0.55560951918407	0.5468674113647402	1.0	0.38513841670713933	0.5473530840213696	0.5439533754249636	0.5473530840213696
ENSAOCT00000007595	0.9807510255601136	0.7683811928053014	0.9269537480063796	0.7183144246353322	0.7456610918270747	0.7635009310986964	0.4873563218390804	0.6658251814452508	0.55560951918407	1.0	0.7349321552540233	0.5362997658079626	0.4873563218390804	0.7415588513726727	0.7371410539602399	0.7415588513726727
ENSMZET00005027168	0.7221871049304678	0.8609693877551021	0.7115937400191632	0.9414650098103337	0.9508928571428572	0.6908752327746741	0.4889402443050512	0.6815144766146993	0.5468674113647402	0.7349321552540233	1.0	0.5345433255269321	0.4889402443050512	0.9933099713284486	0.9977685686962066	0.9933099713284486
ENSTRUT00000049746	0.5403981264637002	0.5427400468384075	0.5150462962962963	0.5197841726618705	0.5292740046838408	0.5983654407472271	0.3624121779859485	0.5286885245901639	1.0	0.5362997658079626	0.5345433255269321	1.0	0.3624121779859485	0.5310304449648712	0.5310304449648712	0.5310304449648712
ENSORLT00000012053	0.4763469119579501	0.4886101023440079	0.4699035583638178	0.481531684174856	0.4829976890062727	0.436310867462109	1.0	0.4364476724991746	0.38513841670713933	0.4873563218390804	0.4889402443050512	0.3624121779859485	1.0	0.4879498184219214	0.4876196764608782	0.4879498184219214
ENSPNYT00000019011	0.7288242730720607	0.8668365721567378	0.7183008623442989	0.9474028095393662	0.9566741000318572	0.6945996275605214	0.4879498184219214	0.6881959910913139	0.5473530840213696	0.7415588513726727	0.9933099713284486	0.5310304449648712	0.4879498184219214	1.0	0.9955399808856324	1.0
ENSACLT00000037744	0.7243994943109987	0.8629263627669748	0.7138294474608751	0.9434455704478588	0.9528211667197959	0.6902545003103663	0.4876196764608782	0.6837416481069042	0.5439533754249636	0.7371410539602399	0.9977685686962066	0.5310304449648712	0.4876196764608782	0.9955399808856324	1.0	0.9955399808856324
ENSHBUT00000026493	0.7288242730720607	0.8668365721567378	0.7183008623442989	0.9474028095393662	0.9566741000318572	0.6945996275605214	0.4879498184219214	0.6881959910913139	0.5473530840213696	0.7415588513726727	0.9933099713284486	0.5310304449648712	0.4879498184219214	1.0	0.9955399808856324	1.0
