	ENSAHAT00000017182	ENSMUNT00000006968	ENSSPUT00000023151	ENSPVIT00000031029	ENSSMRT00000025191	ENSARWT00000027950	ENSPVIT00000031030	ENSDNVT00000010654	ENSAOWT00000022880	ENSMUNT00000006967	ENSDNVT00000010661	ENSCPUT00000018700	ENSSMRT00000025186	ENSCPUT00000018699	ENSARWT00000027949	ENSCPGT00000026941
ENSAHAT00000017182	1.0	0.8870144746433406	0.7885703852473982	0.7432932469935245	0.7317298797409806	0.9933567078796826	0.7584406543682561	0.9627630375114364	0.9958418037331362	0.8848484848484849	0.962560941955662	0.8893728222996515	0.7317298797409806	0.8714898944732606	0.9928902932754023	0.8745951781216265
ENSMUNT00000006968	0.8870144746433406	1.0	0.7725710715401437	0.7186295949182547	0.7087368530667499	0.8918046443819639	0.7177519467328743	0.8901384983859211	0.8889930230136416	1.0	0.8901384983859211	0.9122171945701356	0.7087368530667499	0.9136222910216718	0.8918046443819639	0.9123845115747948
ENSSPUT00000023151	0.7885703852473982	0.7725710715401437	1.0	0.7564360051122877	0.7436552857403688	0.7919481467956909	0.7749038797623209	0.7893920029213073	0.7926784736169435	0.7611940298507462	0.7942258183155572	0.7710027100271003	0.7436552857403688	0.7615811125022357	0.8074454428754814	0.7618747750989565
ENSPVIT00000031029	0.7432932469935245	0.7186295949182547	0.7564360051122877	1.0	0.7898993698862034	0.7446023251522421	1.0	0.7333028362305581	0.7442247274071336	0.7015829941203076	0.7347070186735349	0.7243515292295779	0.7898993698862034	0.7095331783223037	0.7550113557815741	0.7042101475350846
ENSSMRT00000025191	0.7317298797409806	0.7087368530667499	0.7436552857403688	0.7898993698862034	1.0	0.7309466691271452	0.8063009103976999	0.7209515096065874	0.7326741822214009	0.6953414744459521	0.721644742893938	0.7077042198993418	1.0	0.6970130566982651	0.7368421052631579	0.7007016912558475
ENSARWT00000027950	0.9933567078796826	0.8918046443819639	0.7919481467956909	0.7446023251522421	0.7309466691271452	1.0	0.7600323811726609	0.967246111619396	0.9975087654548811	0.8890094979647218	0.9670683469781988	0.8901471157568719	0.7309466691271452	0.8779288141656233	1.0	0.8810723281756028
ENSPVIT00000031030	0.7584406543682561	0.7177519467328743	0.7749038797623209	1.0	0.8063009103976999	0.7600323811726609	1.0	0.7443807339449541	0.7595875333101609	0.7177519467328743	0.7443807339449541	0.7378425080227105	0.8063009103976999	0.7180518319928507	0.7600323811726609	0.7136756938981909
ENSDNVT00000010654	0.9627630375114364	0.8901384983859211	0.7893920029213073	0.7333028362305581	0.7209515096065874	0.967246111619396	0.7443807339449541	1.0	0.9668801463860932	0.8872003618272275	1.0	0.8915989159891599	0.7209515096065874	0.8782865319263101	0.9667874987753502	0.8814321698452681
ENSAOWT00000022880	0.9958418037331362	0.8889930230136416	0.7926784736169435	0.7442247274071336	0.7326741822214009	0.9975087654548811	0.7595875333101609	0.9668801463860932	1.0	0.8865671641791045	0.9667003955477876	0.8893728222996515	0.7326741822214009	0.8755142192809873	0.997333859978276	0.8786433969053616
ENSMUNT00000006967	0.8848484848484849	1.0	0.7611940298507462	0.7015829941203076	0.6953414744459521	0.8890094979647218	0.7177519467328743	0.8872003618272275	0.8865671641791045	1.0	0.8865951255001819	0.9106658923732096	0.6953414744459521	0.9120014308710428	0.8882562964392551	0.9127383951061532
ENSDNVT00000010661	0.962560941955662	0.8901384983859211	0.7942258183155572	0.7347070186735349	0.721644742893938	0.9670683469781988	0.7443807339449541	1.0	0.9667003955477876	0.8865951255001819	1.0	0.890976345760732	0.721644742893938	0.8776409242110941	0.9667874987753502	0.8807994935335082
ENSCPUT00000018700	0.8893728222996515	0.9122171945701356	0.7710027100271003	0.7243515292295779	0.7077042198993418	0.8901471157568719	0.7378425080227105	0.8915989159891599	0.8893728222996515	0.9106658923732096	0.890976345760732	1.0	0.7077042198993418	1.0	0.8905990016638935	0.9805458768873404
ENSSMRT00000025186	0.7317298797409806	0.7087368530667499	0.7436552857403688	0.7898993698862034	1.0	0.7309466691271452	0.8063009103976999	0.7209515096065874	0.7326741822214009	0.6953414744459521	0.721644742893938	0.7077042198993418	1.0	0.6970130566982651	0.7368421052631579	0.7007016912558475
ENSCPUT00000018699	0.8714898944732606	0.9136222910216718	0.7615811125022357	0.7095331783223037	0.6970130566982651	0.8779288141656233	0.7180518319928507	0.8782865319263101	0.8755142192809873	0.9120014308710428	0.8776409242110941	1.0	0.6970130566982651	1.0	0.8775081215364036	0.9820246825254874
ENSARWT00000027949	0.9928902932754023	0.8918046443819639	0.8074454428754814	0.7550113557815741	0.7368421052631579	1.0	0.7600323811726609	0.9667874987753502	0.997333859978276	0.8882562964392551	0.9667874987753502	0.8905990016638935	0.7368421052631579	0.8775081215364036	1.0	0.8798155442405611
ENSCPGT00000026941	0.8745951781216265	0.9123845115747948	0.7618747750989565	0.7042101475350846	0.7007016912558475	0.8810723281756028	0.7136756938981909	0.8814321698452681	0.8786433969053616	0.9127383951061532	0.8807994935335082	0.9805458768873404	0.7007016912558475	0.9820246825254874	0.8798155442405611	1.0
