,ENST00000540238,ENSPTRT00000105323,ENST00000328654,ENSPPYT00000006098,ENSPTRT00000108846,ENSPTET00000044277,ENSGGOT00000058405,ENSPPAT00000063775,ENSGGOT00000051295,ENSPPAT00000063781,ENST00000544181,ENSNLET00000040813,ENSPPAT00000063784,ENSNLET00000031868,ENSNLET00000015898,ENSPTRT00000010398,ENST00000534834
ENST00000540238,1.0,1.0,1.0,0.9833860759493671,1.0,0.9548213081591369,1.0,1.0,0.9944488501189532,1.0,1.0,0.9896825396825397,1.0,0.9936189608021878,0.9912339851652057,1.0,1.0
ENSPTRT00000105323,1.0,1.0,0.9950880065493246,0.9846641447704734,1.0,0.9641140987629077,0.9946930280957336,0.9992715920915712,0.9942208051016341,0.9992837409188581,1.0,0.9846521825792306,0.9993024414549079,0.9845977729212196,0.9842406876790831,1.0,0.9950046831095848
ENST00000328654,1.0,0.9950880065493246,1.0,0.9881402719558328,0.9950046831095848,0.968312674930028,0.9982310093652446,0.9956295525494276,0.9975445058317987,0.9957983193277311,1.0,0.987821103264763,0.9957024455131485,0.9882389675270608,0.9880928557134281,0.9951975987993997,1.0
ENSPPYT00000006098,0.9833860759493671,0.9846641447704734,0.9881402719558328,1.0,0.9851304980763231,0.9605357325426848,0.9884579390662369,0.9858583757928668,0.9886514671301503,0.9853798180145179,0.9894657637321295,0.9797566710970248,0.9853798180145179,0.979411458874909,0.9797566710970248,0.9846641447704734,0.9886659041281065
ENSPTRT00000108846,1.0,1.0,0.9950046831095848,0.9851304980763231,1.0,0.9642300093584277,0.9946930280957336,0.9992715920915712,0.9946930280957336,0.9992715920915712,1.0,0.9845977729212196,0.9992715920915712,0.9845977729212196,0.9845977729212196,1.0,0.9950046831095848
ENSPTET00000044277,0.9548213081591369,0.9641140987629077,0.968312674930028,0.9605357325426848,0.9642300093584277,1.0,0.9675574503483415,0.9649578870749714,0.9681014211225846,0.9656137544982007,0.9664429530201343,0.9594111031591862,0.9648297720069523,0.9587189352188832,0.9603158736505398,0.9649140343862455,0.9677654154102111
ENSGGOT00000058405,1.0,0.9946930280957336,0.9982310093652446,0.9884579390662369,0.9946930280957336,0.9675574503483415,1.0,0.9954214360041623,1.0,0.9954214360041623,1.0,0.9878251821019771,0.9954214360041623,0.9878251821019771,0.9878251821019771,0.9946930280957336,0.9982310093652446
ENSPPAT00000063775,1.0,0.9992715920915712,0.9956295525494276,0.9858583757928668,0.9992715920915712,0.9649578870749714,0.9954214360041623,1.0,0.9954214360041623,1.0,1.0,0.9852237252861602,1.0,0.9852237252861602,0.9852237252861602,0.9992715920915712,0.9956295525494276
ENSGGOT00000051295,0.9944488501189532,0.9942208051016341,0.9975445058317987,0.9886514671301503,0.9946930280957336,0.9681014211225846,1.0,0.9954214360041623,1.0,0.9947820748925721,0.9965226030799801,0.9883419689119171,0.9949182941410921,0.9878251821019771,0.9880294659300184,0.9940658890935135,0.9982310093652446
ENSPPAT00000063781,1.0,0.9992837409188581,0.9957983193277311,0.9853798180145179,0.9992715920915712,0.9656137544982007,0.9954214360041623,1.0,0.9947820748925721,1.0,1.0,0.9848562365701422,1.0,0.9852237252861602,0.9851940776310524,0.9992997198879552,0.9956295525494276
ENST00000544181,1.0,1.0,1.0,0.9894657637321295,1.0,0.9664429530201343,1.0,1.0,0.9965226030799801,1.0,1.0,0.9880715705765407,1.0,0.9902650081124933,0.9892617449664429,1.0,1.0
ENSNLET00000040813,0.9896825396825397,0.9846521825792306,0.987821103264763,0.9797566710970248,0.9845977729212196,0.9594111031591862,0.9878251821019771,0.9852237252861602,0.9883419689119171,0.9848562365701422,0.9880715705765407,1.0,0.9852516193323368,1.0,1.0,0.9842406876790831,0.9882389675270608
ENSPPAT00000063784,1.0,0.9993024414549079,0.9957024455131485,0.9853798180145179,0.9992715920915712,0.9648297720069523,0.9954214360041623,1.0,0.9949182941410921,1.0,1.0,0.9852516193323368,1.0,0.9852237252861602,0.9848562365701422,0.9992837409188581,0.9956295525494276
ENSNLET00000031868,0.9936189608021878,0.9845977729212196,0.9882389675270608,0.979411458874909,0.9845977729212196,0.9587189352188832,0.9878251821019771,0.9852237252861602,0.9878251821019771,0.9852237252861602,0.9902650081124933,1.0,0.9852237252861602,1.0,1.0,0.9845977729212196,0.9882389675270608
ENSNLET00000015898,0.9912339851652057,0.9842406876790831,0.9880928557134281,0.9797566710970248,0.9845977729212196,0.9603158736505398,0.9878251821019771,0.9852237252861602,0.9880294659300184,0.9851940776310524,0.9892617449664429,1.0,0.9848562365701422,1.0,1.0,0.9845922961480741,0.9882389675270608
ENSPTRT00000010398,1.0,1.0,0.9951975987993997,0.9846641447704734,1.0,0.9649140343862455,0.9946930280957336,0.9992715920915712,0.9940658890935135,0.9992997198879552,1.0,0.9842406876790831,0.9992837409188581,0.9845977729212196,0.9845922961480741,1.0,0.9950046831095848
ENST00000534834,1.0,0.9950046831095848,1.0,0.9886659041281065,0.9950046831095848,0.9677654154102111,0.9982310093652446,0.9956295525494276,0.9982310093652446,0.9956295525494276,1.0,0.9882389675270608,0.9956295525494276,0.9882389675270608,0.9882389675270608,0.9950046831095848,1.0
