,ENSEEET00000037010,C32A3.2.1,ENSDCDT00000062769,ENSDART00000080609,ENSCGOT00000045961,ENSCHAT00000007010,ENSTRUT00000042290,ENSSDUT00000014365,ENSPMGT00000003930,FBtr0075519,ENSGWIT00000024364,ENSLCRT00005056358,ENSDART00000147007,ENSIPUT00000032804
ENSEEET00000037010,1.0,0.3639020825721593,0.5939533907201344,0.5724096745297104,0.5302035821559684,0.4990817263544536,0.510740354535975,0.5306056001736488,0.5151878977068075,0.5067064083457526,0.5685068429955406,0.5760104302477184,0.5724096745297104,0.5887823307178146
C32A3.2.1,0.3639020825721593,1.0,0.3776081424936386,0.36381247578457965,0.40573770491803285,0.3267950963222417,0.4412238325281803,0.35201793721973096,0.40840630472854644,0.3680427878990473,0.34888148500713945,0.35220125786163514,0.36381247578457965,0.3069653482674134
ENSDCDT00000062769,0.5939533907201344,0.3776081424936386,1.0,0.5588302230314065,0.5465901417960837,0.49685595433878293,0.5600911953099554,0.5955135773317591,0.563763322307975,0.5018125323666494,0.612788906009245,0.6122661122661123,0.5588302230314065,0.5397365065873353
ENSDART00000080609,0.5724096745297104,0.36381247578457965,0.5588302230314065,1.0,0.5273809523809524,0.49158279963403473,0.524665744582757,0.5359765051395007,0.5371156567605815,0.48518518518518516,0.569618222649984,0.5578434028718504,1.0,0.5341479587003883
ENSCGOT00000045961,0.5302035821559684,0.40573770491803285,0.5465901417960837,0.5273809523809524,1.0,0.4623909697280657,0.6624671340929009,0.8109270266852157,0.6057286166842661,0.531615925058548,0.6396893874029336,0.7487719298245614,0.5273809523809524,0.5174685331137513
ENSCHAT00000007010,0.4990817263544536,0.3267950963222417,0.49685595433878293,0.49158279963403473,0.4623909697280657,1.0,0.4369067560022334,0.47069825436408985,0.511765401442592,0.5222066386161758,0.5742230635746963,0.5442887361184559,0.49158279963403473,0.4820713586618026
ENSTRUT00000042290,0.510740354535975,0.4412238325281803,0.5600911953099554,0.524665744582757,0.6624671340929009,0.4369067560022334,1.0,0.6881060513072297,0.5953506194916337,0.5430944963655244,0.5651771956856703,0.6457821986823408,0.524665744582757,0.5017258657165127
ENSSDUT00000014365,0.5306056001736488,0.35201793721973096,0.5955135773317591,0.5359765051395007,0.8109270266852157,0.47069825436408985,0.6881060513072297,1.0,0.6324120603015075,0.5700604838709677,0.6289676425269646,0.7221927966101694,0.5359765051395007,0.4944473823373876
ENSPMGT00000003930,0.5151878977068075,0.40840630472854644,0.563763322307975,0.5371156567605815,0.6057286166842661,0.511765401442592,0.5953506194916337,0.6324120603015075,1.0,0.4974039460020768,0.5394453004622496,0.5775456919060052,0.5371156567605815,0.5124336069531628
FBtr0075519,0.5067064083457526,0.3680427878990473,0.5018125323666494,0.48518518518518516,0.531615925058548,0.5222066386161758,0.5430944963655244,0.5700604838709677,0.4974039460020768,1.0,0.501693275278181,0.5341463414634147,0.48518518518518516,0.4639841033283656
ENSGWIT00000024364,0.5685068429955406,0.34888148500713945,0.612788906009245,0.569618222649984,0.6396893874029336,0.5742230635746963,0.5651771956856703,0.6289676425269646,0.5394453004622496,0.501693275278181,1.0,0.6572617946345976,0.569618222649984,0.5807770961145194
ENSLCRT00005056358,0.5760104302477184,0.35220125786163514,0.6122661122661123,0.5578434028718504,0.7487719298245614,0.5442887361184559,0.6457821986823408,0.7221927966101694,0.5775456919060052,0.5341463414634147,0.6572617946345976,1.0,0.5578434028718504,0.5892121695230503
ENSDART00000147007,0.5724096745297104,0.36381247578457965,0.5588302230314065,1.0,0.5273809523809524,0.49158279963403473,0.524665744582757,0.5359765051395007,0.5371156567605815,0.48518518518518516,0.569618222649984,0.5578434028718504,1.0,0.5341479587003883
ENSIPUT00000032804,0.5887823307178146,0.3069653482674134,0.5397365065873353,0.5341479587003883,0.5174685331137513,0.4820713586618026,0.5017258657165127,0.4944473823373876,0.5124336069531628,0.4639841033283656,0.5807770961145194,0.5892121695230503,0.5341479587003883,1.0
