	ENSNPET00000021232	ENSARWT00000029980	ENSAHAT00000013437	ENSSPUT00000012695	ENSSMRT00000032025	ENSMUNT00000006567	ENSAHAT00000013438	ENSARWT00000029982	ENSPVIT00000011207	ENSCPUT00000011773	ENSAOWT00000000745	ENSCPGT00000010647	ENSLCOT00000012190	ENSACAT00000009439	ENSMVIT00005023260	ENSAOWT00000000751	ENSNSUT00000017926	ENSNSUT00000017925
ENSNPET00000021232	1.0	0.8699128944737969	0.8781540504648074	0.7557104142469996	0.6909246575342466	0.8215700842000991	0.8781540504648074	0.8743183259353202	0.6981409001956947	0.8354383358098069	0.8713457661290323	0.8371718672610203	0.8241703813769192	0.6801614481409002	0.8252227553118574	0.8713457661290323	0.6946873987690314	0.6905985740341568
ENSARWT00000029980	0.8699128944737969	1.0	0.9930298409932476	0.777195489915833	0.7149300857013983	0.8607556368068251	0.9930298409932476	1.0	0.7418433318298	0.868069120961683	0.9900559353635798	0.8747547910064886	0.8509608110152822	0.7107201924522628	0.8599692989936892	0.9900559353635798	0.7227513227513227	0.7227513227513227
ENSAHAT00000013437	0.8781540504648074	0.9930298409932476	1.0	0.7967788635541079	0.7649713591390384	0.9064398541919806	1.0	0.9927200529450696	0.7533414337788579	0.8988300068823124	1.0	0.9122077922077922	0.907481340045131	0.7351154313487241	0.9139038361395592	1.0	0.6785542939389093	0.7176931292274831
ENSSPUT00000012695	0.7557104142469996	0.777195489915833	0.7967788635541079	1.0	0.7528999190720259	0.7623149394347241	0.7967788635541079	0.7733089579524679	0.7609927164823307	0.7465388711395101	0.7739458251884949	0.7542757883484768	0.7522064723188018	0.7369840841650931	0.7430101130279595	0.7739458251884949	0.7393214976269995	0.7416216216216216
ENSSMRT00000032025	0.6909246575342466	0.7149300857013983	0.7649713591390384	0.7528999190720259	1.0	0.7037844772289928	0.7649713591390384	0.7244938467645892	0.7829876027985762	0.6970655198583354	0.7254566960178735	0.706905305915207	0.7057474193959475	0.7683397683397684	0.7004088537995207	0.7254566960178735	0.7937188948000686	0.7906894727561277
ENSMUNT00000006567	0.8215700842000991	0.8607556368068251	0.9064398541919806	0.7623149394347241	0.7037844772289928	1.0	0.9064398541919806	0.874278038952317	0.7272610647851186	0.8791361454912857	0.8739316239316239	0.8898605830164765	0.8838274589642449	0.6918537524053879	0.8910807383401437	0.8739316239316239	0.7135098438560761	0.7084999130888232
ENSAHAT00000013438	0.8781540504648074	0.9930298409932476	1.0	0.7967788635541079	0.7649713591390384	0.9064398541919806	1.0	0.9930033234213748	0.7533414337788579	0.8988300068823124	1.0	0.9122077922077922	0.907481340045131	0.7351154313487241	0.9139038361395592	1.0	0.6785542939389093	0.7176931292274831
ENSARWT00000029982	0.8743183259353202	1.0	0.9927200529450696	0.7733089579524679	0.7244938467645892	0.874278038952317	0.9930033234213748	1.0	0.7419610956728859	0.8828135368281353	0.9903663328685512	0.8887704808845078	0.8650233177881412	0.7140399629482599	0.8742399525433783	0.9910029108229691	0.7164596816512157	0.71259418729817
ENSPVIT00000011207	0.6981409001956947	0.7418433318298	0.7533414337788579	0.7609927164823307	0.7829876027985762	0.7272610647851186	0.7533414337788579	0.7419610956728859	1.0	0.7192006071338224	0.7450387698777763	0.7282305153592282	0.7163247100802854	0.7993083858219093	0.7032285351755252	0.7450387698777763	0.7945769692809336	0.7973902309998236
ENSCPUT00000011773	0.8354383358098069	0.868069120961683	0.8988300068823124	0.7465388711395101	0.6970655198583354	0.8791361454912857	0.8988300068823124	0.8828135368281353	0.7192006071338224	1.0	0.8802584728999077	0.9834554180348573	0.8798939126041929	0.6727801669618012	0.8837697801428371	0.8802584728999077	0.6904881731253145	0.6887702376851533
ENSAOWT00000000745	0.8713457661290323	0.9900559353635798	1.0	0.7739458251884949	0.7254566960178735	0.8739316239316239	1.0	0.9903663328685512	0.7450387698777763	0.8802584728999077	1.0	0.8877564526803441	0.8641599364490931	0.7152056774871862	0.8743925784126049	1.0	0.7214025342822427	0.7176931292274831
ENSCPGT00000010647	0.8371718672610203	0.8747547910064886	0.9122077922077922	0.7542757883484768	0.706905305915207	0.8898605830164765	0.9122077922077922	0.8887704808845078	0.7282305153592282	0.9834554180348573	0.8877564526803441	1.0	0.8851711026615969	0.6816450875856817	0.892454954954955	0.8877564526803441	0.7062795408507765	0.7049748656612931
ENSLCOT00000012190	0.8241703813769192	0.8509608110152822	0.907481340045131	0.7522064723188018	0.7057474193959475	0.8838274589642449	0.907481340045131	0.8650233177881412	0.7163247100802854	0.8798939126041929	0.8641599364490931	0.8851711026615969	1.0	0.6816617815725755	0.9814005917993518	0.8641599364490931	0.7208121827411168	0.7171839778047512
ENSACAT00000009439	0.6801614481409002	0.7107201924522628	0.7351154313487241	0.7369840841650931	0.7683397683397684	0.6918537524053879	0.7351154313487241	0.7140399629482599	0.7993083858219093	0.6727801669618012	0.7152056774871862	0.6816450875856817	0.6816617815725755	1.0	0.6770054983786832	0.7152056774871862	0.7906298266689549	0.7869864221477694
ENSMVIT00005023260	0.8252227553118574	0.8599692989936892	0.9139038361395592	0.7430101130279595	0.7004088537995207	0.8910807383401437	0.9139038361395592	0.8742399525433783	0.7032285351755252	0.8837697801428371	0.8743925784126049	0.892454954954955	0.9814005917993518	0.6770054983786832	1.0	0.8743925784126049	0.7159763313609467	0.7122314622314623
