	ENSETET00000010306	ENSMLUT00000005109	ENSLOCT00000000383	ENSPVAT00000008556	ENSOPRT00000011544	ENSLAFT00000022128	ENSECAT00000066421	ENSPCAT00000008462	ENSECAT00000010996	ENSLACT00000010723
ENSETET00000010306	1.0	0.8996104285286185	0.8421774931381518	0.8601113967437874	0.8382446470214119	0.8888551011099285	0.8964692901802133	0.8177278401997503	0.8890735983073901	0.7809472551130248
ENSMLUT00000005109	0.8996104285286185	1.0	0.8071575695159631	0.9154544145182196	0.8213889915035094	0.8886318572372769	0.9497404734776554	0.8542632893328577	0.9442187328428682	0.7968186901951038
ENSLOCT00000000383	0.8421774931381518	0.8071575695159631	1.0	0.7862190812720848	0.7679012345679013	0.8009783728115345	0.8007209062821833	0.7443064182194618	0.8007209062821833	0.7870751802265705
ENSPVAT00000008556	0.8601113967437874	0.9154544145182196	0.7862190812720848	1.0	0.8600442111080409	0.8829957744426635	0.936045509394932	0.8316604531115572	0.9213904514640128	0.7278329339267374
ENSOPRT00000011544	0.8382446470214119	0.8213889915035094	0.7679012345679013	0.8600442111080409	1.0	0.8269301810121906	0.8798950343157045	0.7022982362373063	0.8226819357222017	0.7178308823529411
ENSLAFT00000022128	0.8888551011099285	0.8886318572372769	0.8009783728115345	0.8829957744426635	0.8269301810121906	1.0	0.8954845256215119	0.8664624256622815	0.8955058667257029	0.7977853277966528
ENSECAT00000066421	0.8964692901802133	0.9497404734776554	0.8007209062821833	0.936045509394932	0.8798950343157045	0.8954845256215119	1.0	0.8372943327239488	1.0	0.7954478707782673
ENSPCAT00000008462	0.8177278401997503	0.8542632893328577	0.7443064182194618	0.8316604531115572	0.7022982362373063	0.8664624256622815	0.8372943327239488	1.0	0.8536497662711255	0.7470334412081985
ENSECAT00000010996	0.8890735983073901	0.9442187328428682	0.8007209062821833	0.9213904514640128	0.8226819357222017	0.8955058667257029	1.0	0.8536497662711255	1.0	0.7927149831017649
ENSLACT00000010723	0.7809472551130248	0.7968186901951038	0.7870751802265705	0.7278329339267374	0.7178308823529411	0.7977853277966528	0.7954478707782673	0.7470334412081985	0.7927149831017649	1.0
