,ENSBSLT00000038178,ENSGWIT00000003909,ENSAPET00000016521,ENSTRUT00000057225,ENSKMAT00000009482,ENSMZET00005004973,ENSTRUT00000037431,ENSACIT00000020615,ENSACIT00000020617,ENSLCRT00005027857,ENSCSET00000027876,ENSAPET00000016544,ENSPNYT00000015953,ENSPNYT00000015957,ENSTRUT00000051579,ENSAPET00000016530,ENSKMAT00000009499,ENSAOCT00000030217,ENSAOCT00000030216,ENSBSLT00000038271,ENSBSLT00000038215,ENSBSLT00000038311,ENSLCRT00005027866,ENSAOCT00000019367,ENSONIT00000003289,ENSAPOT00000024831,ENSSPAT00000026850,ENSMALT00000007258,ENSCSET00000027863,ENSCSET00000027867,ENSHBUT00000013853
ENSBSLT00000038178,1.0,0.647198275862069,0.7541970802919709,0.6429845422116528,0.7475817595578075,0.7691846522781774,0.7615518744551003,0.7440030704279409,0.744667633050321,0.7926777352064709,0.7222857142857143,0.7556137724550899,0.7594,0.7553410024650781,0.7615518744551003,0.7513290017720023,0.7600202942668696,0.7562660351292678,0.7612443778110944,1.0,1.0,1.0,0.7432494279176202,0.7596856725146199,0.8068013799901429,0.7699567440031458,0.7529114906832298,0.7770257567211882,0.7238944630248978,0.7172,0.7675298804780877
ENSGWIT00000003909,0.647198275862069,1.0,0.6966151274550773,0.6098535286284953,0.6697736351531292,0.7036644778648592,0.6852659110723627,0.7027449230082571,0.7027449230082571,0.6859578286227007,0.6393986292283882,0.6954838709677419,0.6988744956466341,0.6982739785885952,0.6852659110723627,0.6966151274550773,0.6697736351531292,0.6968998743192292,0.6957740405347133,0.64773735581189,0.647198275862069,0.64773735581189,0.6582397003745318,0.6968998743192292,0.7442585766940742,0.7020254750469826,0.7132005748306303,0.6780836765662259,0.6397595534564191,0.6397595534564191,0.7025543592991345
ENSAPET00000016521,0.7541970802919709,0.6966151274550773,1.0,0.6492932862190812,0.7968500342387582,0.8090539756239118,0.7580645161290323,0.7997399219765929,0.8026896828582898,0.7943886097152428,0.7456904541241891,1.0,0.812149351905591,0.8134313530697397,0.7580645161290323,1.0,0.8005526249686008,0.9891758450436764,0.9889712529379859,0.7556137724550899,0.7541970802919709,0.752781711511228,0.7624713958810069,0.9892359272983942,0.8224254090471608,0.9632087995448512,0.9189645469893079,0.7847615567330531,0.7454348219128548,0.7428849902534113,0.812536273940801
ENSTRUT00000057225,0.6429845422116528,0.6098535286284953,0.6492932862190812,1.0,0.7566812923813323,0.6753287413901065,1.0,0.6594546532305868,0.6718847839699437,0.8119391338275458,0.6872844827586206,0.6802514632560156,0.6637445209768316,0.6637445209768316,1.0,0.6632462686567164,0.7872711421098518,0.6735074626865671,0.6884890526772166,0.6762715564287274,0.6429845422116528,0.6930243126562144,0.8108267137393351,0.6590106007067138,0.7353020861555134,0.6611265004616805,0.6828358208955224,0.6373260738052027,0.6719252118025124,0.6941103916127043,0.6753287413901065
ENSKMAT00000009482,0.7475817595578075,0.6697736351531292,0.7968500342387582,0.7566812923813323,1.0,0.752323536799799,0.7872711421098518,0.7617577197149644,0.7671161825726142,0.751864125932063,0.7232289950576606,0.7983054836432102,0.7490580256217031,0.7472070667705898,0.7872711421098518,0.8005526249686008,1.0,0.8093443858327054,0.8056013179571664,0.7486935866983373,0.7475817595578075,0.7616797900262468,0.7711826008155868,0.8039260442821273,0.7551255471089611,0.8106003516704345,0.813112283345893,0.7445788632732253,0.7272312257475462,0.7370007535795027,0.752323536799799
ENSMZET00005004973,0.7691846522781774,0.7036644778648592,0.8090539756239118,0.6753287413901065,0.752323536799799,1.0,0.7537053182214473,0.8991698724438145,0.8991698724438145,0.7474874371859297,0.7350845041743026,0.8102523345916948,0.9845098039215686,0.9840982286634461,0.7537053182214473,0.8090539756239118,0.752323536799799,0.8140391700601125,0.8153754232224656,0.7653940886699507,0.7691846522781774,0.7653940886699507,0.7684210526315789,0.8140391700601125,0.9784,0.8166537867078826,0.7914215221104574,0.7657096968480225,0.7340868530636526,0.7340868530636526,0.9947224394057858
ENSTRUT00000037431,0.7615518744551003,0.6852659110723627,0.7580645161290323,1.0,0.7872711421098518,0.7537053182214473,1.0,0.7654751525719268,0.7654751525719268,0.8119391338275458,0.7718598689831957,0.7610367416690401,0.7449869224062773,0.7449869224062773,1.0,0.7580645161290323,0.7872711421098518,0.7715780296425457,0.7712902307035032,0.7638849330675022,0.7615518744551003,0.7638849330675022,0.8108267137393351,0.7715780296425457,0.7561447114056891,0.7563208369659983,0.7981691368788143,0.7528334786399302,0.7938099389712293,0.7938099389712293,0.7537053182214473
ENSACIT00000020615,0.7440030704279409,0.7027449230082571,0.7997399219765929,0.6594546532305868,0.7617577197149644,0.8991698724438145,0.7654751525719268,1.0,1.0,0.7646310432569975,0.7349051178838413,0.7997399219765929,0.9015259409969482,0.9015259409969482,0.7654751525719268,0.8026896828582898,0.7692913385826772,0.8120724346076459,0.8070697674418604,0.7440030704279409,0.7440030704279409,0.744667633050321,0.7469107551487414,0.8070697674418604,0.9137847053093034,0.8044391121775645,0.7845671758715237,0.7648533950617284,0.7349051178838413,0.7341745966073645,0.8992936427850656
ENSACIT00000020617,0.744667633050321,0.7027449230082571,0.8026896828582898,0.6718847839699437,0.7671161825726142,0.8991698724438145,0.7654751525719268,1.0,1.0,0.7646310432569975,0.7341745966073645,0.8026896828582898,0.9015259409969482,0.9015259409969482,0.7654751525719268,0.8026896828582898,0.7671161825726142,0.8120724346076459,0.8120724346076459,0.744667633050321,0.744667633050321,0.744667633050321,0.7469107551487414,0.8120724346076459,0.9263576158940398,0.8044391121775645,0.7845671758715237,0.7659618573797679,0.7341745966073645,0.7341745966073645,0.8992936427850656
ENSLCRT00005027857,0.7926777352064709,0.6859578286227007,0.7943886097152428,0.8119391338275458,0.751864125932063,0.7474874371859297,0.8119391338275458,0.7646310432569975,0.7646310432569975,1.0,0.7848241484353364,0.8440875103849349,0.7391122278056952,0.7391122278056952,0.8119391338275458,0.7943886097152428,0.751864125932063,0.8090452261306532,0.8460260315702022,0.833986562150056,0.7926777352064709,0.833986562150056,1.0,0.8090452261306532,0.8139019662143451,0.8174968606111344,0.7866334578663345,0.807914262159934,0.7428810720268006,0.7428810720268006,0.7474874371859297
