,ENSPKIT00000014576,ENSMALT00000015184,ENSMAMT00000024001,ENSMALT00000006971,ENSATET00000002141,ENSELUT00000019698,ENSGWIT00000029455,ENSGWIT00000029454,ENSPNYT00000003834,ENSGWIT00000029458,ENSECRT00000034314,ENSHBUT00000005730,ENSLCAT00010014090,ENSPTET00000012414,ENSPTET00000024393,YIL156W_mRNA,ENSATET00000002155,ENSLOCT00000004310,ENSIPUT00000004246,ENSLBET00000024235,ENSPNYT00000003841,C04E6.5.1,ENSECRT00000034308,ENSORLT00000029415,ENSEBUT00000008988
ENSPKIT00000014576,1.0,0.2517084282460137,0.48062775870524765,0.21442125237191645,0.3845559845559845,0.29171528588098017,0.40458715596330275,0.38659359190556497,0.5095862764883956,0.38659359190556497,0.36501766784452294,0.2602168473728107,0.3943217665615142,0.25485436893203883,0.23855755894590847,0.42993197278911566,0.3789004457652303,0.4332187252049722,0.42530819434372735,0.4312210200927358,0.46040901940220236,0.21421800947867298,0.36501766784452294,0.48765432098765427,0.3587921847246891
ENSMALT00000015184,0.2517084282460137,1.0,0.0,0.0,0.0,0.5803402646502835,0.31591737545565013,0.31591737545565013,0.0,0.31591737545565013,0.0,0.3685698134539288,0.0,0.13201512067461474,0.16998106060606055,0.21926357395464946,0.0,0.3865336658354115,0.21819526627218933,0.0,0.34761321909424725,0.0,0.0,0.3684879288437103,0.0
ENSMAMT00000024001,0.48062775870524765,0.0,1.0,0.19518314099347722,0.682021867718229,0.0,0.45585798816568046,0.44399185336048874,0.4375,0.45585798816568046,0.20265548567435365,0.0,0.6968833481745325,0.0,0.0,0.0,0.682021867718229,0.39234065345474023,0.35829787234042554,0.6444933113432288,0.4293756397134084,0.19167473378509192,0.20265548567435365,0.3912832929782082,0.3056872037914692
ENSMALT00000006971,0.21442125237191645,0.0,0.19518314099347722,1.0,0.24337831084457773,0.0,0.20924033762772098,0.20924033762772098,0.23282599753187982,0.20924033762772098,0.23482849604221634,0.2857894736842106,0.19367787255393876,0.0,0.0,0.0,0.24337831084457773,0.18620037807183365,0.1493276716206653,0.23377909856364543,0.21448783248443692,0.26536533896069636,0.23482849604221634,0.17002417405318293,0.2968088110703191
ENSATET00000002141,0.3845559845559845,0.0,0.682021867718229,0.24337831084457773,1.0,0.0,0.47323091247672255,0.47121729237770194,0.40153240836612136,0.47323091247672255,0.21403752605976378,0.0,0.6349778915522457,0.0,0.0,0.0,1.0,0.37356321839080464,0.3613351877607789,0.5669835782195333,0.3984550211811613,0.24361400189214755,0.21403752605976378,0.4271938283510126,0.3667840375586855
ENSELUT00000019698,0.29171528588098017,0.5803402646502835,0.0,0.0,0.0,1.0,0.3897058823529411,0.3897058823529411,0.0,0.3897058823529411,0.0,0.3686401480111008,0.0,0.15562591329761322,0.1694085389737564,0.21269678302532513,0.0,0.29824561403508776,0.21185185185185185,0.0,0.3391089108910892,0.0,0.0,0.382842509603073,0.0
ENSGWIT00000029455,0.40458715596330275,0.31591737545565013,0.45585798816568046,0.20924033762772098,0.47323091247672255,0.3897058823529411,1.0,1.0,0.49051422865701455,1.0,0.15796703296703296,0.36294416243654815,0.44616104868913853,0.19999999999999996,0.19165378670788247,0.4736129905277402,0.47468208092485553,0.3933459178857952,0.3520168855534709,0.4515306122448979,0.5344106463878328,0.12582297000731524,0.15796703296703296,0.500293025981637,0.39603960396039606
ENSGWIT00000029454,0.38659359190556497,0.31591737545565013,0.44399185336048874,0.20924033762772098,0.47121729237770194,0.3897058823529411,1.0,1.0,0.49051422865701455,1.0,0.21944313355356304,0.36294416243654815,0.4429019256605464,0.19999999999999996,0.19165378670788247,0.4736129905277402,0.4726491862567812,0.38964015585606226,0.3520168855534709,0.4515306122448979,0.5344106463878328,0.12582297000731524,0.21944313355356304,0.500293025981637,0.39603960396039606
ENSPNYT00000003834,0.5095862764883956,0.0,0.4375,0.23282599753187982,0.40153240836612136,0.0,0.49051422865701455,0.49051422865701455,1.0,0.49051422865701455,0.14470046082949306,0.0,0.4243311036789298,0.0,0.0,0.0,0.40153240836612136,0.3691789215686274,0.32065050629027314,0.41582733812949635,1.0,0.26201232032854205,0.14470046082949306,0.5041677191209901,0.2897243107769423
ENSGWIT00000029458,0.38659359190556497,0.31591737545565013,0.45585798816568046,0.20924033762772098,0.47323091247672255,0.3897058823529411,1.0,1.0,0.49051422865701455,1.0,0.21944313355356304,0.36294416243654815,0.44616104868913853,0.19999999999999996,0.19165378670788247,0.4736129905277402,0.47468208092485553,0.39584685269305653,0.3520168855534709,0.4515306122448979,0.5344106463878328,0.12582297000731524,0.21944313355356304,0.5115103874227962,0.39603960396039606
