	ENSFHET00000018701	FBtr0089548	FBtr0071607	FBtr0071606	FBtr0342891	ENSCSAVT00000007018	ENSCINT00000012212	ENSCINT00000023318	ENSCSAVT00000012068	FBtr0071003
ENSFHET00000018701	1.0	0.33735571878279114	0.31437435367114785	0.2926577042399172	0.2926577042399172	0.3497822931785196	0.33508158508158514	0.38578088578088576	0.3794392523364486	0.402555910543131
FBtr0089548	0.33735571878279114	1.0	0.4291149710504549	0.4350665661893997	0.4350665661893997	0.3353057199211045	0.3012987012987013	0.32803242906142804	0.3083642138697724	0.4119408571963317
FBtr0071607	0.31437435367114785	0.4291149710504549	1.0	0.4793224477338624	0.4793224477338624	0.36	0.25651644336175394	0.3393902063443178	0.2648594876896295	0.36769822376854056
FBtr0071606	0.2926577042399172	0.4350665661893997	0.4793224477338624	1.0	1.0	0.29419439008480097	0.243114672008012	0.3007145076110593	0.2739375320020481	0.3707093821510298
FBtr0342891	0.2926577042399172	0.4350665661893997	0.4793224477338624	1.0	1.0	0.29419439008480097	0.243114672008012	0.3007145076110593	0.2739375320020481	0.3707093821510298
ENSCSAVT00000007018	0.3497822931785196	0.3353057199211045	0.36	0.29419439008480097	0.29419439008480097	1.0	0.3871833084947839	0.6835408770979967	0.38195266272189343	0.0
ENSCINT00000012212	0.33508158508158514	0.3012987012987013	0.25651644336175394	0.243114672008012	0.243114672008012	0.3871833084947839	1.0	0.3569817703439203	0.6859059134706216	0.25178047758692923
ENSCINT00000023318	0.38578088578088576	0.32803242906142804	0.3393902063443178	0.3007145076110593	0.3007145076110593	0.6835408770979967	0.3569817703439203	1.0	0.3522569629708676	0.375
ENSCSAVT00000012068	0.3794392523364486	0.3083642138697724	0.2648594876896295	0.2739375320020481	0.2739375320020481	0.38195266272189343	0.6859059134706216	0.3522569629708676	1.0	0.2952173913043479
FBtr0071003	0.402555910543131	0.4119408571963317	0.36769822376854056	0.3707093821510298	0.3707093821510298	0.0	0.25178047758692923	0.375	0.2952173913043479	1.0
