	ENSVURT00010008305	ENSPCIT00000065273	ENSNLET00000016909	ENSPPYT00000003491	ENSRBIT00000033919	ENST00000397374	ENSPCAT00000006820	ENSMODT00000024539	ENSLACT00000015990	ENSLACT00000015991	ENSPCIT00000038000	ENSMEUT00000001695	ENSLACT00000017649	ENST00000331588
ENSVURT00010008305	1.0	0.9237742523906916	0.7505552470849528	0.7864086658642718	0.7896801185391791	0.7475754456303841	0.7834999367328862	0.8498519249753208	0.5079023471652431	0.5246291228575544	0.9237742523906916	0.8656953810917419	0.6796536796536796	0.7475754456303841
ENSPCIT00000065273	0.9237742523906916	1.0	0.7330771917568983	0.7792796963244144	0.7892443127342457	0.7313644289450741	0.7907123877008728	0.8340811646225945	0.4990866653135783	0.5145195162575132	1.0	0.8652903225806452	0.6847377725397761	0.7313644289450741
ENSNLET00000016909	0.7505552470849528	0.7330771917568983	1.0	0.9682188385269122	0.9495246496128591	0.9667283990037678	0.8730992535250207	0.7384993849938499	0.4484681917387439	0.4615384615384616	0.7330771917568983	0.7155321425631739	0.6470588235294118	0.9667283990037678
ENSPPYT00000003491	0.7864086658642718	0.7792796963244144	0.9682188385269122	1.0	0.9609803921568628	0.978174777787556	0.872405203432051	0.7951115834218916	0.4806972621626945	0.4882034521499337	0.7792796963244144	0.7417075116835746	0.6382067390062821	0.978174777787556
ENSRBIT00000033919	0.7896801185391791	0.7892443127342457	0.9495246496128591	0.9609803921568628	1.0	0.9630429366331701	0.8718208275338479	0.7867851193781232	0.5050532641354821	0.5122364457831325	0.7892443127342457	0.7636344382081965	0.6371830985915493	0.9630429366331701
ENST00000397374	0.7475754456303841	0.7313644289450741	0.9667283990037678	0.978174777787556	0.9630429366331701	1.0	0.8750943396226415	0.7316883621527103	0.457094254032258	0.4692914447515675	0.7313644289450741	0.7176834933415919	0.6441926345609065	1.0
ENSPCAT00000006820	0.7834999367328862	0.7907123877008728	0.8730992535250207	0.872405203432051	0.8718208275338479	0.8750943396226415	1.0	0.8205335489086499	0.5222559767534012	0.5296961325966851	0.7907123877008728	0.7409071149108825	0.6365632720285479	0.8750943396226415
ENSMODT00000024539	0.8498519249753208	0.8340811646225945	0.7384993849938499	0.7951115834218916	0.7867851193781232	0.7316883621527103	0.8205335489086499	1.0	0.41868190273717776	0.4347572532439131	0.8340811646225945	0.8251463476711631	0.0	0.7316883621527103
ENSLACT00000015990	0.5079023471652431	0.4990866653135783	0.4484681917387439	0.4806972621626945	0.5050532641354821	0.457094254032258	0.5222559767534012	0.41868190273717776	1.0	1.0	0.4990866653135783	0.4996544044236233	0.5126365054602184	0.457094254032258
ENSLACT00000015991	0.5246291228575544	0.5145195162575132	0.4615384615384616	0.4882034521499337	0.5122364457831325	0.4692914447515675	0.5296961325966851	0.4347572532439131	1.0	1.0	0.5145195162575132	0.5213011889035667	0.5297221245163559	0.4692914447515675
ENSPCIT00000038000	0.9237742523906916	1.0	0.7330771917568983	0.7792796963244144	0.7892443127342457	0.7313644289450741	0.7907123877008728	0.8340811646225945	0.4990866653135783	0.5145195162575132	1.0	0.8652903225806452	0.6847377725397761	0.7313644289450741
ENSMEUT00000001695	0.8656953810917419	0.8652903225806452	0.7155321425631739	0.7417075116835746	0.7636344382081965	0.7176834933415919	0.7409071149108825	0.8251463476711631	0.4996544044236233	0.5213011889035667	0.8652903225806452	1.0	0.6399390243902439	0.7176834933415919
ENSLACT00000017649	0.6796536796536796	0.6847377725397761	0.6470588235294118	0.6382067390062821	0.6371830985915493	0.6441926345609065	0.6365632720285479	0.0	0.5126365054602184	0.5297221245163559	0.6847377725397761	0.6399390243902439	1.0	0.6441926345609065
ENST00000331588	0.7475754456303841	0.7313644289450741	0.9667283990037678	0.978174777787556	0.9630429366331701	1.0	0.8750943396226415	0.7316883621527103	0.457094254032258	0.4692914447515675	0.7313644289450741	0.7176834933415919	0.6441926345609065	1.0
