	ENSBSLT00000051508	ENSCVAT00000007527	ENSPRET00000023147	ENSFHET00000013380	ENSCSET00000009235	ENSPLAT00000028674	ENSFHET00000013390	ENSPLAT00000032149	ENSGWIT00000013070	ENSGWIT00000013071	ENSPRET00000023153	ENSFHET00000013401	ENSGWIT00000013068	ENSXMAT00000037708	ENSORLT00000039387	ENSPFOT00000009724	ENSGAFT00000025119	ENSMALT00000017948	ENSPFOT00000022436	ENSXMAT00000021100	ENSFHET00000013376	ENSXCOT00000002065	ENSPMET00000012308	ENSKMAT00000005765	ENSKMAT00000005746	ENSGAFT00000025121	ENSMALT00000017935	ENSPMET00000012292	ENSMALT00000017917	ENSPMET00000012299
ENSBSLT00000051508	1.0	0.7266504234830027	0.7363963336814016	0.752987585566771	0.69050110452273	0.7408051978187725	0.752987585566771	0.7408051978187725	0.6055703802535023	0.5755262071811803	0.7363963336814016	0.752987585566771	0.6444029850746269	0.7301311056967166	0.6766049531137293	0.7398770158951155	0.7253741733379743	0.7730667585889923	0.7137327188940092	0.7301311056967166	0.752987585566771	0.7137059824584371	0.7373245156050586	0.7411805395434632	0.7411805395434632	0.7253741733379743	0.7730667585889923	0.7373245156050586	0.7730667585889923	0.7373245156050586
ENSCVAT00000007527	0.7266504234830027	1.0	0.8814322250639386	0.8709741748928108	0.7037369207772796	0.8888660429731675	0.8709741748928108	0.8722849695916595	0.5987664083504666	0.5505254648342764	0.8814322250639386	0.8709741748928108	0.6552980132450331	0.8734463276836159	0.7214414033604565	0.8885467980295566	0.8786730828299375	0.7499278638068674	0.8658558397424432	0.8734463276836159	0.8709741748928108	0.8678251711427067	0.8889231085104199	0.8133333333333334	0.8133333333333334	0.8786730828299375	0.7666598107774578	0.8889231085104199	0.7666598107774578	0.8889231085104199
ENSPRET00000023147	0.7363963336814016	0.8814322250639386	1.0	0.8779104477611941	0.7146140185939622	0.9713554987212276	0.8779104477611941	0.9725984251968504	0.6060891399874451	0.5628130635143258	1.0	0.8772877287728773	0.6580878326579783	0.9492163647465908	0.7043879907621247	0.9741176470588236	0.9519181585677751	0.7662404092071611	0.9669920141969832	0.9489514066496164	0.8772877287728773	0.9467261514236976	0.9744555261550988	0.8168640261331156	0.8168784951703101	0.9521677182983922	0.7674536942804804	0.9743222506393862	0.7662404092071611	0.9743222506393862
ENSFHET00000013380	0.752987585566771	0.8709741748928108	0.8779104477611941	1.0	0.7041232904674424	0.8831410131038531	1.0	0.8832221652129297	0.5867153062775498	0.5405929083510947	0.8796205750048895	1.0	0.638715060492282	0.8672619047619048	0.6967583093967994	0.8832388030510464	0.8765600624024961	0.7482301326154153	0.851526125193999	0.8679797191887676	1.0	0.8581813544190792	0.8816915422885572	0.8235064046152342	0.825589493582728	0.8755952380952381	0.7495039682539683	0.8810881088108811	0.74902496099844	0.8833365929982397
ENSCSET00000009235	0.69050110452273	0.7037369207772796	0.7146140185939622	0.7041232904674424	1.0	0.7213287080836751	0.7041232904674424	0.6981169871794872	0.588957055214724	0.5385403854038541	0.7146140185939622	0.7041232904674424	0.6439631956912029	0.7134601239886519	0.6817828164943871	0.7213011542497376	0.7098125458163158	0.7382168106834249	0.6604054305374745	0.7134601239886519	0.7041232904674424	0.6891634980988594	0.7192190616143592	0.7229464100972481	0.7229464100972481	0.7098125458163158	0.7609672587203081	0.7192190616143592	0.7609672587203081	0.7192190616143592
ENSPLAT00000028674	0.7408051978187725	0.8888660429731675	0.9713554987212276	0.8831410131038531	0.7213287080836751	1.0	0.8808880888088809	1.0	0.6126369264962692	0.5743986954749286	0.9720167899260445	0.8831410131038531	0.6640171858216971	0.951064048524725	0.70999788628197	0.9902756892230576	0.9537334403853874	0.7711524622185669	0.9865855839742445	0.9509941755372564	0.8808880888088809	0.95130342728596	0.9871676419258802	0.8275102612874161	0.8270722743977134	0.9530656259628222	0.7711524622185669	0.9871676419258802	0.7719421570596505	0.9874649017248296
ENSFHET00000013390	0.752987585566771	0.8709741748928108	0.8779104477611941	1.0	0.7041232904674424	0.8808880888088809	1.0	0.8832221652129297	0.5867153062775498	0.5405929083510947	0.8772877287728773	1.0	0.637966029270377	0.8672619047619048	0.6967583093967994	0.8809880988098809	0.874962608435537	0.7482301326154153	0.851526125193999	0.8665868979958121	1.0	0.8581813544190792	0.8816915422885572	0.8266	0.825589493582728	0.8755952380952381	0.7495039682539683	0.8810881088108811	0.7482301326154153	0.8810881088108811
ENSPLAT00000032149	0.7408051978187725	0.8722849695916595	0.9725984251968504	0.8832221652129297	0.6981169871794872	1.0	0.8832221652129297	1.0	0.6104603200791948	0.5743986954749286	0.9725984251968504	0.8832221652129297	0.6631602759868793	0.9532089788175784	0.7098872506504771	0.9897959183673468	0.9536305195489514	0.7467013387267649	0.98663816141101	0.9532089788175784	0.8832221652129297	0.9515470704410796	0.9868462590760811	0.8285145610727006	0.8285145610727006	0.9536305195489514	0.7728949309727052	0.9868462590760811	0.7728949309727052	0.9868462590760811
ENSGWIT00000013070	0.6055703802535023	0.5987664083504666	0.6060891399874451	0.5867153062775498	0.588957055214724	0.6126369264962692	0.5867153062775498	0.6104603200791948	1.0	1.0	0.6060891399874451	0.5867153062775498	1.0	0.5982581155977831	0.5768916489622488	0.609898798228969	0.6025620749644156	0.6424242424242425	0.5682783734574145	0.5982581155977831	0.5867153062775498	0.5608422757643248	0.6108210726150926	0.6165218716659046	0.6165218716659046	0.6025620749644156	0.6424242424242425	0.6108210726150926	0.6424242424242425	0.6108210726150926
ENSGWIT00000013071	0.5755262071811803	0.5505254648342764	0.5628130635143258	0.5405929083510947	0.5385403854038541	0.5743986954749286	0.5405929083510947	0.5743986954749286	1.0	1.0	0.5628130635143258	0.5405929083510947	1.0	0.5583941605839416	0.5213408286487612	0.5682783734574145	0.5601054125278735	0.6102139685102947	0.5682783734574145	0.5583941605839416	0.5405929083510947	0.5608422757643248	0.5694331983805668	0.5748305905130687	0.5748305905130687	0.5601054125278735	0.6102139685102947	0.5694331983805668	0.6102139685102947	0.5694331983805668
ENSPRET00000023153	0.7363963336814016	0.8814322250639386	1.0	0.8796205750048895	0.7146140185939622	0.9720167899260445	0.8772877287728773	0.9725984251968504	0.6060891399874451	0.5628130635143258	1.0	0.8796205750048895	0.6589403973509934	0.9489514066496164	0.7043879907621247	0.9747151708974616	0.9522286628023188	0.7662404092071611	0.9669920141969832	0.9489306416150308	0.8772877287728773	0.9467261514236976	0.9743222506393862	0.8174992491740914	0.8168640261331156	0.9519181585677751	0.7662404092071611	0.9743222506393862	0.7671397161702979	0.9749150509694184
ENSFHET00000013401	0.752987585566771	0.8709741748928108	0.8772877287728773	1.0	0.7041232904674424	0.8831410131038531	1.0	0.8832221652129297	0.5867153062775498	0.5405929083510947	0.8796205750048895	1.0	0.638715060492282	0.8665868979958121	0.6967583093967994	0.8832388030510464	0.8765600624024961	0.7482301326154153	0.851526125193999	0.8679797191887676	1.0	0.8581813544190792	0.8810881088108811	0.8235064046152342	0.8266	0.874962608435537	0.7482301326154153	0.8810881088108811	0.74902496099844	0.8833365929982397
ENSGWIT00000013068	0.6444029850746269	0.6552980132450331	0.6580878326579783	0.638715060492282	0.6439631956912029	0.6640171858216971	0.637966029270377	0.6631602759868793	1.0	1.0	0.6589403973509934	0.638715060492282	1.0	0.6539180129684581	0.6422994228810682	0.6642007076230301	0.6561965811965812	0.6852469959946595	0.5682783734574145	0.6535905680600215	0.637966029270377	0.6255589211019761	0.6641372484328605	0.672912762856548	0.6721487692142322	0.655863352677105	0.6852469959946595	0.6641372484328605	0.6887167903624826	0.6648434148434148
ENSXMAT00000037708	0.7301311056967166	0.8734463276836159	0.9492163647465908	0.8672619047619048	0.7134601239886519	0.951064048524725	0.8672619047619048	0.9532089788175784	0.5982581155977831	0.5583941605839416	0.9489514066496164	0.8665868979958121	0.6539180129684581	1.0	0.7020042194092827	0.9495073891625616	0.95781713934678	0.7585002568053415	0.9345376497943124	1.0	0.8665868979958121	0.9874703244526508	0.950265522875817	0.809058524173028	0.8091038118410381	0.9580362599307396	0.7597588391579808	0.9500051329432296	0.7585002568053415	0.9500051329432296
ENSORLT00000039387	0.6766049531137293	0.7214414033604565	0.7043879907621247	0.6967583093967994	0.6817828164943871	0.70999788628197	0.6967583093967994	0.7098872506504771	0.5768916489622488	0.5213408286487612	0.7043879907621247	0.6967583093967994	0.6422994228810682	0.7020042194092827	1.0	0.7132608924992088	0.7017470006314461	0.7356146469049695	0.6404431092752535	0.7020042194092827	0.6967583093967994	0.6805745554035568	0.7111650485436893	0.7222512815148028	0.7222512815148028	0.7017470006314461	0.7356146469049695	0.7111650485436893	0.7356146469049695	0.7111650485436893
ENSPFOT00000009724	0.7398770158951155	0.8885467980295566	0.9741176470588236	0.8832388030510464	0.7213011542497376	0.9902756892230576	0.8809880988098809	0.9897959183673468	0.609898798228969	0.5682783734574145	0.9747151708974616	0.8832388030510464	0.6642007076230301	0.9495073891625616	0.7132608924992088	1.0	0.952781954887218	0.7710385878489326	1.0	0.9494736842105264	0.8809880988098809	0.946875823886106	0.99681855500821	0.8283111422564822	0.8278889342588812	0.952483579638752	0.7710385878489326	0.99681855500821	0.7718295739348371	0.9968922305764409
ENSGAFT00000025119	0.7253741733379743	0.8786730828299375	0.9519181585677751	0.8765600624024961	0.7098125458163158	0.9537334403853874	0.874962608435537	0.9536305195489514	0.6025620749644156	0.5601054125278735	0.9522286628023188	0.8765600624024961	0.6561965811965812	0.95781713934678	0.7017470006314461	0.952781954887218	1.0	0.7620559025289241	0.9391879806832408	0.958375025015009	0.874962608435537	0.9616196254286468	0.9556513704958424	0.8163306049111599	0.815267175572519	1.0	0.7620559025289241	0.9556513704958424	0.7625575345207124	0.9558764540714
ENSMALT00000017948	0.7730667585889923	0.7499278638068674	0.7662404092071611	0.7482301326154153	0.7382168106834249	0.7711524622185669	0.7482301326154153	0.7467013387267649	0.6424242424242425	0.6102139685102947	0.7662404092071611	0.7482301326154153	0.6852469959946595	0.7585002568053415	0.7356146469049695	0.7710385878489326	0.7620559025289241	1.0	0.7429797889465212	0.7585002568053415	0.7482301326154153	0.7492745977314693	0.7716866851452623	0.7662796567390207	0.7662796567390207	0.7620559025289241	1.0	0.7716866851452623	1.0	0.7716866851452623
ENSPFOT00000022436	0.7137327188940092	0.8658558397424432	0.9669920141969832	0.851526125193999	0.6604054305374745	0.9865855839742445	0.851526125193999	0.98663816141101	0.5682783734574145	0.5682783734574145	0.9669920141969832	0.851526125193999	0.5682783734574145	0.9345376497943124	0.6404431092752535	1.0	0.9391879806832408	0.7429797889465212	1.0	0.9345376497943124	0.851526125193999	0.9437021200783896	0.9944553747093544	0.7704135737009544	0.7704135737009544	0.9391879806832408	0.7429797889465212	0.9944553747093544	0.7429797889465212	0.9944553747093544
ENSXMAT00000021100	0.7301311056967166	0.8734463276836159	0.9489514066496164	0.8679797191887676	0.7134601239886519	0.9509941755372564	0.8665868979958121	0.9532089788175784	0.5982581155977831	0.5583941605839416	0.9489306416150308	0.8679797191887676	0.6535905680600215	1.0	0.7020042194092827	0.9494736842105264	0.958375025015009	0.7585002568053415	0.9345376497943124	1.0	0.8665868979958121	0.9874703244526508	0.9500051329432296	0.8098422838889998	0.809058524173028	0.95781713934678	0.7585002568053415	0.9500051329432296	0.7583784868553081	0.9499598876855194
ENSFHET00000013376	0.752987585566771	0.8709741748928108	0.8772877287728773	1.0	0.7041232904674424	0.8808880888088809	1.0	0.8832221652129297	0.5867153062775498	0.5405929083510947	0.8772877287728773	1.0	0.637966029270377	0.8665868979958121	0.6967583093967994	0.8809880988098809	0.874962608435537	0.7482301326154153	0.851526125193999	0.8665868979958121	1.0	0.8581813544190792	0.8810881088108811	0.8266	0.8266	0.874962608435537	0.7482301326154153	0.8760785057362284	0.7482301326154153	0.8810881088108811
