,ENSRROT00000032984,ENSRROT00000032986,ENSRBIT00000053778,ENSRROT00000042895,ENSMFAT00000026116,ENSPTET00000052079,ENSPTET00000052077,ENSCATT00000049766,ENSMNET00000064639,ENSMMUT00000033490,ENSNLET00000036817,ENSMNET00000064644,ENSNLET00000000860,ENSCSAT00000001594,ENSRROT00000070155,ENSRROT00000070156
ENSRROT00000032984,1.0,1.0,0.9349169563538046,0.9569196428571428,0.950936329588015,0.9217228464419476,0.9217228464419476,0.9604357798165137,0.952434456928839,0.948876404494382,0.9155430711610487,0.952434456928839,0.9174046977281478,0.9563670411985019,0.9402621722846441,0.9402621722846441
ENSRROT00000032986,1.0,1.0,0.9144699626654599,0.9659153991340069,0.9622230638136716,0.9055851063829787,0.9128795021685838,0.9584196507842557,0.9604241620905132,0.961181594395001,0.9315664931377189,0.9616709254527275,0.9287403598971722,0.9592223802750118,0.915046252595809,0.9113028091130281
ENSRBIT00000053778,0.9349169563538046,0.9144699626654599,1.0,0.9079157946571463,0.9101062082557757,0.9566593886462882,0.9566593886462882,0.8853480505607976,0.9087922916894777,0.9075878681703712,0.9121865761524143,0.9087922916894777,0.9237337700315826,0.9080737165423431,0.9856036645217581,0.9856036645217581
ENSRROT00000042895,0.9569196428571428,0.9659153991340069,0.9079157946571463,1.0,0.9504907776938841,0.8935190944147282,0.8957376348680697,0.9488216672529018,0.9484413763348075,0.9493042821702081,0.9181456383779714,0.9505136557253822,0.9172287641477078,0.9447859376684999,0.9039305986933704,0.9034182722187695
ENSMFAT00000026116,0.950936329588015,0.9622230638136716,0.9101062082557757,0.9504907776938841,1.0,0.9013087320317529,0.9084739545121057,0.9833191970596551,0.9971304267333149,0.9978709617698788,0.9280522587174533,0.9986993279861262,0.9236526946107785,0.9694783573806881,0.9093830334190232,0.902676659528908
ENSPTET00000052079,0.9217228464419476,0.9055851063829787,0.9566593886462882,0.8935190944147282,0.9013087320317529,1.0,1.0,0.885146804835924,0.9000214546234714,0.9016305513838232,0.897661446041622,0.9000214546234714,0.9019561351511559,0.9020956475013434,0.9494646680942184,0.9494646680942184
ENSPTET00000052077,0.9217228464419476,0.9128795021685838,0.9566593886462882,0.8957376348680697,0.9084739545121057,1.0,1.0,0.8975869809203143,0.905630961115187,0.9087490829053558,0.9062729273661042,0.9000214546234714,0.9116766467065869,0.9081473316799853,0.947450476889215,0.9494646680942184
ENSCATT00000049766,0.9604357798165137,0.9584196507842557,0.8853480505607976,0.9488216672529018,0.9833191970596551,0.885146804835924,0.8975869809203143,1.0,0.9801952185599094,0.9833191970596551,0.9207240072961975,0.980819529206626,0.9236960721184804,0.9666761202495746,0.8903878583473862,0.8800690250215704
ENSMNET00000064639,0.952434456928839,0.9604241620905132,0.9087922916894777,0.9484413763348075,0.9971304267333149,0.9000214546234714,0.905630961115187,0.9801952185599094,1.0,0.9968503937007874,0.9252001104057411,1.0,0.9213572854291417,0.9677210506844247,0.9089239809034153,0.9013918629550322
ENSMMUT00000033490,0.948876404494382,0.961181594395001,0.9075878681703712,0.9493042821702081,0.9978709617698788,0.9016305513838232,0.9087490829053558,0.9833191970596551,0.9968503937007874,1.0,0.9259361486797314,0.9975070453067418,0.9213572854291417,0.9684609692933778,0.9072713918472273,0.9002141327623127
ENSNLET00000036817,0.9155430711610487,0.9315664931377189,0.9121865761524143,0.9181456383779714,0.9280522587174533,0.897661446041622,0.9062729273661042,0.9207240072961975,0.9252001104057411,0.9259361486797314,1.0,0.9241394194453437,0.957185628742515,0.926379802819497,0.9104847594564818,0.9056745182012848
ENSMNET00000064644,0.952434456928839,0.9616709254527275,0.9087922916894777,0.9505136557253822,0.9986993279861262,0.9000214546234714,0.9000214546234714,0.980819529206626,1.0,0.9975070453067418,0.9241394194453437,1.0,0.9160640189685832,0.9713603818615751,0.9013918629550322,0.9013918629550322
ENSNLET00000000860,0.9174046977281478,0.9287403598971722,0.9237337700315826,0.9172287641477078,0.9236526946107785,0.9019561351511559,0.9116766467065869,0.9236960721184804,0.9213572854291417,0.9213572854291417,0.957185628742515,0.9160640189685832,1.0,0.921923422973108,0.9173652694610779,0.9153526970954357
ENSCSAT00000001594,0.9563670411985019,0.9592223802750118,0.9080737165423431,0.9447859376684999,0.9694783573806881,0.9020956475013434,0.9081473316799853,0.9666761202495746,0.9677210506844247,0.9684609692933778,0.926379802819497,0.9713603818615751,0.921923422973108,1.0,0.9066666666666666,0.9006757481497372
ENSRROT00000070155,0.9402621722846441,0.915046252595809,0.9856036645217581,0.9039305986933704,0.9093830334190232,0.9494646680942184,0.947450476889215,0.8903878583473862,0.9089239809034153,0.9072713918472273,0.9104847594564818,0.9013918629550322,0.9173652694610779,0.9066666666666666,1.0,1.0
ENSRROT00000070156,0.9402621722846441,0.9113028091130281,0.9856036645217581,0.9034182722187695,0.902676659528908,0.9494646680942184,0.9494646680942184,0.8800690250215704,0.9013918629550322,0.9002141327623127,0.9056745182012848,0.9013918629550322,0.9153526970954357,0.9006757481497372,1.0,1.0
