,ENSNVIT00000019561,ENSNVIT00000019547,ENSVURT00010003713,ENSEBUT00000021062,ENSSHAT00000016800,ENSETET00000004803,ENSPCIT00000042791,ENSPCIT00000042792,ENSPCIT00000042793,ENSPCIT00000042799,ENSUAMT00000007953,ENSSHAT00000016799,ENSEBUT00000021090,ENSMODT00000085109,ENSMODT00000031070,ENSNVIT00000019570,ENSUMAT00000034653,ENSAMET00000001367,ENSPCAT00000016949
ENSNVIT00000019561,1.0,1.0,0.7470007057163021,0.400980943957546,0.7380092100602196,0.7973333333333333,0.7434721242060691,0.7346188414086118,0.7434721242060691,0.7432028370766984,0.9366652898251411,0.7365561044460127,0.3950072303828298,0.7413766788766789,0.7374029640084686,1.0,0.9351507641470467,0.9362951703171423,0.8319143760642179
ENSNVIT00000019547,1.0,1.0,0.7092889908256881,0.400980943957546,0.7005840586349061,0.7862631184407796,0.7123853211009175,0.7015281449480947,0.7123853211009175,0.7434721242060691,0.9373727445060731,0.7012167125803489,0.3950072303828298,0.7005041810132808,0.6997691863819966,1.0,0.9358281260970301,0.9318194624443568,0.8164781245740766
ENSVURT00010003713,0.7470007057163021,0.7092889908256881,1.0,0.38902723110289983,0.9039879259302258,0.681343494213943,0.9540778205644003,0.9540556236690972,0.9540778205644003,0.9600965634762851,0.7436657491707248,0.9030844623810896,0.3887537993920973,0.8906742475743156,0.890226956924502,0.7060345430389483,0.7446868601285038,0.7118215271389144,0.7299325873931476
ENSEBUT00000021062,0.400980943957546,0.400980943957546,0.38902723110289983,1.0,0.387797476441463,0.40402113296154973,0.3878223150453852,0.38387496426188883,0.3878223150453852,0.3878223150453852,0.40596606898769805,0.3880632982568881,1.0,0.39186016175319593,0.38035183548879425,0.40164531917109236,0.40508161132105813,0.39966109900750424,0.40639002532631996
ENSSHAT00000016800,0.7380092100602196,0.7005840586349061,0.9039879259302258,0.387797476441463,1.0,0.6797870317550865,0.9011486251305256,0.8991914449660928,0.9011486251305256,0.9091103507271172,0.7397434989017219,1.0,0.38814792361321615,0.8822204142937605,0.882883939038687,0.6983310152990264,0.7407669951088113,0.7017909439062852,0.7290619765494137
ENSETET00000004803,0.7973333333333333,0.7862631184407796,0.681343494213943,0.40402113296154973,0.6797870317550865,1.0,0.6842600432778249,0.680973734785394,0.6842600432778249,0.7170599525798803,0.8055555555555556,0.6741753063147974,0.3934950679818715,0.674888841837815,0.6798403952118564,0.7820882287741078,0.8031111111111111,0.7862435707436143,0.804247990815155
ENSPCIT00000042791,0.7434721242060691,0.7123853211009175,0.9540778205644003,0.3878223150453852,0.9011486251305256,0.6842600432778249,1.0,1.0,1.0,1.0,0.7425365233961465,0.8997867803837953,0.38761398176291795,0.8851092727497222,0.8840680319333565,0.7114887070834207,0.7435571559697804,0.7141214351425943,0.7258322329557301
ENSPCIT00000042792,0.7346188414086118,0.7015281449480947,0.9540556236690972,0.38387496426188883,0.8991914449660928,0.680973734785394,1.0,1.0,1.0,1.0,0.7322712418300653,0.8976765257912109,0.3838807568725455,0.8817151650811416,0.8807852314092564,0.6977364591754244,0.7334477685139774,0.7019336480631184,0.7200242994912294
ENSPCIT00000042793,0.7434721242060691,0.7123853211009175,0.9540778205644003,0.3878223150453852,0.9011486251305256,0.6842600432778249,1.0,1.0,1.0,1.0,0.7425365233961465,0.8997867803837953,0.38761398176291795,0.8851092727497222,0.8840680319333565,0.7114887070834207,0.7435571559697804,0.7141214351425943,0.7258322329557301
ENSPCIT00000042799,0.7432028370766984,0.7434721242060691,0.9600965634762851,0.3878223150453852,0.9091103507271172,0.7170599525798803,1.0,1.0,1.0,1.0,0.7411862874626243,0.908335700085203,0.38761398176291795,0.8937365343182517,0.8917921045157625,0.7511558335599674,0.7421913043478261,0.7466452334358401,0.7618258636401293
