,ENSPTET00000027665,ENSPPYT00000007934,ENSSHAT00000010559,ENSTGET00000003923,ENSVURT00010007102,ENST00000267984,ENSCSAT00000019819,ENSCJAT00000015284,ENSCCAT00000003888,ENSMMUT00000082018,ENSMODT00000036941
ENSPTET00000027665,1.0,0.9453776711233002,0.8339068167023156,0.9808425555658886,0.8113084720543104,0.9712989538005741,0.9831674881428438,0.951856039193518,0.9574147352553232,0.9798195852320283,0.8046126662326792
ENSPPYT00000007934,0.9453776711233002,1.0,0.8079447322970639,0.950474665446643,0.7866436384571099,0.9688459351904491,0.9536984108837315,0.9400889304937983,0.9442055097059165,0.9502629773610793,0.7790443293033966
ENSSHAT00000010559,0.8339068167023156,0.8079447322970639,1.0,0.8296585728905015,0.9358249095798943,0.8361262846032774,0.8339068167023156,0.8258021644199735,0.8351399754925064,0.8303571428571429,0.912825744227024
ENSTGET00000003923,0.9808425555658886,0.950474665446643,0.8296585728905015,1.0,0.8060284677644433,0.9730580501805388,0.9921882265414304,0.951555136663525,0.9571159283694628,0.9935825892857143,0.7979346915992185
ENSVURT00010007102,0.8113084720543104,0.7866436384571099,0.9358249095798943,0.8060284677644433,1.0,0.8126099435237478,0.8102855017204501,0.8084298462122651,0.8190215854463192,0.8067336309523809,0.9428059926505229
ENST00000267984,0.9712989538005741,0.9688459351904491,0.8361262846032774,0.9730580501805388,0.8126099435237478,1.0,0.9760207388204796,0.9573250797223786,0.9692365409866817,0.9720396259605593,0.8089065827238219
ENSCSAT00000019819,0.9831674881428438,0.9536984108837315,0.8339068167023156,0.9921882265414304,0.8102855017204501,0.9760207388204796,1.0,0.9511023176936122,0.9566610137554173,0.99116525620757,0.8021947363526458
ENSCJAT00000015284,0.951856039193518,0.9400889304937983,0.8258021644199735,0.951555136663525,0.8084298462122651,0.9573250797223786,0.9511023176936122,1.0,0.9728532378169479,0.9502496937717894,0.8048224795898994
ENSCCAT00000003888,0.9574147352553232,0.9442055097059165,0.8351399754925064,0.9571159283694628,0.8190215854463192,0.9692365409866817,0.9566610137554173,0.9728532378169479,1.0,0.9558089135965325,0.8140258271279103
ENSMMUT00000082018,0.9798195852320283,0.9502629773610793,0.8303571428571429,0.9935825892857143,0.8067336309523809,0.9720396259605593,0.99116525620757,0.9502496937717894,0.9558089135965325,1.0,0.798828125
ENSMODT00000036941,0.8046126662326792,0.7790443293033966,0.912825744227024,0.7979346915992185,0.9428059926505229,0.8089065827238219,0.8021947363526458,0.8048224795898994,0.8140258271279103,0.798828125,1.0
