,ENSLBET00000038330,ENSHHUT00000015663,ENSELUT00000004730,ENSPMET00000010110,ENSACLT00000000073,ENSPNYT00000019831,ENSPLAT00000006375,ENSHHUT00000026309,ENSMZET00005017745,ENSCGOT00000026893,ENSPNYT00000032841
ENSLBET00000038330,1.0,0.25805369127516786,0.3875083948959033,0.44659735349716445,0.5145797598627787,0.48868253047011034,0.3718473074301295,0.26636274829045914,0.4782025486250838,0.6318504190844616,0.5259647451167222
ENSHHUT00000015663,0.25805369127516786,1.0,0.3178294573643411,0.2705997074597757,0.32192279679533864,0.31720656289440474,0.2586485612673779,0.9279279279279279,0.3180914512922466,0.277136941733215,0.3320947515095216
ENSELUT00000004730,0.3875083948959033,0.3178294573643411,1.0,0.35793172690763053,0.38689048760991207,0.3611725663716814,0.3452502553626149,0.30418604651162795,0.35057471264367823,0.37332482450542437,0.371841155234657
ENSPMET00000010110,0.44659735349716445,0.2705997074597757,0.35793172690763053,1.0,0.39266503667481656,0.40335195530726264,0.9829018075232047,0.26343825665859566,0.45212121212121215,0.45215666831928614,0.4517894736842105
ENSACLT00000000073,0.5145797598627787,0.32192279679533864,0.38689048760991207,0.39266503667481656,1.0,0.6476230191826522,0.4546805349182763,0.321972443799855,0.9668826493880489,0.5507783543365455,0.9560835133189345
ENSPNYT00000019831,0.48868253047011034,0.31720656289440474,0.3611725663716814,0.40335195530726264,0.6476230191826522,1.0,0.4792110874200426,0.31811105345096,0.9641815910037485,0.5440084835630965,0.9148550724637681
ENSPLAT00000006375,0.3718473074301295,0.2586485612673779,0.3452502553626149,0.9829018075232047,0.4546805349182763,0.4792110874200426,1.0,0.2414763841101032,0.4624242424242424,0.42472266244057044,0.46656686626746513
ENSHHUT00000026309,0.26636274829045914,0.9279279279279279,0.30418604651162795,0.26343825665859566,0.321972443799855,0.31811105345096,0.2414763841101032,1.0,0.3137951450562463,0.2769979948438843,0.31053149606299213
ENSMZET00005017745,0.4782025486250838,0.3180914512922466,0.35057471264367823,0.45212121212121215,0.9668826493880489,0.9641815910037485,0.4624242424242424,0.3137951450562463,1.0,0.5433070866141733,0.9686946249261665
ENSCGOT00000026893,0.6318504190844616,0.277136941733215,0.37332482450542437,0.45215666831928614,0.5507783543365455,0.5440084835630965,0.42472266244057044,0.2769979948438843,0.5433070866141733,1.0,0.535483870967742
ENSPNYT00000032841,0.5259647451167222,0.3320947515095216,0.371841155234657,0.4517894736842105,0.9560835133189345,0.9148550724637681,0.46656686626746513,0.31053149606299213,0.9686946249261665,0.535483870967742,1.0
