,ENSMVIT00005006330,ENSCCET00000028128,ENSMVIT00005006353,ENSFALT00000002338,ENSMVIT00005006322,ENSMVIT00005006388,ENSZALT00000006684,ENSABRT00000004810,ENSPMJT00000008910,ENSLCOT00000024712,ENSLCOT00000024713,ENSZALT00000006688
ENSMVIT00005006330,1.0,0.8409235331497564,1.0,0.8303786247942256,1.0,1.0,0.8157413914265635,0.7513747263894079,0.8401947296010159,0.9812724306688417,0.9822180287414719,0.8125517345172699
ENSCCET00000028128,0.8409235331497564,1.0,0.8337662337662337,0.9286657859973579,0.8358050311282077,0.8323916114310551,0.9156498673740053,0.7456468592526069,0.9833431314912796,0.8248115942028985,0.8298686392041832,0.9132187566305963
ENSMVIT00005006353,1.0,0.8337662337662337,1.0,0.8243174603174603,1.0,1.0,0.8112503520135174,0.7447092774690038,0.8337568826768319,0.9814237378093279,0.9824042584651782,0.8077358063786474
ENSFALT00000002338,0.8303786247942256,0.9286657859973579,0.8243174603174603,1.0,0.8247496852329277,0.8201096176432207,0.9111686931100923,0.7438185984802799,0.9282454665545815,0.8295515937331173,0.835525321239607,0.9111977321048902
ENSMVIT00005006322,1.0,0.8358050311282077,1.0,0.8247496852329277,1.0,1.0,0.8119460246064294,0.7463272801469087,0.8344437714516455,0.9817928059379559,0.9827658975801913,0.8087042392607745
ENSMVIT00005006388,1.0,0.8323916114310551,1.0,0.8201096176432207,1.0,1.0,0.8040113363854371,0.7405905878485728,0.8306342414558847,0.9805892547660312,0.9815718157181572,0.7998439937597503
ENSZALT00000006684,0.8157413914265635,0.9156498673740053,0.8112503520135174,0.9111686931100923,0.8119460246064294,0.8040113363854371,1.0,0.7324412489181812,0.9131299734748011,0.817261861113148,0.8239448321701562,1.0
ENSABRT00000004810,0.7513747263894079,0.7456468592526069,0.7447092774690038,0.7438185984802799,0.7463272801469087,0.7405905878485728,0.7324412489181812,1.0,0.7445850632784753,0.757176883540178,0.761792779084244,0.7318892045454546
ENSPMJT00000008910,0.8401947296010159,0.9833431314912796,0.8337568826768319,0.9282454665545815,0.8344437714516455,0.8306342414558847,0.9131299734748011,0.7445850632784753,1.0,0.8372417289897326,0.844106463878327,0.9105311549614541
ENSLCOT00000024712,0.9812724306688417,0.8248115942028985,0.9814237378093279,0.8295515937331173,0.9817928059379559,0.9805892547660312,0.817261861113148,0.757176883540178,0.8372417289897326,1.0,1.0,0.8137208569628229
ENSLCOT00000024713,0.9822180287414719,0.8298686392041832,0.9824042584651782,0.835525321239607,0.9827658975801913,0.9815718157181572,0.8239448321701562,0.761792779084244,0.844106463878327,1.0,1.0,0.8204596665164489
ENSZALT00000006688,0.8125517345172699,0.9132187566305963,0.8077358063786474,0.9111977321048902,0.8087042392607745,0.7998439937597503,1.0,0.7318892045454546,0.9105311549614541,0.8137208569628229,0.8204596665164489,1.0
