	ENSAHAT00000004929	ENSAHAT00000005047	ENSAOWT00000012012	ENSEBUT00000011677	ENSPVIT00000042103	ENSPVIT00000042105	ENSSMRT00000033855	ENSSMRT00000033856	ENSARWT00000020815	ENSARWT00000020814	ENSAOWT00000010980	ENSPVIT00000042106	ENSAHAT00000004870	ENSARWT00000020816	ENSDNVT00000017442	ENSAHAT00000004999	ENSDNVT00000017408
ENSAHAT00000004929	1.0	1.0	0.9991221618543736	0.5862318638781364	0.7284538008646723	0.7296839467211212	0.7804507710557532	0.7804507710557532	0.9973676293622142	0.9974277315041646	0.9991022032417742	0.7305383648969336	1.0	0.9974680491921872	0.9735156034244684	1.0	0.9735670864090316
ENSAHAT00000005047	1.0	1.0	0.9991023121527524	0.5862318638781364	0.7309855763969446	0.7308334312918773	0.7825025140066082	0.7804114707166772	0.9974033039865466	0.9974033039865466	0.9990842037522896	0.7317021427056078	1.0	0.9974443849486444	0.9736916709190906	1.0	0.9736329212607194
ENSAOWT00000012012	0.9991221618543736	0.9991023121527524	1.0	0.5836708069469736	0.7291341991341991	0.7303495468836693	0.7803743750726659	0.7803743750726659	0.9970405143381976	0.997109250398724	1.0	0.731202484702392	0.9991221618543736	0.9971553288537938	0.9731836779829702	0.9991224117075022	0.9731747787610621
ENSEBUT00000011677	0.5862318638781364	0.5862318638781364	0.5836708069469736	1.0	0.6046709581316168	0.6069429191332065	0.5838612327016666	0.5838612327016666	0.5875188458923345	0.5875188458923345	0.5836708069469736	0.6060549330052687	0.5862318638781364	0.5878772067136273	0.5773202745019654	0.5862318638781364	0.5773202745019654
ENSPVIT00000042103	0.7284538008646723	0.7309855763969446	0.7291341991341991	0.6046709581316168	1.0	1.0	0.7463015221481102	0.7444155844155844	0.7295015984728259	0.7287757630363779	0.7284370840697345	1.0	0.7302649930264993	0.7293968845692984	0.7257011636607581	0.7307348743981349	0.7247548336416391
ENSPVIT00000042105	0.7296839467211212	0.7308334312918773	0.7303495468836693	0.6069429191332065	1.0	1.0	0.7454074912771218	0.7454074912771218	0.7293986360818351	0.7282066334018198	0.7275783488639697	1.0	0.7296839467211212	0.7288894236553964	0.7271864709493777	0.7302594339622641	0.7260457731055628
ENSSMRT00000033855	0.7804507710557532	0.7825025140066082	0.7803743750726659	0.5838612327016666	0.7463015221481102	0.7454074912771218	1.0	1.0	0.7814316266197006	0.7814489760798485	0.779486312943562	0.7467392563419437	0.7824956672443674	0.7823940765117235	0.7719846294197329	0.7825567782720674	0.7719089626946157
ENSSMRT00000033856	0.7804507710557532	0.7804114707166772	0.7803743750726659	0.5838612327016666	0.7444155844155844	0.7454074912771218	1.0	1.0	0.7792177972804041	0.779286800069775	0.779486312943562	0.7467392563419437	0.7804507710557532	0.7802790652051301	0.7719846294197329	0.7805132583843272	0.7719089626946157
ENSARWT00000020815	0.9973676293622142	0.9974033039865466	0.9970405143381976	0.5875188458923345	0.7295015984728259	0.7293986360818351	0.7814316266197006	0.7792177972804041	1.0	1.0	0.9974719174333446	0.7303110934274986	0.9974033039865466	1.0	0.9739682179984704	0.9973614112680304	0.9739045764362221
ENSARWT00000020814	0.9974277315041646	0.9974033039865466	0.997109250398724	0.5875188458923345	0.7287757630363779	0.7282066334018198	0.7814489760798485	0.779286800069775	1.0	1.0	0.997524183874014	0.7291033061905229	0.9974618062270354	1.0	0.97389264523251	0.997421794431076	0.9738319277598504
ENSAOWT00000010980	0.9991022032417742	0.9990842037522896	1.0	0.5836708069469736	0.7284370840697345	0.7275783488639697	0.779486312943562	0.779486312943562	0.9974719174333446	0.997524183874014	1.0	0.7286145741081363	0.9991022032417742	0.9975645886163348	0.9748966075715072	0.9990882657335765	0.9748061465049565
ENSPVIT00000042106	0.7305383648969336	0.7317021427056078	0.731202484702392	0.6060549330052687	1.0	1.0	0.7467392563419437	0.7467392563419437	0.7303110934274986	0.7291033061905229	0.7286145741081363	1.0	0.7305383648969336	0.7297734237386291	0.7284306589776608	0.7311293984108967	0.7272627416520211
ENSAHAT00000004870	1.0	1.0	0.9991221618543736	0.5862318638781364	0.7302649930264993	0.7296839467211212	0.7824956672443674	0.7804507710557532	0.9974033039865466	0.9974618062270354	0.9991022032417742	0.7305383648969336	1.0	0.9975010709695844	0.9735156034244684	1.0	0.9735670864090316
ENSARWT00000020816	0.9974680491921872	0.9974443849486444	0.9971553288537938	0.5878772067136273	0.7293968845692984	0.7288894236553964	0.7823940765117235	0.7802790652051301	1.0	1.0	0.9975645886163348	0.7297734237386291	0.9975010709695844	1.0	0.97389264523251	0.9974622969837588	0.9738319277598504
ENSDNVT00000017442	0.9735156034244684	0.9736916709190906	0.9731836779829702	0.5773202745019654	0.7257011636607581	0.7271864709493777	0.7719846294197329	0.7719846294197329	0.9739682179984704	0.97389264523251	0.9748966075715072	0.7284306589776608	0.9735156034244684	0.97389264523251	1.0	0.9735243774501684	1.0
ENSAHAT00000004999	1.0	1.0	0.9991224117075022	0.5862318638781364	0.7307348743981349	0.7302594339622641	0.7825567782720674	0.7805132583843272	0.9973614112680304	0.997421794431076	0.9990882657335765	0.7311293984108967	1.0	0.9974622969837588	0.9735243774501684	1.0	0.9735156034244684
ENSDNVT00000017408	0.9735670864090316	0.9736329212607194	0.9731747787610621	0.5773202745019654	0.7247548336416391	0.7260457731055628	0.7719089626946157	0.7719089626946157	0.9739045764362221	0.9738319277598504	0.9748061465049565	0.7272627416520211	0.9735670864090316	0.9738319277598504	1.0	0.9735156034244684	1.0
