,K10D11.2.1,F55G11.6.1,F55G11.4.1,F55G11.5a.1,K10D11.4.1,K10D11.1.1,C32H11.10.1,K08D8.4d.1,C32H11.13.1,K08D8.4b.1,K08D8.4b.2,F17C11.11a.1,ZK896.1.1,K08D8.3.1,K10D11.3c.1,K08D8.5.1,K10D11.5.1,T05E12.6a.1,C32H11.3.1,K08D8.6a.1,T19C9.8.1,C29F3.7b.1,ZK1037.6.1,F55C9.6.1,C32H11.12.1,F17C11.11b.1,C45B11.6.1,ZK896.4.1,K10D11.3a.1,ENSCABT00000029595,K10D11.3b.1,C32H11.1a.1,F55G11.8.1,T05E12.6b.1,F55G11.5b.1,ENSGAGT00000027995,C32H11.1b.1,ZK896.5.2,ZK896.5.1,K08D8.4a.2,F55G11.7.2,K08D8.4a.1,K08D8.6b.1,F55G11.7.1,ENSPNAT00000002131,C32H11.4.1,K10D11.6.1,F55G11.2.1,C49G7.13.1,C29F3.7a.1,K08D8.4c.1,C32H11.9.1
K10D11.2.1,1.0,0.4471952366029458,0.460352079763203,0.6801669500695625,0.17889087656529523,0.4424365165913694,0.21584440227703983,0.2557651991614256,0.4581435526935762,0.2557651991614256,0.2557651991614256,0.0,0.25596432552954296,0.25321162947937803,0.22901504124211547,0.263894000736106,0.20890410958904115,0.24641833810888247,0.3935524061672637,0.22732240437158469,0.005970149253731294,0.18014705882352944,0.26072607260726066,0.29618768328445744,0.2772748928060982,0.0,0.0,0.21169487799516373,0.23310810810810811,0.08065720687079914,0.2346450901066568,0.2809224318658281,0.44897959183673475,0.24641833810888247,0.7065084627464666,0.09070464767616193,0.2809224318658281,0.21337439507259126,0.21337439507259126,0.2557651991614256,0.45100482941268116,0.2557651991614256,0.1879039704524469,0.45100482941268116,0.0,0.39367009666354846,0.26300578034682087,0.4572363296463624,0.44103847356897097,0.18014705882352944,0.28578176665092103,0.21584440227703983
F55G11.6.1,0.4471952366029458,1.0,0.694487457417157,0.4596292805529375,0.25247079964061103,0.6736434108527132,0.21653358384217947,0.26468531468531475,0.5654359780047132,0.26468531468531475,0.26468531468531475,0.0,0.20061864781263805,0.27899159663865547,0.20239282153539384,0.28729281767955794,0.11935483870967745,0.17679558011049723,0.4229273603981957,0.197213757074445,0.18731117824773413,0.2656826568265682,0.16333333333333333,0.2502812148481439,0.2576687116564418,0.0,0.0,0.18678915135608043,0.17085953878406712,0.0998487140695915,0.17401303181295513,0.3170391061452513,0.7066666666666667,0.17679558011049723,0.45110353490041266,0.1100987091875475,0.3170391061452513,0.21154268158876455,0.21154268158876455,0.26468531468531475,0.8121803812180381,0.26468531468531475,0.1916783543712015,0.8121803812180381,0.0,0.44989106753812635,0.20667989417989419,0.6767535692116697,0.7446709916589435,0.2656826568265682,0.30009407337723426,0.21653358384217947
F55G11.4.1,0.460352079763203,0.694487457417157,1.0,0.4453781512605042,0.1922731356693621,0.6791814125250039,0.16401124648547327,0.2688433483848558,0.5412515566625156,0.2688433483848558,0.2688433483848558,0.0,0.22870349988994054,0.2582049564634963,0.20773780187284374,0.2602639296187683,0.06624605678233442,0.2375690607734806,0.4241202914276856,0.2068965517241379,0.20543806646525686,0.29151291512915134,0.16666666666666663,0.26189143816452154,0.23254716981132073,0.0,0.0,0.18726836712448225,0.19448275862068964,0.11043872919818454,0.19007951533510037,0.27058006252170896,0.7133405139252192,0.2375690607734806,0.44193491019028985,0.12072892938496582,0.27058006252170896,0.2121476949967227,0.2121476949967227,0.2688433483848558,0.7019541467918141,0.2688433483848558,0.18467220683287167,0.7019541467918141,0.0,0.4300108510308479,0.2228384991843393,0.7433451300200031,0.674060382008626,0.29151291512915134,0.32913165266106437,0.16401124648547327
F55G11.5a.1,0.6801669500695625,0.4596292805529375,0.4453781512605042,1.0,0.16326530612244894,0.4465399002493766,0.19876660341555974,0.29818956336528224,0.4668874172185431,0.29818956336528224,0.29818956336528224,0.0,0.23650899400399727,0.26402974983096694,0.24492825333993073,0.2912621359223301,0.08450704225352113,0.2727272727272727,0.3949736270555384,0.19373219373219375,0.29966329966329974,0.10431654676258995,0.13307984790874527,0.24926686217008798,0.2877560743211053,0.0,0.0,0.18613861386138608,0.240506329113924,0.1029411764705882,0.24596319939917388,0.317064606741573,0.4564573921171522,0.2727272727272727,1.0,0.11291512915129154,0.317064606741573,0.1970030850594976,0.1970030850594976,0.29818956336528224,0.46680206217778464,0.29818956336528224,0.16251154201292706,0.46680206217778464,0.0,0.3889408099688474,0.21488946684005206,0.46029021688250893,0.42577030812324934,0.10431654676258995,0.3342898134863701,0.19876660341555974
K10D11.4.1,0.17889087656529523,0.25247079964061103,0.1922731356693621,0.16326530612244894,1.0,0.19586702605570527,0.17172722747635638,0.28397115917914584,0.2304147465437788,0.28835978835978837,0.28835978835978837,0.24721603563474392,0.20150862068965514,0.40448569218870845,0.3659711075441412,0.25,0.21500721500721498,0.25789286981199,0.23686553873552985,0.18207580588026917,0.2556846892369884,0.2286369320550229,0.23195414651620994,0.22176591375770016,0.18759379689844924,0.25,0.4931506849315068,0.23521076868579527,0.2741116751269035,0.4202702702702703,0.3659711075441412,0.24907456372289793,0.21024258760107817,0.1749287749287749,0.18383311603650587,0.4330175913396481,0.2422945205479452,0.20510095642933046,0.20510095642933046,0.28835978835978837,0.2021563342318059,0.28835978835978837,0.19307733910221736,0.2021563342318059,0.11189913317572886,0.18604651162790697,0.29905437352245867,0.2264150943396226,0.1769991015274034,0.22965440356744704,0.16909871244635188,0.16973618715778993
K10D11.1.1,0.4424365165913694,0.6736434108527132,0.6791814125250039,0.4465399002493766,0.19586702605570527,1.0,0.1736078614880674,0.2326315789473684,0.5500390320062452,0.2326315789473684,0.2326315789473684,0.0,0.22011886418666082,0.27764705882352936,0.21653056174214302,0.2603550295857988,0.14417177914110435,0.16890080428954424,0.39187722833669203,0.18564302754283235,0.20833333333333337,0.2472727272727273,0.20999999999999996,0.24327354260089684,0.22033898305084743,0.0,0.0,0.19577065620231093,0.19302486187845302,0.1089258698940998,0.2012937595129376,0.2629189944134078,0.6745762711864407,0.16890080428954424,0.4307637401855817,0.11921032649962038,0.2629189944134078,0.18833296919379505,0.18833296919379505,0.2326315789473684,0.666615265998458,0.2326315789473684,0.14589104339796855,0.666615265998458,0.0,0.4016431560998295,0.17032427120864724,0.6713955281418659,0.6377079482439926,0.2472727272727273,0.2817497648165569,0.1736078614880674
C32H11.10.1,0.21584440227703983,0.21653358384217947,0.16401124648547327,0.19876660341555974,0.17172722747635638,0.1736078614880674,1.0,0.3211920529801324,0.13946869070208723,0.3211920529801324,0.3211920529801324,0.20646476412347115,0.21762349799732972,0.27109111361079863,0.24176776429809355,0.3102696812857533,0.21695226438188497,0.19565217391304346,0.1963015647226174,0.15379537953795386,0.1892156862745098,0.22620904836193445,0.21322160148975788,0.2391826923076923,0.5465048259725066,0.2121513944223108,0.0,0.18679867986798682,0.13387096774193552,0.0,0.13387096774193552,0.35792649478880967,0.2052606857679662,0.0,0.202315661182206,0.0,0.35792649478880967,0.19669966996699673,0.19669966996699673,0.3211920529801324,0.1841240018788164,0.3211920529801324,0.058238636363636354,0.1841240018788164,0.1357466063348416,0.2052606857679662,0.11538461538461542,0.21183654297792387,0.16767865483418964,0.22620904836193445,0.3211920529801324,0.9989809288105983
K08D8.4d.1,0.2557651991614256,0.26468531468531475,0.2688433483848558,0.29818956336528224,0.28397115917914584,0.2326315789473684,0.3211920529801324,1.0,0.3049343272985445,1.0,1.0,0.26136846578835526,0.2551451187335092,0.36384718662272664,0.24214417744916816,0.6324341891452714,0.2015037593984963,0.13519391083725985,0.2966160220994476,0.2217357713108421,0.18067382450944092,0.15700396110911052,0.1917858452511918,0.33333333333333326,0.37008310249307486,0.26136846578835526,0.34979973297730305,0.2666318810331333,0.20391786641491616,0.24426877470355735,0.20391786641491616,0.6089688964635706,0.270949720670391,0.0,0.27976190476190477,0.2660841938046068,0.6284801460520311,0.26964839710444677,0.26964839710444677,1.0,0.269501054111033,1.0,0.2126772310258549,0.269501054111033,0.14864197530864198,0.27665505226480835,0.19428571428571428,0.2428471737613398,0.2611731843575419,0.15700396110911052,1.0,0.32312362030905084
C32H11.13.1,0.4581435526935762,0.5654359780047132,0.5412515566625156,0.4668874172185431,0.2304147465437788,0.5500390320062452,0.13946869070208723,0.3049343272985445,1.0,0.3049343272985445,0.3049343272985445,0.0,0.20584329349269592,0.26267748478701824,0.23758952827858737,0.3047050037341299,0.22508038585209,0.2401215805471124,0.4021418593822753,0.19519125683060112,0.23750000000000004,0.09282700421940926,0.2536764705882353,0.23765252760023237,0.1653168175321582,0.0,0.0,0.19271290605794555,0.21736135032724768,0.1089258698940998,0.20948469006721437,0.317064606741573,0.551987529228371,0.2401215805471124,0.4538131041890441,0.11921032649962038,0.317064606741573,0.17832014072119606,0.17832014072119606,0.3049343272985445,0.5457955611128478,0.3049343272985445,0.1449676823638042,0.5457955611128478,0.0,0.41725050599408375,0.20471667212577793,0.5195940671350507,0.5224438902743143,0.09282700421940926,0.34660976766239926,0.13946869070208723
K08D8.4b.1,0.2557651991614256,0.26468531468531475,0.2688433483848558,0.29818956336528224,0.28835978835978837,0.2326315789473684,0.3211920529801324,1.0,0.3049343272985445,1.0,1.0,0.24253144654088055,0.24486066697121978,0.3846523550144185,0.25777470628887356,0.6537047784871348,0.2015037593984963,0.13453887884267635,0.2966160220994476,0.218058690744921,0.1784660766961652,0.15557137771448915,0.19171171171171175,0.33333333333333326,0.37008310249307486,0.24253144654088055,0.34979973297730305,0.27589367552703936,0.2063189950513894,0.2977900552486188,0.2063189950513894,0.6158222703874289,0.270949720670391,0.0,0.27976190476190477,0.3168975069252078,0.6460017969451932,0.2988713318284424,0.2988713318284424,1.0,0.269501054111033,1.0,0.18008185538881305,0.269501054111033,0.14864197530864198,0.27665505226480835,0.1992766726943942,0.2428471737613398,0.2611731843575419,0.15557137771448915,1.0,0.32312362030905084
