	ENSMMUT00000066226	ENSPTRT00000107405	ENSGGOT00000022479	ENSPSMT00000004379	ENSMMUT00000011788	ENSDORT00000008931	ENSRBIT00000058968	ENSOPRT00000012210	ENSCCNT00000008570	ENSPPAT00000056220
ENSMMUT00000066226	1.0	0.9949558638083228	0.9690265486725664	0.9786376953125	1.0	0.96684519255292	0.9956532538499752	0.8132501200192029	0.9572009764035802	0.9949558638083228
ENSPTRT00000107405	0.9949558638083228	1.0	0.9774245565537896	0.9728877679697352	0.9949558638083228	0.935705368289638	0.9949558638083228	0.0	0.935687263556116	0.997449545353737
ENSGGOT00000022479	0.9690265486725664	0.9774245565537896	1.0	0.9517153748411691	0.9690265486725664	0.9076154806491884	0.9690265486725664	0.0	0.907313997477932	0.9762371669165992
ENSPSMT00000004379	0.9786376953125	0.9728877679697352	0.9517153748411691	1.0	0.9779054352629252	0.9655903841621494	0.9745237290046218	0.8138686131386861	0.9573637103336046	0.9728877679697352
ENSMMUT00000011788	1.0	0.9949558638083228	0.9690265486725664	0.9779054352629252	1.0	0.9667687956634456	0.9949272911734868	0.8202828037098981	0.9572009764035802	0.9949558638083228
ENSDORT00000008931	0.96684519255292	0.935705368289638	0.9076154806491884	0.9655903841621494	0.9667687956634456	1.0	0.9624294802544712	0.813953488372093	0.9521562245728236	0.935705368289638
ENSRBIT00000058968	0.9956532538499752	0.9949558638083228	0.9690265486725664	0.9745237290046218	0.9949272911734868	0.9624294802544712	1.0	0.813422401739941	0.9579789894947474	0.9949558638083228
ENSOPRT00000012210	0.8132501200192029	0.0	0.0	0.8138686131386861	0.8202828037098981	0.813953488372093	0.813422401739941	1.0	0.7363456898442641	0.0
ENSCCNT00000008570	0.9572009764035802	0.935687263556116	0.907313997477932	0.9573637103336046	0.9572009764035802	0.9521562245728236	0.9579789894947474	0.7363456898442641	1.0	0.935687263556116
ENSPPAT00000056220	0.9949558638083228	0.997449545353737	0.9762371669165992	0.9728877679697352	0.9949558638083228	0.935705368289638	0.9949558638083228	0.0	0.935687263556116	1.0
