,ENSOCUT00000015670,ENSMEUT00000007203,ENSPCIT00000037525,ENSPCIT00000037524,ENSLAFT00000007371,ENSPPYT00000016261,ENSOPRT00000004470,ENSOCUT00000020933,ENSVURT00010032229,ENSNLET00000007375,ENSMMUT00000001529,ENSSHAT00000017386,ENSSHAT00000017385,ENSMNET00000059138,ENSMFAT00000023577,ENSPPAT00000008379,ENSTGET00000021954,ENSOGAT00000015480,ENSCATT00000045632,ENSPANT00000017356,ENSCSAT00000014892,ENST00000334681,ENSPCOT00000015159,ENSPTRT00000027652,ENSPSMT00000035634,ENSMODT00000014104,ENSETET00000010873,ENSMICT00000073074,ENST00000396169,ENSMLET00000040663,ENSMLET00000040661,ENST00000434608
ENSOCUT00000015670,1.0,0.5368003525782283,0.5383297644539614,0.5383297644539614,0.7967549103330487,0.8423982869379015,0.8033490768570202,0.9570637119113573,0.5370449678800856,0.8586723768736617,0.8488222698072805,0.5275249241439098,0.5301927194860814,0.8488222698072805,0.8488222698072805,0.8526766595289079,0.841541755888651,0.8325481798715203,0.8488222698072805,0.8458244111349036,0.8369283865401208,0.8582441113490364,0.856839422259983,0.8526766595289079,0.832271762208068,0.5255215268530847,0.7492177022798391,0.8339702760084926,0.8582441113490364,0.8727789623312011,0.8727789623312011,0.8582441113490364
ENSMEUT00000007203,0.5368003525782283,1.0,0.9380017841213203,0.9380017841213203,0.5544772827525364,0.5455758114717653,0.53184855233853,0.4626540971718637,0.9289226642825212,0.5490282685512368,0.5527015057573074,0.885623869801085,0.8870031263957123,0.5527015057573074,0.5527015057573074,0.5591872791519434,0.5565912117177098,0.5662383695170581,0.5527015057573074,0.5498449268941072,0.5545171339563862,0.5534452296819788,0.5492341356673961,0.5591872791519434,0.5546806649168854,0.8438661710037175,0.5138760407030527,0.5638670166229222,0.5534452296819788,0.6131441374159821,0.6131441374159821,0.5534452296819788
ENSPCIT00000037525,0.5383297644539614,0.9380017841213203,1.0,1.0,0.5486763450042699,0.5340811044003452,0.5299956840742339,0.4293628808864266,0.9702472952086554,0.5375053579082726,0.5517834121186076,0.9191721983600156,0.9200154559505409,0.5517834121186076,0.5517834121186076,0.5473639091298756,0.5555555555555556,0.5580395528804815,0.5517834121186076,0.5490111779879622,0.5535405872193437,0.541791684526361,0.5369583687340697,0.5473639091298756,0.5469214437367304,0.8680223285486444,0.5140813589628968,0.5511677282377919,0.541791684526361,0.5939957112223017,0.5939957112223017,0.541791684526361
ENSPCIT00000037524,0.5383297644539614,0.9380017841213203,1.0,1.0,0.5486763450042699,0.5340811044003452,0.5299956840742339,0.4293628808864266,0.9702472952086554,0.5375053579082726,0.5517834121186076,0.9191721983600156,0.9200154559505409,0.5517834121186076,0.5517834121186076,0.5473639091298756,0.5555555555555556,0.5580395528804815,0.5517834121186076,0.5490111779879622,0.5535405872193437,0.541791684526361,0.5369583687340697,0.5473639091298756,0.5469214437367304,0.8680223285486444,0.5140813589628968,0.5511677282377919,0.541791684526361,0.5939957112223017,0.5939957112223017,0.541791684526361
ENSLAFT00000007371,0.7967549103330487,0.5544772827525364,0.5486763450042699,0.5486763450042699,1.0,0.8262169086251068,0.7675513698630136,0.7290809327846365,0.5499573014517506,0.8424423569598634,0.8454312553373186,0.5304535637149028,0.535866780529462,0.8454312553373186,0.8454312553373186,0.8283518360375747,0.8450042698548249,0.8304867634500427,0.8454312553373186,0.8424423569598634,0.8391397849462365,0.8339026473099914,0.8593882752761257,0.8283518360375747,0.8441613588110404,0.5513895015438907,0.8158247653106839,0.8386411889596603,0.8339026473099914,0.867237687366167,0.867237687366167,0.8339026473099914
ENSPPYT00000016261,0.8423982869379015,0.5455758114717653,0.5340811044003452,0.5340811044003452,0.8262169086251068,1.0,0.7980146741476046,0.8060941828254847,0.5362381363244176,0.9734247749678525,0.9565964761495488,0.5312090790048014,0.5366695427092321,0.9565964761495488,0.9565964761495488,0.9601371624517788,0.9513350559862188,0.8521066208082545,0.9565964761495488,0.9539982803095443,0.9412780656303973,0.9657093870552936,0.8776550552251486,0.9601371624517788,0.8679405520169852,0.5216228265715559,0.7849798837729102,0.867515923566879,0.9657093870552936,0.9678341672623302,0.9678341672623302,0.9657093870552936
ENSOPRT00000004470,0.8033490768570202,0.53184855233853,0.5299956840742339,0.5299956840742339,0.7675513698630136,0.7980146741476046,1.0,0.7146814404432132,0.5287009063444109,0.8040395358831113,0.8117190866006032,0.5176933158584535,0.5205006473888649,0.8117190866006032,0.8117190866006032,0.8006872852233677,0.815278377211912,0.8094827586206896,0.8117190866006032,0.809051724137931,0.7974025974025974,0.7980232058444349,0.813458262350937,0.8006872852233677,0.7952320136228183,0.5220883534136547,0.7735176103432903,0.8011919965942954,0.7980232058444349,0.8236559139784946,0.8236559139784946,0.7980232058444349
ENSOCUT00000020933,0.9570637119113573,0.4626540971718637,0.4293628808864266,0.4293628808864266,0.7290809327846365,0.8060941828254847,0.7146814404432132,1.0,0.4196675900277008,0.8143547273982057,0.7970914127423823,0.4067796610169492,0.4134349030470914,0.7970914127423823,0.7970914127423823,0.8136645962732919,0.7853185595567868,0.7686980609418282,0.7970914127423823,0.7970914127423823,0.7772346368715084,0.8136645962732919,0.8054794520547945,0.8136645962732919,0.7681258549931601,0.4229074889867841,0.6719768283852281,0.7682843472317157,0.8136645962732919,0.7713178294573644,0.7713178294573644,0.8136645962732919
ENSVURT00010032229,0.5370449678800856,0.9289226642825212,0.9702472952086554,0.9702472952086554,0.5499573014517506,0.5362381363244176,0.5287009063444109,0.4196675900277008,1.0,0.5396485212173168,0.553932101418135,0.9096950742767788,0.9106382978723404,0.553932101418135,0.553932101418135,0.5495070724389198,0.55770887166236,0.5563198624247635,0.553932101418135,0.5511607910576096,0.555699481865285,0.543934847835405,0.5352591333899746,0.5495070724389198,0.5452229299363057,0.8612,0.5042467590523022,0.5575371549893843,0.543934847835405,0.5968548963545389,0.5968548963545389,0.543934847835405
ENSNLET00000007375,0.8586723768736617,0.5490282685512368,0.5375053579082726,0.5375053579082726,0.8424423569598634,0.9734247749678525,0.8040395358831113,0.8143547273982057,0.5396485212173168,1.0,0.9627089584226318,0.5346921075455334,0.5400771538791256,0.9627089584226318,0.9627089584226318,0.9755679382768967,0.9554222031718816,0.8658379768538362,0.9627089584226318,0.95970852978997,0.9555267702936097,0.9811401628804115,0.8937977909940527,0.9755679382768967,0.8840764331210191,0.5336581045172719,0.7898971837282074,0.883651804670913,0.9811401628804115,0.9835596854896355,0.9835596854896355,0.9811401628804115
