,ENSHHUT00000017061,ENSHHUT00000017054,ENSGAGT00000030426,ENSCHAT00000027677,ENSHHUT00000017050,ENSGAGT00000030425,ENSELUT00000015840,ENSDCDT00000041462,ENSSFOT00015001003,ENSPSIT00000016369
ENSHHUT00000017061,1.0,1.0,0.40042868277474675,0.36569362613818956,1.0,0.40042868277474675,0.7184493491794001,0.3807561803199224,0.4487353821049769,0.3835949177877429
ENSHHUT00000017054,1.0,1.0,0.40042868277474675,0.36569362613818956,1.0,0.40042868277474675,0.7169972884258599,0.3808011724474841,0.4507487292210468,0.3835949177877429
ENSGAGT00000030426,0.40042868277474675,0.40042868277474675,1.0,0.48283709463303626,0.3949204077982471,1.0,0.38411509657075293,0.45452901826071235,0.4984917043740573,0.802219396601549
ENSCHAT00000027677,0.36569362613818956,0.36569362613818956,0.48283709463303626,1.0,0.36569362613818956,0.48283709463303626,0.3586736756975333,0.47036305260558164,0.42548202188639916,0.49194593593778935
ENSHHUT00000017050,1.0,1.0,0.3949204077982471,0.36569362613818956,1.0,0.3949204077982471,0.7169972884258599,0.3808011724474841,0.4507487292210468,0.38114050154586054
ENSGAGT00000030425,0.40042868277474675,0.40042868277474675,1.0,0.48283709463303626,0.3949204077982471,1.0,0.38411509657075293,0.45452901826071235,0.4984917043740573,0.802219396601549
ENSELUT00000015840,0.7184493491794001,0.7169972884258599,0.38411509657075293,0.3586736756975333,0.7169972884258599,0.38411509657075293,1.0,0.367984382625671,0.4420131291028446,0.36513033622969404
ENSDCDT00000041462,0.3807561803199224,0.3808011724474841,0.45452901826071235,0.47036305260558164,0.3808011724474841,0.45452901826071235,0.367984382625671,1.0,0.4419154228855722,0.47738419618528605
ENSSFOT00015001003,0.4487353821049769,0.4507487292210468,0.4984917043740573,0.42548202188639916,0.4507487292210468,0.4984917043740573,0.4420131291028446,0.4419154228855722,1.0,0.5090218423551757
ENSPSIT00000016369,0.3835949177877429,0.3835949177877429,0.802219396601549,0.49194593593778935,0.38114050154586054,0.802219396601549,0.36513033622969404,0.47738419618528605,0.5090218423551757,1.0
