	ENSSMRT00000029056	ENSSMRT00000029054	ENSSMRT00000029055	ENSSCAT00000006523	ENSDNVT00000017153	ENSSPUT00000005405	ENSNSUT00000021068	ENSSCAT00000006514	ENSAHAT00000007309	ENSPVIT00000022859	ENSDNVT00000017179	ENSPVIT00000022874	ENSZALT00000019004	ENSZALT00000019003	ENSSPUT00000005435	ENSPVIT00000022868	ENSNSUT00000021069
ENSSMRT00000029056	1.0	1.0	1.0	0.7164539112364554	0.7301496995341891	0.7664831130690162	0.8245434955200182	0.7170107880260056	0.7379671315105596	0.8386932479627474	0.7301496995341891	0.8375881631401411	0.71130460891758	0.7117783735478106	0.7722927440839994	0.8375881631401411	0.8193300823407147
ENSSMRT00000029054	1.0	1.0	1.0	0.71766862444353	0.7314197663584893	0.7664831130690162	0.8245434955200182	0.7181841091550564	0.7379671315105596	0.8391350019922483	0.7314197663584893	0.8380585339794712	0.7124910129791501	0.7129115930542547	0.7722927440839994	0.8370198803319823	0.8193300823407147
ENSSMRT00000029055	1.0	1.0	1.0	0.7164539112364554	0.7301496995341891	0.7664831130690162	0.8245434955200182	0.7170107880260056	0.7379671315105596	0.8396545519971212	0.7301496995341891	0.8386131110269042	0.71130460891758	0.7117783735478106	0.7722927440839994	0.8375881631401411	0.8193300823407147
ENSSCAT00000006523	0.7164539112364554	0.71766862444353	0.7164539112364554	1.0	0.8661524835781238	0.7694535477478851	0.7106597020700329	1.0	0.8747156074624601	0.7268575247855631	0.8661524835781238	0.7265591439840668	0.943256067205974	0.9446293830448292	0.7568230604109168	0.7265591439840668	0.7015115943819762
ENSDNVT00000017153	0.7301496995341891	0.7314197663584893	0.7301496995341891	0.8661524835781238	1.0	0.783795652492132	0.7300377414341745	0.8660600028437366	0.957473102646118	0.7454208538236762	1.0	0.7440098991338258	0.8688426634798521	0.8713920090999574	0.7763036099969145	0.7440098991338258	0.7224536309336687
ENSSPUT00000005405	0.7664831130690162	0.7664831130690162	0.7664831130690162	0.7694535477478851	0.783795652492132	1.0	0.7596342501758413	0.7693860325149546	0.779508970727101	0.7809867186637725	0.783795652492132	0.7825007756748371	0.7642285846760172	0.7631105728650592	1.0	0.7825007756748371	0.7553007443170389
ENSNSUT00000021068	0.8245434955200182	0.8245434955200182	0.8245434955200182	0.7106597020700329	0.7300377414341745	0.7596342501758413	1.0	0.7129522888698822	0.7354800327210529	0.835319937942256	0.7300377414341745	0.8327006832620769	0.7088032581453634	0.7099043436185656	0.7732705541470482	0.8327006832620769	1.0
ENSSCAT00000006514	0.7170107880260056	0.7181841091550564	0.7170107880260056	1.0	0.8660600028437366	0.7693860325149546	0.7129522888698822	1.0	0.8742431978991904	0.7289682823798954	0.8660600028437366	0.7287861706125517	0.9420733986097616	0.9434513211309736	0.7568230604109168	0.7287861706125517	0.7043237907206318
ENSAHAT00000007309	0.7379671315105596	0.7379671315105596	0.7379671315105596	0.8747156074624601	0.957473102646118	0.779508970727101	0.7354800327210529	0.8742431978991904	1.0	0.7503667840375586	0.957473102646118	0.7483674021407318	0.8751871616692901	0.8783694937541091	0.7803776020655155	0.7483674021407318	0.7286264750742555
ENSPVIT00000022859	0.8386932479627474	0.8391350019922483	0.8396545519971212	0.7268575247855631	0.7454208538236762	0.7809867186637725	0.835319937942256	0.7289682823798954	0.7503667840375586	1.0	0.7454208538236762	1.0	0.7277479035836498	0.7286921644463544	0.7816956589876195	1.0	0.8274991989746876
ENSDNVT00000017179	0.7301496995341891	0.7314197663584893	0.7301496995341891	0.8661524835781238	1.0	0.783795652492132	0.7300377414341745	0.8660600028437366	0.957473102646118	0.7454208538236762	1.0	0.7440098991338258	0.8688426634798521	0.8713920090999574	0.7763036099969145	0.7440098991338258	0.7224536309336687
ENSPVIT00000022874	0.8375881631401411	0.8380585339794712	0.8386131110269042	0.7265591439840668	0.7440098991338258	0.7825007756748371	0.8327006832620769	0.7287861706125517	0.7483674021407318	1.0	0.7440098991338258	1.0	0.7277479035836498	0.7277479035836498	0.7816956589876195	1.0	0.8242532247114732
ENSZALT00000019004	0.71130460891758	0.7124910129791501	0.71130460891758	0.943256067205974	0.8688426634798521	0.7642285846760172	0.7088032581453634	0.9420733986097616	0.8751871616692901	0.7277479035836498	0.8688426634798521	0.7277479035836498	1.0	1.0	0.7500764759865403	0.7277479035836498	0.7004843019372078
ENSZALT00000019003	0.7117783735478106	0.7129115930542547	0.7117783735478106	0.9446293830448292	0.8713920090999574	0.7631105728650592	0.7099043436185656	0.9434513211309736	0.8783694937541091	0.7286921644463544	0.8713920090999574	0.7277479035836498	1.0	1.0	0.7500764759865403	0.7277479035836498	0.7020923149942649
ENSSPUT00000005435	0.7722927440839994	0.7722927440839994	0.7722927440839994	0.7568230604109168	0.7763036099969145	1.0	0.7732705541470482	0.7568230604109168	0.7803776020655155	0.7816956589876195	0.7763036099969145	0.7816956589876195	0.7500764759865403	0.7500764759865403	1.0	0.7816956589876195	0.7639190166305134
ENSPVIT00000022868	0.8375881631401411	0.8370198803319823	0.8375881631401411	0.7265591439840668	0.7440098991338258	0.7825007756748371	0.8327006832620769	0.7287861706125517	0.7483674021407318	1.0	0.7440098991338258	1.0	0.7277479035836498	0.7277479035836498	0.7816956589876195	1.0	0.8242532247114732
ENSNSUT00000021069	0.8193300823407147	0.8193300823407147	0.8193300823407147	0.7015115943819762	0.7224536309336687	0.7553007443170389	1.0	0.7043237907206318	0.7286264750742555	0.8274991989746876	0.7224536309336687	0.8242532247114732	0.7004843019372078	0.7020923149942649	0.7639190166305134	0.8242532247114732	1.0
