	ENSLBET00000008613	ENSMAMT00000015759	ENSAHAT00000028317	ENSNMET00000011596	ENSNMET00000011594	ENSHHUT00000005806	ENSCPUT00000032154	ENSDNVT00000021903	ENSXCOT00000011927	ENSAOWT00000015688	ENSCJPT00005029636	ENSAOWT00000015686	ENSCPGT00000023148	ENSATET00000012592	ENSMAMT00000015764	ENSGALT00000050934	ENSPRNT00000011509	ENSARWT00000015738	ENSARWT00000015739	ENSHHUT00000019256	ENSNPET00000011700	ENSGALT00000092477
ENSLBET00000008613	1.0	0.6883211678832116	0.0	0.7721311475409836	0.7721311475409836	0.0	0.7792096219931272	0.7172958735733099	0.6350148367952523	0.0	0.7866666666666666	0.0	0.7708516242317822	0.6858465608465608	0.7473338802296965	0.7734439834024897	0.6183415705656233	0.7199297629499561	0.6301369863013698	0.0	0.7120280948200176	0.7734439834024897
ENSMAMT00000015759	0.6883211678832116	1.0	0.4974513875778743	0.552979274611399	0.5503454358371307	0.5135327635327636	0.5619009584664537	0.5412644459551326	0.4796645702306079	0.4974513875778743	0.5674698795180723	0.491556789266713	0.5660300690776108	0.8959677419354839	1.0	0.5659296750133191	0.8996078431372551	0.5282412367977958	0.5282412367977958	0.5175280086736538	0.5453433038749149	0.5650128963738431
ENSAHAT00000028317	0.0	0.4974513875778743	1.0	0.7956932215975391	0.7956932215975391	0.4989441351507007	0.8579240949360166	0.9550496880055466	0.5340393343419062	0.9972988843217849	0.8277569887739379	0.9969394544244844	0.8730246436070284	0.0	0.5910129474485911	0.8311504038419559	0.0	0.9931852896251908	0.9931852896251908	0.5165182987141445	0.9113938560293444	0.8311504038419559
ENSNMET00000011596	0.7721311475409836	0.552979274611399	0.7956932215975391	1.0	1.0	0.5276437847866421	0.8507848887355529	0.8099879247886838	0.5038633590890605	0.7981330221703618	0.8858030015525271	0.7971205758848231	0.8444885285492496	0.8193548387096774	0.6534681269306375	0.9141797481455926	0.7937254901960784	0.7920764259623492	0.7920764259623492	0.5372586872586873	0.8035190615835777	0.9068090287533952
ENSNMET00000011594	0.7721311475409836	0.5503454358371307	0.7956932215975391	1.0	1.0	0.5276437847866421	0.8466797789641285	0.8032218788049077	0.5528455284552846	0.7981330221703618	0.8902313383909338	0.7971205758848231	0.8398426524304581	0.8193548387096774	0.6815431164901664	0.9068090287533952	0.7937254901960784	0.7920764259623492	0.7920764259623492	0.5372586872586873	0.7932939964409478	0.9085981995223222
ENSHHUT00000005806	0.0	0.5135327635327636	0.4989441351507007	0.5276437847866421	0.5276437847866421	1.0	0.5535407520519183	0.5148780956037627	0.0	0.499136110577846	0.5421386062583989	0.49634858812074	0.5329010108716383	0.0	0.0	0.5429881543752388	0.0	0.4962564791706662	0.4962564791706662	0.8961329052073154	0.5027836436936072	0.5429881543752388
ENSCPUT00000032154	0.7792096219931272	0.5619009584664537	0.8579240949360166	0.8507848887355529	0.8466797789641285	0.5535407520519183	1.0	0.8675244010647737	0.4895920066611157	0.8604396806299902	0.8550133096716948	0.8493234932349324	0.9607808340727596	0.7387096774193549	0.6780058651026393	0.8680395969595192	0.7168627450980393	0.8552771597175196	0.8552771597175196	0.5669634025717112	0.8525288376220054	0.8653457728190824
ENSDNVT00000021903	0.7172958735733099	0.5412644459551326	0.9550496880055466	0.8099879247886838	0.8032218788049077	0.5148780956037627	0.8675244010647737	1.0	0.5199124726477025	0.9577074185347816	0.8210648561729498	0.952181865691142	0.8834724840649969	0.6588709677419354	0.6199940670424207	0.8371044723351599	0.6274509803921569	0.9573921971252568	0.9573921971252568	0.525024727992087	0.91680563275894	0.8325478503414446
ENSXCOT00000011927	0.6350148367952523	0.4796645702306079	0.5340393343419062	0.5038633590890605	0.5528455284552846	0.0	0.4895920066611157	0.5199124726477025	1.0	0.5340393343419062	0.4875560995512036	0.5340393343419062	0.5010679196924391	0.6243144424131627	0.4796645702306079	0.4981744421906693	0.5527015057573074	0.5886699507389163	0.5886699507389163	0.0	0.4745908699397072	0.5451107509454349
ENSAOWT00000015688	0.0	0.4974513875778743	0.9972988843217849	0.7981330221703618	0.7981330221703618	0.499136110577846	0.8604396806299902	0.9577074185347816	0.5340393343419062	1.0	0.8302883557120845	1.0	0.875566360923859	0.0	0.5910129474485911	0.8336607727570401	0.0	0.9954198473282444	0.9954198473282444	0.5167161226508408	0.9140302613480056	0.8336607727570401
