	ENSAHAT00000025072	ENSARWT00000021062	ENSAHAT00000025076	ENSARWT00000021064	ENSGALT00000078411	ENSAOWT00000003350	ENSDNVT00000015074	ENSAOWT00000003343	ENSNMET00000011716	ENSDNVT00000015069
ENSAHAT00000025072	1.0	0.9929394277220364	1.0	0.9945333853963296	0.8201223480411297	1.0	0.9678294573643412	1.0	0.8545178226029291	0.967255558939994
ENSARWT00000021062	0.9929394277220364	1.0	0.9929394277220364	1.0	0.8008585293019783	0.9929394277220364	0.9568504517794578	0.9929394277220364	0.8383879503358437	0.9568504517794578
ENSAHAT00000025076	1.0	0.9929394277220364	1.0	0.9937229113734868	0.8175160663577941	1.0	0.9658551068883612	1.0	0.8531860390650016	0.9647608773822366
ENSARWT00000021064	0.9945333853963296	1.0	0.9937229113734868	1.0	0.8183479055200313	0.9937229113734868	0.9639534883720929	0.9945333853963296	0.8527292878913827	0.9614681693572952
ENSGALT00000078411	0.8201223480411297	0.8008585293019783	0.8175160663577941	0.8183479055200313	1.0	0.8175160663577941	0.8268733850129198	0.8201223480411297	0.9344717478828266	0.8208955223880597
ENSAOWT00000003350	1.0	0.9929394277220364	1.0	0.9937229113734868	0.8175160663577941	1.0	0.9658551068883612	1.0	0.8531860390650016	0.9647608773822366
ENSDNVT00000015074	0.9678294573643412	0.9568504517794578	0.9658551068883612	0.9639534883720929	0.8268733850129198	0.9658551068883612	1.0	0.9678294573643412	0.8587075575027382	1.0
ENSAOWT00000003343	1.0	0.9929394277220364	1.0	0.9945333853963296	0.8201223480411297	1.0	0.9678294573643412	1.0	0.8545178226029291	0.967255558939994
ENSNMET00000011716	0.8545178226029291	0.8383879503358437	0.8531860390650016	0.8527292878913827	0.9344717478828266	0.8531860390650016	0.8587075575027382	0.8545178226029291	1.0	0.8533442088091354
ENSDNVT00000015069	0.967255558939994	0.9568504517794578	0.9647608773822366	0.9614681693572952	0.8208955223880597	0.9647608773822366	1.0	0.967255558939994	0.8533442088091354	1.0
