	ENSGGOT00000005395	ENSNLET00000043331	ENSRROT00000066545	ENSRROT00000066547	ENST00000339144	ENST00000376321	ENSRROT00000066548	ENSGGOT00000027291	ENSNLET00000012214	ENSPPYT00000012633	ENSPTRT00000024799	ENSPTRT00000086147	ENSGGOT00000066131	ENSPPAT00000035304	ENSPPAT00000035306	ENSPPAT00000035307	ENSPTRT00000078060	ENSNLET00000055207	ENSRBIT00000065540	ENST00000376315	ENSRBIT00000065538	ENSRBIT00000065539
ENSGGOT00000005395	1.0	1.0	0.9168765743073048	0.959340011785504	1.0	1.0	0.9168765743073048	1.0	0.985268120212139	0.9687684148497347	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.959340011785504	0.9935179728933412	0.9168765743073048	0.9168765743073048
ENSNLET00000043331	1.0	1.0	0.9334442595673876	0.9168765743073048	0.9848661233993016	0.9883138564273791	0.9465737514518002	0.9732441471571908	1.0	0.9721518987341772	0.9700996677740864	1.0	0.981373690337602	0.9700996677740864	0.9791425260718424	1.0	0.9791425260718424	1.0	0.9168765743073048	1.0	0.9334442595673876	0.9465737514518002
ENSRROT00000066545	0.9168765743073048	0.9334442595673876	1.0	1.0	0.9450915141430948	0.9470158343483556	1.0	0.9469512195121952	0.9168765743073048	0.8891687657430729	0.9446472019464721	0.9168765743073048	0.9284525790349416	0.9446472019464721	0.9302325581395348	0.9168765743073048	0.9302325581395348	0.9560975609756096	1.0	0.9168765743073048	1.0	1.0
ENSRROT00000066547	0.959340011785504	0.9168765743073048	1.0	1.0	0.9168765743073048	0.9168765743073048	1.0	0.9168765743073048	0.9599056603773584	0.9433962264150944	0.9168765743073048	0.959340011785504	0.9168765743073048	0.9168765743073048	0.9168765743073048	0.959340011785504	0.9168765743073048	0.9168765743073048	1.0	0.9534198113207548	1.0	1.0
ENST00000339144	1.0	0.9848661233993016	0.9450915141430948	0.9168765743073048	1.0	1.0	0.9465737514518002	0.98330550918197	1.0	0.9721518987341772	0.9817275747508306	1.0	0.981373690337602	0.9817275747508306	0.9791425260718424	1.0	0.9791425260718424	0.9883138564273791	0.9168765743073048	1.0	0.9450915141430948	0.9465737514518002
ENST00000376321	1.0	0.9883138564273791	0.9470158343483556	0.9168765743073048	1.0	1.0	0.9450915141430948	0.979293544457978	1.0	0.9721518987341772	0.9896593673965935	1.0	0.98330550918197	0.9896593673965935	0.9817275747508306	1.0	0.9817275747508306	0.9652862362971986	0.9168765743073048	1.0	0.9470158343483556	0.9450915141430948
ENSRROT00000066548	0.9168765743073048	0.9465737514518002	1.0	1.0	0.9465737514518002	0.9450915141430948	1.0	0.9284525790349416	0.9168765743073048	0.8891687657430729	0.9302325581395348	0.9168765743073048	0.9430894308943092	0.9302325581395348	0.9432213209733488	0.9168765743073048	0.9432213209733488	0.9334442595673876	1.0	0.9168765743073048	1.0	1.0
ENSGGOT00000027291	1.0	0.9732441471571908	0.9469512195121952	0.9168765743073048	0.98330550918197	0.979293544457978	0.9284525790349416	1.0	1.0	0.9721518987341772	0.9768856447688564	1.0	1.0	0.9768856447688564	0.9651162790697676	1.0	0.9651162790697676	0.9652439024390244	0.9168765743073048	1.0	0.9469512195121952	0.9284525790349416
ENSNLET00000012214	0.985268120212139	1.0	0.9168765743073048	0.9599056603773584	1.0	1.0	0.9168765743073048	1.0	1.0	0.9710572947430596	1.0	0.985268120212139	1.0	1.0	1.0	0.985268120212139	1.0	1.0	0.9599056603773584	0.9917355371900828	0.9168765743073048	0.9168765743073048
ENSPPYT00000012633	0.9687684148497347	0.9721518987341772	0.8891687657430729	0.9433962264150944	0.9721518987341772	0.9721518987341772	0.8891687657430729	0.9721518987341772	0.9710572947430596	1.0	0.9721518987341772	0.9687684148497347	0.9721518987341772	0.9721518987341772	0.9721518987341772	0.9687684148497347	0.9721518987341772	0.9721518987341772	0.9433962264150944	0.9639905548996458	0.8891687657430729	0.8891687657430729
ENSPTRT00000024799	1.0	0.9700996677740864	0.9446472019464721	0.9168765743073048	0.9817275747508306	0.9896593673965935	0.9302325581395348	0.9768856447688564	1.0	0.9721518987341772	1.0	1.0	0.9651162790697676	1.0	1.0	1.0	1.0	0.9628953771289538	0.9168765743073048	1.0	0.9446472019464721	0.9302325581395348
ENSPTRT00000086147	1.0	1.0	0.9168765743073048	0.959340011785504	1.0	1.0	0.9168765743073048	1.0	0.985268120212139	0.9687684148497347	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.959340011785504	0.9935179728933412	0.9168765743073048	0.9168765743073048
ENSGGOT00000066131	1.0	0.981373690337602	0.9284525790349416	0.9168765743073048	0.981373690337602	0.98330550918197	0.9430894308943092	1.0	1.0	0.9721518987341772	0.9651162790697676	1.0	1.0	0.9651162790697676	0.9756662804171496	1.0	0.9756662804171496	0.9732441471571908	0.9168765743073048	1.0	0.9284525790349416	0.9430894308943092
