,ENSDNOT00000035800,ENSMODT00000018646,ENSVURT00010032844,ENSMEUT00000003249,ENSPCAT00000011031,ENSLAFT00000008225,ENSPCIT00000024902,ENSSHAT00000006346,ENSXETT00000036088,ENSXETT00000022984,ENSPCIT00000067680,ENSXETT00000005229
ENSDNOT00000035800,1.0,0.5853980839114635,0.6174689193496972,0.6098447307565246,0.7329396325459318,0.7226092463584547,0.6235256614599937,0.658812136862492,0.4,0.3531264057579847,0.6235256614599937,0.47420781134856305
ENSMODT00000018646,0.5853980839114635,1.0,0.8289334741288279,0.8412197686645636,0.5975133214920071,0.6056081573197378,0.833917309039944,0.7962767825781525,0.48896247240618096,0.42572741194486985,0.833917309039944,0.4491114701130856
ENSVURT00010032844,0.6174689193496972,0.8289334741288279,1.0,0.9172800560813179,0.6152763111580429,0.6454359673024523,0.9243498817966903,0.8622207176709547,0.4571129707112971,0.4151500245941957,0.9243498817966903,0.44833068362480133
ENSMEUT00000003249,0.6098447307565246,0.8412197686645636,0.9172800560813179,1.0,0.6228531370487207,0.6305643182614792,0.9176594253679047,0.8911134527572884,0.41402597402597396,0.37105390966488594,0.9176594253679047,0.4640549273021002
ENSPCAT00000011031,0.7329396325459318,0.5975133214920071,0.6152763111580429,0.6228531370487207,1.0,0.8258110014104373,0.6093202522775053,0.6533192834562698,0.3741116751269036,0.3235704323570432,0.6093202522775053,0.44324540367705834
ENSLAFT00000008225,0.7226092463584547,0.6056081573197378,0.6454359673024523,0.6305643182614792,0.8258110014104373,1.0,0.6254643701452212,0.6283006093432634,0.42183359830418654,0.3817126269956459,0.6254643701452212,0.43784421715184896
ENSPCIT00000024902,0.6235256614599937,0.833917309039944,0.9243498817966903,0.9176594253679047,0.6093202522775053,0.6254643701452212,1.0,0.8920108327691266,0.47000521648408977,0.4173533688802715,1.0,0.4538950715421304
ENSSHAT00000006346,0.658812136862492,0.7962767825781525,0.8622207176709547,0.8911134527572884,0.6533192834562698,0.6283006093432634,0.8920108327691266,1.0,0.42435424354243545,0.38648517258142934,0.8920108327691266,0.46125907990314774
ENSXETT00000036088,0.4,0.48896247240618096,0.4571129707112971,0.41402597402597396,0.3741116751269036,0.42183359830418654,0.47000521648408977,0.42435424354243545,1.0,0.8602639963586709,0.47000521648408977,0.3711815561959655
ENSXETT00000022984,0.3531264057579847,0.42572741194486985,0.4151500245941957,0.37105390966488594,0.3235704323570432,0.3817126269956459,0.4173533688802715,0.38648517258142934,0.8602639963586709,1.0,0.4173533688802715,0.3367623172712506
ENSPCIT00000067680,0.6235256614599937,0.833917309039944,0.9243498817966903,0.9176594253679047,0.6093202522775053,0.6254643701452212,1.0,0.8920108327691266,0.47000521648408977,0.4173533688802715,1.0,0.4538950715421304
ENSXETT00000005229,0.47420781134856305,0.4491114701130856,0.44833068362480133,0.4640549273021002,0.44324540367705834,0.43784421715184896,0.4538950715421304,0.46125907990314774,0.3711815561959655,0.3367623172712506,0.4538950715421304,1.0
