	ENSPTRT00000024341	ENSVURT00010031358	ENSNLET00000035082	ENSPTRT00000090523	ENSNLET00000042742	ENSPTRT00000107793	ENSPCIT00000025027	ENST00000401884	ENSPPYT00000015528	ENSMODT00000036248	ENSVURT00010031309	ENSVURT00010031321	ENSNLET00000042168	ENSMODT00000085325	ENSPTET00000052411	ENSPTET00000052410	ENST00000342631	ENSVURT00010031365	ENSNLET00000017482	ENSPCIT00000025018	ENST00000405547	ENST00000310397
ENSPTRT00000024341	1.0	0.6873429440550192	0.9658439029524762	1.0	0.954184704184704	1.0	0.697161888213148	0.9861052742172726	0.9747429041546688	0.7041668714068104	0.6876021575678326	0.6857094060885529	0.9658007593761097	0.7061688760966429	0.9555945300188096	0.9551791372166708	0.9797881407524656	0.6846395516685064	0.9653343581860108	0.6948518115031146	0.986476850201192	0.9861508023741482
ENSVURT00010031358	0.6873429440550192	1.0	0.6870851769911505	0.6867896485399545	0.6924161964819117	0.6876321353065539	0.9552099823074774	0.6857385238948063	0.6847836334496088	0.8303559613603282	1.0	1.0	0.6873877607404337	0.8305937437736601	0.6927357432490726	0.6927357432490726	0.696835356704406	1.0	0.6847950136072338	0.9503667371641992	0.6881534606411475	0.6881534606411475
ENSNLET00000035082	0.9658439029524762	0.6870851769911505	1.0	0.9659871075939416	1.0	0.9658007593761097	0.6963518332266618	0.9723098591549296	0.9685771965241816	0.7072576206327157	0.6866473212352202	0.6874800310374732	1.0	0.7085301148621072	0.9567329629331399	0.9561844263362058	0.9641312304518532	0.684890520875833	1.0	0.6946198760724499	0.9726781828439406	0.9720086528186818
ENSPTRT00000090523	1.0	0.6867896485399545	0.9659871075939416	1.0	0.954184704184704	1.0	0.6967427929614377	0.9861753560695152	0.9748758797533964	0.7048538941190855	0.6870869653354956	0.6851867536207334	0.965949577089396	0.7069316742828828	0.9558113064373341	0.955388981879048	0.9800228653950298	0.6841285214974523	0.965504933329934	0.6944598799733274	0.9865429939937655	0.986215782564302
ENSNLET00000042742	0.954184704184704	0.6924161964819117	1.0	0.954184704184704	1.0	0.9534726398075768	0.6899624355726391	0.9560246262093228	0.9578487295355212	0.6934597019244683	0.6950348984771574	0.6974973748687434	1.0	0.686621021465581	0.9499398677089596	0.9502886002886004	0.9545516863175212	0.6932597424318447	1.0	0.6904482121873426	0.9572309079975948	0.9572871572871572
ENSPTRT00000107793	1.0	0.6876321353065539	0.9658007593761097	1.0	0.9534726398075768	1.0	0.6965061603475984	0.9861676598268936	0.9741319444444444	0.7055957934891873	0.6873429440550192	0.6875348577802566	0.9658203658203658	0.7061688760966429	0.9553094062571948	0.9553094062571948	0.980334068704696	0.6887335162403753	0.9652735340223716	0.6965880802460097	0.98638985005767	0.98638985005767
ENSPCIT00000025027	0.697161888213148	0.9552099823074774	0.6963518332266618	0.6967427929614377	0.6899624355726391	0.6965061603475984	1.0	0.6967780132120155	0.69460891243378	0.8342285227906431	0.9563456746173016	0.9557186944730196	0.6955921568627451	0.8325924978414505	0.6917130939532713	0.6929039270085519	0.6894621217489901	0.9550257129499766	0.6948697524854707	1.0	0.6954568002100902	0.6962329452818855
ENST00000401884	0.9861052742172726	0.6857385238948063	0.9723098591549296	0.9861753560695152	0.9560246262093228	0.9861676598268936	0.6967780132120155	1.0	0.9774296881887912	0.7046315404508764	0.6836933387673776	0.6805220345043353	0.9727770802419816	0.7068866453254535	0.9596061734965408	0.958329014201306	1.0	0.6817527442864855	0.971612197456584	0.693201007258184	1.0	1.0
ENSPPYT00000015528	0.9747429041546688	0.6847836334496088	0.9685771965241816	0.9748758797533964	0.9578487295355212	0.9741319444444444	0.69460891243378	0.9774296881887912	1.0	0.7022074815137016	0.6841396096840092	0.6832968835429196	0.9683096443603976	0.7040787797831692	0.9583616587355541	0.9581260813148788	0.9766450417052828	0.6810754537636355	0.9688075996030058	0.6927016261866971	0.9784787484739218	0.9777482653946228
ENSMODT00000036248	0.7041668714068104	0.8303559613603282	0.7072576206327157	0.7048538941190855	0.6934597019244683	0.7055957934891873	0.8342285227906431	0.7046315404508764	0.7022074815137016	1.0	0.8300947093403005	0.8264325794932834	0.7089227421109902	1.0	0.7099694065889611	0.7069764058294333	0.7074769139112302	0.8279935412594545	0.7054461122862459	0.8300642495259121	0.7058898036732109	0.704422843256379
