	ENSCJPT00005009232	ENSNMET00000028788	ENSNPET00000016946	ENSNPET00000016945	ENSGALT00000019399	ENSDNVT00000027540	ENSAOWT00000022296	ENSAHAT00000008202	ENSNMET00000028789	ENSARWT00000018941	ENSDNVT00000027547
ENSCJPT00005009232	1.0	0.9476448661470688	0.8695652173913043	0.909641158668396	0.9515011547344112	0.8863788861552225	0.8909765976597659	0.8919237902545945	0.9476843406108396	0.8901500252851604	0.8886207676645803
ENSNMET00000028788	0.9476448661470688	1.0	0.9078138718173836	0.9122351923908344	0.9632174843688391	0.905893536121673	0.90734698469847	0.9082785365031192	1.0	0.9065010956902848	0.907020586682754
ENSNPET00000016946	0.8695652173913043	0.9078138718173836	1.0	0.0	0.8880105401844532	0.8853754940711462	0.9033816425120772	0.9033816425120772	0.9078138718173836	0.9033816425120772	0.8853754940711462
ENSNPET00000016945	0.909641158668396	0.9122351923908344	0.0	1.0	0.8975356679636836	0.9463899697362732	0.9412019022913964	0.9412019022913964	0.9122351923908344	0.9494163424124512	0.9463899697362732
ENSGALT00000019399	0.9515011547344112	0.9632174843688391	0.8880105401844532	0.8975356679636836	1.0	0.9009729367031984	0.9033528352835284	0.9042882032259878	0.964051137696458	0.9025116592684159	0.8964633134756052
ENSDNVT00000027540	0.8863788861552225	0.905893536121673	0.8853754940711462	0.9463899697362732	0.9009729367031984	1.0	0.9606832819938392	0.961138447774547	0.907618825722274	0.9595728025050324	1.0
ENSAOWT00000022296	0.8909765976597659	0.90734698469847	0.9033816425120772	0.9412019022913964	0.9033528352835284	0.9606832819938392	1.0	0.9989311431143114	0.9091441969519344	0.9966809180918093	0.9566958887545344
ENSAHAT00000008202	0.8919237902545945	0.9082785365031192	0.9033816425120772	0.9412019022913964	0.9042882032259878	0.961138447774547	0.9989311431143114	1.0	0.91011301750893	0.9960667528235096	0.9573184526053842
ENSNMET00000028789	0.9476843406108396	1.0	0.9078138718173836	0.9122351923908344	0.964051137696458	0.907618825722274	0.9091441969519344	0.91011301750893	1.0	0.9082606404777238	0.907020586682754
ENSARWT00000018941	0.8901500252851604	0.9065010956902848	0.9033816425120772	0.9494163424124512	0.9025116592684159	0.9595728025050324	0.9966809180918093	0.9960667528235096	0.9082606404777238	1.0	0.9566397707563532
ENSDNVT00000027547	0.8886207676645803	0.907020586682754	0.8853754940711462	0.9463899697362732	0.8964633134756052	1.0	0.9566958887545344	0.9573184526053842	0.907020586682754	0.9566397707563532	1.0
