,ENSVURT00010026838,ENSMUST00000040536,ENSMODT00000007452,MGP_CAROLIEiJ_T0032903,ENSSHAT00000020448,ENSMSIT00000016100,ENSRNOT00000011563,MGP_SPRETEiJ_T0034420,MGP_PahariEiJ_T0083022,ENSMUGT00000019281,ENSPCIT00000004208
ENSVURT00010026838,1.0,0.7407117716073524,0.9035923753665689,0.7432859399684044,0.9050586510263929,0.7372748629600626,0.744131455399061,0.7365104371799921,0.7403467297084318,0.7392829306313328,0.9509516837481699
ENSMUST00000040536,0.7407117716073524,1.0,0.7379741885021509,0.988976377952756,0.7227219397731717,0.9956980836918263,0.9417285881892843,0.997244094488189,0.965748031496063,0.8975058456742011,0.7195932733672272
ENSMODT00000007452,0.9035923753665689,0.7379741885021509,1.0,0.7349921011058452,0.8821362799263351,0.7345340642129993,0.7370892018779343,0.7388735722725482,0.7257683215130024,0.7233047544816835,0.8964128843338214
MGP_CAROLIEiJ_T0032903,0.7432859399684044,0.988976377952756,0.7349921011058452,1.0,0.7195892575039494,0.9858100118249902,0.944466325324931,0.9866089011421819,0.9617809298660362,0.8858375833660259,0.7207740916271722
ENSSHAT00000020448,0.9050586510263929,0.7227219397731717,0.8821362799263351,0.7195892575039494,1.0,0.7192638997650744,0.7190923317683882,0.7183930681370618,0.7218282111899134,0.7104442712392829,0.9117862371888726
ENSMSIT00000016100,0.7372748629600626,0.9956980836918263,0.7345340642129993,0.9858100118249902,0.7192638997650744,1.0,0.937793427230047,0.993304450571091,0.9621749408983451,0.8932190179267342,0.7161315583398591
ENSRNOT00000011563,0.744131455399061,0.9417285881892843,0.7370892018779343,0.944466325324931,0.7190923317683882,0.937793427230047,1.0,0.9389523434423002,0.949980307207562,0.9014029618082618,0.7261345852895149
MGP_SPRETEiJ_T0034420,0.7365104371799921,0.997244094488189,0.7388735722725482,0.9866089011421819,0.7183930681370618,0.993304450571091,0.9389523434423002,1.0,0.9633714060653801,0.894076108277756,0.7203623473808586
MGP_PahariEiJ_T0083022,0.7403467297084318,0.965748031496063,0.7257683215130024,0.9617809298660362,0.7218282111899134,0.9621749408983451,0.949980307207562,0.9633714060653801,1.0,0.8956453511180855,0.7222222222222222
ENSMUGT00000019281,0.7392829306313328,0.8975058456742011,0.7233047544816835,0.8858375833660259,0.7104442712392829,0.8932190179267342,0.9014029618082618,0.894076108277756,0.8956453511180855,1.0,0.7233047544816835
ENSPCIT00000004208,0.9509516837481699,0.7195932733672272,0.8964128843338214,0.7207740916271722,0.9117862371888726,0.7161315583398591,0.7261345852895149,0.7203623473808586,0.7222222222222222,0.7233047544816835,1.0
