	ENSJHYT00000028548	ENSSCAT00000017018	ENSCPGT00000013773	ENSCPUT00000027619	ENSSMRT00000021605	ENSMUNT00000002885	ENSMUNT00000002886	ENSACAT00000009790	ENSPVIT00000041072	ENSZALT00000010655	ENSNSUT00000014645	ENSEBUT00000009428
ENSJHYT00000028548	1.0	0.96126905644829	0.8928393657114414	0.8924127142146057	0.718683197947841	0.8702979449619569	0.8672314266436765	0.736542700703975	0.7311384484107232	0.9897133938706016	0.7016283865462561	0.4353962131837308
ENSSCAT00000017018	0.96126905644829	1.0	0.899109579204366	0.8969471119392289	0.7315247895229187	0.8810857389056441	0.8792281498297391	0.7481688927186557	0.7370386327732299	0.9623297389330306	0.7086744219445641	0.435483870967742
ENSCPGT00000013773	0.8928393657114414	0.899109579204366	1.0	0.9796935573195495	0.7088694138852633	0.8906037782442277	0.8847146739130435	0.7240783054406225	0.7114185141727907	0.8792773907145941	0.6731168831168831	0.4431977559607293
ENSCPUT00000027619	0.8924127142146057	0.8969471119392289	0.9796935573195495	1.0	0.7011522735720481	0.8873300104608948	0.8816439840205836	0.717776683491321	0.7053428536255079	0.8786608298908687	0.6667745485144669	0.4421458625525947
ENSSMRT00000021605	0.718683197947841	0.7315247895229187	0.7088694138852633	0.7011522735720481	1.0	0.7062009712364588	0.7055719279007607	0.7785587639311043	0.7899207606973059	0.6807715860379671	0.7467681120387827	0.43547823045987055
ENSMUNT00000002885	0.8702979449619569	0.8810857389056441	0.8906037782442277	0.8873300104608948	0.7062009712364588	1.0	1.0	0.7264098269123395	0.7131335690799677	0.8422390317700453	0.6758836572322943	0.4391654978962132
ENSMUNT00000002886	0.8672314266436765	0.8792281498297391	0.8847146739130435	0.8816439840205836	0.7055719279007607	1.0	1.0	0.727607864554888	0.713817586018569	0.8337771268805751	0.6769735941989328	0.44034461752676
ENSACAT00000009790	0.736542700703975	0.7481688927186557	0.7240783054406225	0.717776683491321	0.7785587639311043	0.7264098269123395	0.727607864554888	1.0	0.8122639133719466	0.7084196417692213	0.7693888373326263	0.4465875370919881
ENSPVIT00000041072	0.7311384484107232	0.7370386327732299	0.7114185141727907	0.7053428536255079	0.7899207606973059	0.7131335690799677	0.713817586018569	0.8122639133719466	1.0	0.696295845010357	0.7755821689953426	0.4421364985163205
ENSZALT00000010655	0.9897133938706016	0.9623297389330306	0.8792773907145941	0.8786608298908687	0.6807715860379671	0.8422390317700453	0.8337771268805751	0.7084196417692213	0.696295845010357	1.0	0.6712838271129922	0.4376753155680224
ENSNSUT00000014645	0.7016283865462561	0.7086744219445641	0.6731168831168831	0.6667745485144669	0.7467681120387827	0.6758836572322943	0.6769735941989328	0.7693888373326263	0.7755821689953426	0.6712838271129922	1.0	0.4294815849188341
ENSEBUT00000009428	0.4353962131837308	0.435483870967742	0.4431977559607293	0.4421458625525947	0.43547823045987055	0.4391654978962132	0.44034461752676	0.4465875370919881	0.4421364985163205	0.4376753155680224	0.4294815849188341	1.0
