,ENSGAGT00000006739,ENSSPUT00000001632,ENSPVIT00000037640,ENSGAGT00000004561,ENSGAGT00000006737,ENSPVIT00000037641,ENSSMRT00000009647,ENSSMRT00000009643,ENSNSUT00000011950,ENSGAGT00000007770,ENSGAGT00000025397
ENSGAGT00000006739,1.0,0.7442384512957083,0.6632642323476797,0.9864606562599554,1.0,0.6622222222222223,0.6990424076607387,0.6990424076607387,0.6479009949041494,0.9674028941355673,0.9443468072642062
ENSSPUT00000001632,0.7442384512957083,1.0,0.7040601747007441,0.754081156716418,0.735093604588248,0.6931153024249744,0.713961407491487,0.7163515016685206,0.6597576849904876,0.7584922694955423,0.6997708174178763
ENSPVIT00000037640,0.6632642323476797,0.7040601747007441,1.0,0.6826559257903088,0.6622222222222223,1.0,0.7824789325842697,0.7820168534123529,0.7525032651284284,0.6903028880018783,0.6131233595800525
ENSGAGT00000004561,0.9864606562599554,0.754081156716418,0.6826559257903088,1.0,0.9885714285714285,0.6850183047029006,0.6908336384718662,0.7028909329829172,0.666431990988454,0.9459295261239368,0.6137566137566137
ENSGAGT00000006737,1.0,0.735093604588248,0.6622222222222223,0.9885714285714285,1.0,0.6622222222222223,0.7004444444444444,0.7004444444444444,0.6479009949041494,0.9646981194325305,0.9443468072642062
ENSPVIT00000037641,0.6622222222222223,0.6931153024249744,1.0,0.6850183047029006,0.6622222222222223,1.0,0.7938424388771507,0.7938424388771507,0.7525032651284284,0.6902093180283592,0.6279683377308707
ENSSMRT00000009647,0.6990424076607387,0.713961407491487,0.7824789325842697,0.6908336384718662,0.7004444444444444,0.7938424388771507,1.0,1.0,0.7631063737219926,0.7023949283869453,0.671153338611771
ENSSMRT00000009643,0.6990424076607387,0.7163515016685206,0.7820168534123529,0.7028909329829172,0.7004444444444444,0.7938424388771507,1.0,1.0,0.7631063737219926,0.7138717399521229,0.671153338611771
ENSNSUT00000011950,0.6479009949041494,0.6597576849904876,0.7525032651284284,0.666431990988454,0.6479009949041494,0.7525032651284284,0.7631063737219926,0.7631063737219926,1.0,0.6725185685347738,0.6474164133738601
ENSGAGT00000007770,0.9674028941355673,0.7584922694955423,0.6903028880018783,0.9459295261239368,0.9646981194325305,0.6902093180283592,0.7023949283869453,0.7138717399521229,0.6725185685347738,1.0,0.7924528301886793
ENSGAGT00000025397,0.9443468072642062,0.6997708174178763,0.6131233595800525,0.6137566137566137,0.9443468072642062,0.6279683377308707,0.671153338611771,0.671153338611771,0.6474164133738601,0.7924528301886793,1.0
