	ENSACLT00000037651	ENSEBUT00000026435	ENSMALT00000028578	ENSHBUT00000019369	ENSSDUT00000006216	ENSEBUT00000026452	ENSMAMT00000033316	ENSMAMT00000033315	ENSMAMT00000033313	ENSMZET00005016476	ENSMAMT00000033310	ENSACIT00000017599	ENSEBUT00000026444	ENSONIT00000020720	ENSNBRT00000020135	ENSATET00000020330
ENSACLT00000037651	1.0	0.534952606635071	0.8079819277108434	0.9919436052366566	0.8208509579497387	0.5606283750613648	0.8029397110114599	0.8010042283298098	0.8064245810055866	0.996474439687736	0.8047199170124482	0.8887945670628183	0.554176072234763	0.9596774193548387	0.9715653153153152	0.8170244633050424
ENSEBUT00000026435	0.534952606635071	1.0	0.5331962397179788	0.5377554042049156	0.5134743552593451	1.0	0.5110916520723876	0.5110916520723876	0.5110916520723876	0.534952606635071	0.5110916520723876	0.544431279620853	1.0	0.5313981042654028	0.5368296994696523	0.5107069521853916
ENSMALT00000028578	0.8079819277108434	0.5331962397179788	1.0	0.8140060240963856	0.8531814805644962	0.5673170731707317	0.8429915799900941	0.8424369747899159	0.8509988901220865	0.811495983935743	0.8412371134020619	0.7992741485203797	0.5439642324888226	0.8107365792759051	0.8157820836843583	0.8380928731065309
ENSHBUT00000019369	0.9919436052366566	0.5377554042049156	0.8140060240963856	1.0	0.8240855934312018	0.5655375552282769	0.8109118086696562	0.8057610993657506	0.8114525139664804	0.9954682779456192	0.8093879668049793	0.8882602545968883	0.554176072234763	0.9619838872104732	0.9712837837837838	0.8250124812780829
ENSSDUT00000006216	0.8208509579497387	0.5134743552593451	0.8531814805644962	0.8240855934312018	1.0	0.5611896635787421	0.8383263183956425	0.833289577316881	0.8376210235131397	0.8243344115451605	0.8340633857253286	0.8146611341632088	0.5250640321990486	0.8155484030700668	0.8205841446453408	0.8403070066848229
ENSEBUT00000026452	0.5606283750613648	1.0	0.5673170731707317	0.5655375552282769	0.5611896635787421	1.0	0.5636896046852123	0.5636896046852123	0.5636896046852123	0.5606283750613648	0.5636896046852123	0.5768286696121747	1.0	0.5596465390279823	0.5577299412915852	0.5588091752074182
ENSMAMT00000033316	0.8029397110114599	0.5110916520723876	0.8429915799900941	0.8109118086696562	0.8383263183956425	0.5636896046852123	1.0	1.0	1.0	0.8064275037369207	1.0	0.7907880133185351	0.5252674289929915	0.7927191679049034	0.8081005586592179	0.8199603764239722
ENSMAMT00000033315	0.8010042283298098	0.5110916520723876	0.8424369747899159	0.8057610993657506	0.833289577316881	0.5636896046852123	1.0	1.0	1.0	0.8010042283298098	1.0	0.7907880133185351	0.5252674289929915	0.7883403361344538	0.8081005586592179	0.820640756302521
ENSMAMT00000033313	0.8064245810055866	0.5110916520723876	0.8509988901220865	0.8114525139664804	0.8376210235131397	0.5636896046852123	1.0	1.0	1.0	0.8064245810055866	1.0	0.7907880133185351	0.5252674289929915	0.7946725860155383	0.7290338401177048	0.8321309655937846
ENSMZET00005016476	0.996474439687736	0.534952606635071	0.811495983935743	0.9954682779456192	0.8243344115451605	0.5606283750613648	0.8064275037369207	0.8010042283298098	0.8064245810055866	1.0	0.8047199170124482	0.8887945670628183	0.554176072234763	0.9624779652480484	0.9715653153153152	0.8205192211682476
ENSMAMT00000033310	0.8047199170124482	0.5110916520723876	0.8412371134020619	0.8093879668049793	0.8340633857253286	0.5636896046852123	1.0	1.0	1.0	0.8047199170124482	1.0	0.727293844367015	0.5252674289929915	0.7904639175257732	0.8081005586592179	0.8193298969072165
ENSACIT00000017599	0.8887945670628183	0.544431279620853	0.7992741485203797	0.8882602545968883	0.8146611341632088	0.5768286696121747	0.7907880133185351	0.7907880133185351	0.7907880133185351	0.8887945670628183	0.727293844367015	1.0	0.5556809631301729	0.8772573363431151	0.8764076576576577	0.7976057906458798
ENSEBUT00000026444	0.554176072234763	1.0	0.5439642324888226	0.554176072234763	0.5250640321990486	1.0	0.5252674289929915	0.5252674289929915	0.5252674289929915	0.554176072234763	0.5252674289929915	0.5556809631301729	1.0	0.5522949586155004	0.5593984962406015	0.525260029717682
ENSONIT00000020720	0.9596774193548387	0.5313981042654028	0.8107365792759051	0.9619838872104732	0.8155484030700668	0.5596465390279823	0.7927191679049034	0.7883403361344538	0.7946725860155383	0.9624779652480484	0.7904639175257732	0.8772573363431151	0.5522949586155004	1.0	0.9456644144144144	0.8184752917804817
ENSNBRT00000020135	0.9715653153153152	0.5368296994696523	0.8157820836843583	0.9712837837837838	0.8205841446453408	0.5577299412915852	0.8081005586592179	0.8081005586592179	0.7290338401177048	0.9715653153153152	0.8081005586592179	0.8764076576576577	0.5593984962406015	0.9456644144144144	1.0	0.8300196023522822
ENSATET00000020330	0.8170244633050424	0.5107069521853916	0.8380928731065309	0.8250124812780829	0.8403070066848229	0.5588091752074182	0.8199603764239722	0.820640756302521	0.8321309655937846	0.8205192211682476	0.8193298969072165	0.7976057906458798	0.525260029717682	0.8184752917804817	0.8300196023522822	1.0
