	ENSCINT00000036145	ENSSHAT00000014290	ENSVURT00010016572	ENSPCIT00000028093	ENSCHIT00000002956	ENSCHIT00000003020	ENSOART00000017469	R151.8.1	ENSCINT00000034826	ENSMODT00000020539	FBtr0070495	ENSVURT00010016582	FBtr0070496	ENSSHAT00000014289
ENSCINT00000036145	1.0	0.4412131283755713	0.4381188118811881	0.4401815181518152	0.3608172199927033	0.3608172199927033	0.362971094035858	0.3698903290129612	0.11274509803921573	0.4288065843621399	0.31155778894472363	0.4381188118811881	0.31155778894472363	0.4412131283755713
ENSSHAT00000014290	0.4412131283755713	1.0	0.9252072623540251	0.9227394011265936	0.6415502550815994	0.641996188021798	0.6368132489260683	0.3328306439451063	0.26791044776119394	0.9061707018538974	0.4176271773983881	0.9246426494444614	0.4176271773983881	1.0
ENSVURT00010016572	0.4381188118811881	0.9252072623540251	1.0	0.9694467619897004	0.647190596668775	0.6476586502807501	0.6434697855750487	0.3211334120425029	0.28026412325752026	0.914884904501448	0.4068767908309456	1.0	0.4068767908309456	0.9230025490023732
ENSPCIT00000028093	0.4401815181518152	0.9227394011265936	0.9694467619897004	1.0	0.6495888678051865	0.6500688632270367	0.6437482595377332	0.3254654742706349	0.2840323767476085	0.9107085557597504	0.4065396932411933	0.9685584865440979	0.4065396932411933	0.9194985828244164
ENSCHIT00000002956	0.3608172199927033	0.6415502550815994	0.647190596668775	0.6495888678051865	1.0	1.0	0.9691811303960836	0.3030457499681407	0.2443438914027149	0.6451612903225806	0.401516335782398	0.6460496982219563	0.401516335782398	0.6378414038791397
ENSCHIT00000003020	0.3608172199927033	0.641996188021798	0.6476586502807501	0.6500688632270367	1.0	1.0	0.9691811303960836	0.3030457499681407	0.2443438914027149	0.6463608433096726	0.4050452165635412	0.6465267530196207	0.4050452165635412	0.638263452409367
ENSOART00000017469	0.362971094035858	0.6368132489260683	0.6434697855750487	0.6437482595377332	0.9691811303960836	0.9691811303960836	1.0	0.30094043887147337	0.2443729903536977	0.6433862433862434	0.4060422960725077	0.6428078250863061	0.4060422960725077	0.6320515323052899
R151.8.1	0.3698903290129612	0.3328306439451063	0.3211334120425029	0.3254654742706349	0.3030457499681407	0.3030457499681407	0.30094043887147337	1.0	0.3901273885350318	0.3209143535698382	0.30390362915523017	0.3211334120425029	0.30390362915523017	0.3328306439451063
ENSCINT00000034826	0.11274509803921573	0.26791044776119394	0.28026412325752026	0.2840323767476085	0.2443438914027149	0.2443438914027149	0.2443729903536977	0.3901273885350318	1.0	0.2867981790591806	0.251685393258427	0.28026412325752026	0.251685393258427	0.26791044776119394
ENSMODT00000020539	0.4288065843621399	0.9061707018538974	0.914884904501448	0.9107085557597504	0.6451612903225806	0.6463608433096726	0.6433862433862434	0.3209143535698382	0.2867981790591806	1.0	0.3981122534973876	0.9129400427620682	0.3981122534973876	0.9024289831206258
FBtr0070495	0.31155778894472363	0.4176271773983881	0.4068767908309456	0.4065396932411933	0.401516335782398	0.4050452165635412	0.4060422960725077	0.30390362915523017	0.251685393258427	0.3981122534973876	1.0	0.4068767908309456	1.0	0.40712961402325976
ENSVURT00010016582	0.4381188118811881	0.9246426494444614	1.0	0.9685584865440979	0.6460496982219563	0.6465267530196207	0.6428078250863061	0.3211334120425029	0.28026412325752026	0.9129400427620682	0.4068767908309456	1.0	0.4068767908309456	0.9223807656339558
FBtr0070496	0.31155778894472363	0.4176271773983881	0.4068767908309456	0.4065396932411933	0.401516335782398	0.4050452165635412	0.4060422960725077	0.30390362915523017	0.251685393258427	0.3981122534973876	1.0	0.4068767908309456	1.0	0.40712961402325976
ENSSHAT00000014289	0.4412131283755713	1.0	0.9230025490023732	0.9194985828244164	0.6378414038791397	0.638263452409367	0.6320515323052899	0.3328306439451063	0.26791044776119394	0.9024289831206258	0.40712961402325976	0.9223807656339558	0.40712961402325976	1.0
