,ENSNLET00000046942,ENSPPAT00000055368,ENSCCNT00000002945,ENSSHAT00000015565,ENSNLET00000019590,ENSNLET00000053660,ENSEBUT00000024615,ENSVURT00010008798,ENSPTRT00000102049,ENSNLET00000056825,ENSCCNT00000004933,ENSMODT00000058355,ENSMODT00000005517
ENSNLET00000046942,1.0,0.9616538131962297,0.7801169590643274,0.7488454706927176,0.9184128399465002,0.8260869565217391,0.4060963618485742,0.7502652989034312,0.9630980476292641,0.9020162716660771,0.7487103905674282,0.7332861690838345,0.7332861690838345
ENSPPAT00000055368,0.9616538131962297,1.0,0.7823050058207218,0.7324795446460335,0.8919039145907474,0.7965714285714286,0.39626352015732547,0.7339709528869997,0.9944301628106256,0.8859369465108041,0.7529585798816568,0.7148423662770103,0.7148423662770103
ENSCCNT00000002945,0.7801169590643274,0.7823050058207218,1.0,0.8196411709159585,0.8748874887488749,0.0,0.5543386689132266,0.8054768649669499,0.7823050058207218,0.8748874887488749,0.9584103512014788,0.8139754485363551,0.8139754485363551
ENSSHAT00000015565,0.7488454706927176,0.7324795446460335,0.8196411709159585,1.0,0.7757712565838977,0.7574257425742574,0.4218539217575641,0.916767922235723,0.7367857142857143,0.7812435447221648,0.7071178529754959,0.8708308065494239,0.8708308065494239
ENSNLET00000019590,0.9184128399465002,0.8919039145907474,0.8748874887488749,0.7757712565838977,1.0,0.9829683698296837,0.4489253803429123,0.765441360340085,0.8964747880410531,1.0,0.8740188383045526,0.7684421105276319,0.7684421105276319
ENSNLET00000053660,0.8260869565217391,0.7965714285714286,0.0,0.7574257425742574,0.9829683698296837,1.0,0.3989247311827957,0.755718954248366,0.7918088737201365,0.9829683698296837,0.8533333333333334,0.7036144578313253,0.7036144578313253
ENSEBUT00000024615,0.4060963618485742,0.39626352015732547,0.5543386689132266,0.4218539217575641,0.4489253803429123,0.3989247311827957,1.0,0.46029919447640966,0.3975745657161587,0.44224422442244227,0.43203749655362556,0.44495588799386265,0.44495588799386265
ENSVURT00010008798,0.7502652989034312,0.7339709528869997,0.8054768649669499,0.916767922235723,0.765441360340085,0.755718954248366,0.46029919447640966,1.0,0.7382645803698435,0.7740687970690006,0.7388208487610367,0.9171491315631862,0.9171491315631862
ENSPTRT00000102049,0.9630980476292641,0.9944301628106256,0.7823050058207218,0.7367857142857143,0.8964747880410531,0.7918088737201365,0.3975745657161587,0.7382645803698435,1.0,0.8908250355618776,0.7529585798816568,0.7190611664295875,0.7190611664295875
ENSNLET00000056825,0.9020162716660771,0.8859369465108041,0.8748874887488749,0.7812435447221648,1.0,0.9829683698296837,0.44224422442244227,0.7740687970690006,0.8908250355618776,1.0,0.8525884761626207,0.757206658546488,0.757206658546488
ENSCCNT00000004933,0.7487103905674282,0.7529585798816568,0.9584103512014788,0.7071178529754959,0.8740188383045526,0.8533333333333334,0.43203749655362556,0.7388208487610367,0.7529585798816568,0.8525884761626207,1.0,0.7088607594936709,0.7088607594936709
ENSMODT00000058355,0.7332861690838345,0.7148423662770103,0.8139754485363551,0.8708308065494239,0.7684421105276319,0.7036144578313253,0.44495588799386265,0.9171491315631862,0.7190611664295875,0.757206658546488,0.7088607594936709,1.0,1.0
ENSMODT00000005517,0.7332861690838345,0.7148423662770103,0.8139754485363551,0.8708308065494239,0.7684421105276319,0.7036144578313253,0.44495588799386265,0.9171491315631862,0.7190611664295875,0.757206658546488,0.7088607594936709,1.0,1.0
