	ENSSPUT00000012973	ENSAOWT00000023316	ENSABRT00000002588	ENSARWT00000031391	ENSAHAT00000010190	ENSSMRT00000008853	ENSNPET00000015706	ENSDNVT00000019719	ENSSMRT00000008839	ENSPVIT00000028074
ENSSPUT00000012973	1.0	0.7894399842387825	0.7862822576711059	0.7855981874599813	0.7897355070679208	0.7503227728672162	0.7785655988573761	0.7843460549924834	0.7503227728672162	0.7603186097031137
ENSAOWT00000023316	0.7894399842387825	1.0	0.9210205375871994	0.9874795862819816	0.9964396973742768	0.7484800159473737	0.8895633544174658	0.9440376315406624	0.7484800159473737	0.74506396331161
ENSABRT00000002588	0.7862822576711059	0.9210205375871994	1.0	0.917556953997756	0.920337577442802	0.7397690985015967	0.8854315445827382	0.9160079530575628	0.7397690985015967	0.7474293989862418
ENSARWT00000031391	0.7855981874599813	0.9874795862819816	0.917556953997756	1.0	0.9860060327350046	0.7452703039984027	0.8845133646194654	0.940158091266185	0.7452703039984027	0.7401399951725802
ENSAHAT00000010190	0.7897355070679208	0.9964396973742768	0.920337577442802	0.9860060327350046	1.0	0.7463898018125684	0.8888492144460314	0.9427767809514572	0.7463898018125684	0.7429398986241854
ENSSMRT00000008853	0.7503227728672162	0.7484800159473737	0.7397690985015967	0.7452703039984027	0.7463898018125684	1.0	0.7337259923175417	0.7471050960082083	1.0	0.739372518640457
ENSNPET00000015706	0.7785655988573761	0.8895633544174658	0.8854315445827382	0.8845133646194654	0.8888492144460314	0.7337259923175417	1.0	0.902825953886962	0.7337259923175417	0.7453267457851577
ENSDNVT00000019719	0.7843460549924834	0.9440376315406624	0.9160079530575628	0.940158091266185	0.9427767809514572	0.7471050960082083	0.902825953886962	1.0	0.7471050960082083	0.7558291093410572
ENSSMRT00000008839	0.7503227728672162	0.7484800159473737	0.7397690985015967	0.7452703039984027	0.7463898018125684	1.0	0.7337259923175417	0.7471050960082083	1.0	0.739372518640457
ENSPVIT00000028074	0.7603186097031137	0.74506396331161	0.7474293989862418	0.7401399951725802	0.7429398986241854	0.739372518640457	0.7453267457851577	0.7558291093410572	0.739372518640457	1.0
