	ENSPVAT00000011860	ENSPCIT00000038605	ENSSHAT00000001890	ENSMODT00000023700	ENSVURT00010017993	ENSMEUT00000014372	ENSNVIT00000035643	ENSVURT00010018009	ENSMLUT00000016977	ENSAMET00000013090	ENSPCIT00000064056	ENSMODT00000060571	ENSSHAT00000001891	ENSVURT00010018017	ENSUMAT00000013189	ENSPCIT00000068009	ENSUAMT00000004861	ENSMODT00000075858	ENSNVIT00000035637
ENSPVAT00000011860	1.0	0.7054569362261669	0.6954609529179588	0.713504369890048	0.7103448275862069	0.7062184267500602	0.8840418428666815	0.7082099749487588	0.8585402999062793	0.8829956749374004	0.7151784641269078	0.7060263990921579	0.6975977390485163	0.6953316953316954	0.8815387181055089	0.712294758223777	0.8808249281568716	0.713504369890048	0.8779740871613663
ENSPCIT00000038605	0.7054569362261669	1.0	0.9147258485639688	0.9255947870889528	0.9695094339622642	0.934512296214424	0.7321283619243466	0.9692456775641352	0.7407276372427619	0.7349337195054026	1.0	0.9283587822913666	0.9127854903716972	0.9682327816337428	0.7278562951774733	1.0	0.7243939724830749	0.9255947870889528	0.7321283619243466
ENSSHAT00000001890	0.6954609529179588	0.9147258485639688	1.0	0.9067458337491268	0.9218278132580819	0.8979479258605472	0.7208968241752604	0.9211780643219106	0.7218432873066045	0.7288743538347927	0.9169158143194336	0.9056534508076358	1.0	0.9185997690773592	0.7211277695338484	0.9175791359745172	0.7185963459448269	0.9067458337491268	0.7160927617709065
ENSMODT00000023700	0.713504369890048	0.9255947870889528	0.9067458337491268	1.0	0.9264748201438848	0.909697705207414	0.7327997537324921	0.925906131571276	0.7348194975877558	0.7390547526110349	0.9290787337662336	1.0	0.9060531653677804	0.924942907891398	0.7298777055723277	0.9275278460870824	0.7278091196107862	1.0	0.7277150116222498
ENSVURT00010017993	0.7103448275862069	0.9695094339622642	0.9218278132580819	0.9264748201438848	1.0	0.9421337157987644	0.730204081632653	1.0	0.7421948649697776	0.7374023386293325	0.9709272929517646	0.924502712477396	0.9240091019738584	1.0	0.7278184778184779	0.9708891771148579	0.7249665534630029	0.9264748201438848	0.7256556319862425
ENSMEUT00000014372	0.7062184267500602	0.934512296214424	0.8979479258605472	0.909697705207414	0.9421337157987644	1.0	0.7330301685891748	0.9412653975363942	0.7468692504006172	0.7373731647865768	0.9355822821941918	0.909697705207414	0.8970746946890088	0.9382323499970558	0.7333296226205054	0.934512296214424	0.7298028169014085	0.909697705207414	0.7330301685891748
ENSNVIT00000035643	0.8840418428666815	0.7321283619243466	0.7208968241752604	0.7327997537324921	0.730204081632653	0.7330301685891748	1.0	0.7288617675958008	0.8817870175826606	0.9569010552711316	0.7406984334203656	0.7277150116222498	0.7243825678775271	0.7197265625	0.9568104628174584	0.7363771763134919	0.9572417328890028	0.7327997537324921	1.0
ENSVURT00010018009	0.7082099749487588	0.9692456775641352	0.9211780643219106	0.925906131571276	1.0	0.9412653975363942	0.7288617675958008	1.0	0.7425653179843124	0.7353833058466777	0.9706817016914404	0.9238798370672098	0.9233453218100812	1.0	0.7257248993911877	0.970655506350674	0.7249665534630029	0.925906131571276	0.7241755246661216
ENSMLUT00000016977	0.8585402999062793	0.7407276372427619	0.7218432873066045	0.7348194975877558	0.7421948649697776	0.7468692504006172	0.8817870175826606	0.7425653179843124	1.0	0.8867240598096964	0.7564018774879686	0.7322533136966126	0.7276620039965743	0.7377401264765541	0.8915950069348128	0.7415773991230504	0.8926299194865154	0.7348194975877558	0.8816067653276956
ENSAMET00000013090	0.8829956749374004	0.7349337195054026	0.7288743538347927	0.7390547526110349	0.7374023386293325	0.7373731647865768	0.9569010552711316	0.7353833058466777	0.8867240598096964	1.0	0.7468446738093902	0.7328363191276288	0.7338311189195125	0.7260174418604651	0.984181027709392	0.7408913296018587	0.9844188881233771	0.7390547526110349	0.9560524286815728
